population,calibration,comparison,difference,relative_reduction,block_days,low95,high95,family4_low,family4_high,primary
outer,calibrated,F_minus_A_G_onset,-0.0016508147367846014,0.11584958489618186,3,-0.0022496631425028652,-0.0007534608520137652,,,False
outer,calibrated,F_minus_A_G_onset,-0.0016508147367846014,0.11584958489618186,1,-0.0023661753437604497,-0.0008976700770914371,,,False
outer,calibrated,E_internal_minus_A_G_onset,-0.001082253016960594,0.07594950540103199,3,-0.001468710198650853,-0.0004774082143447596,,,False
outer,calibrated,E_internal_minus_A_G_onset,-0.001082253016960594,0.07594950540103199,1,-0.0015534061985559735,-0.000576896719380332,,,False
outer,calibrated,D_rewire_20261004_minus_A_G_onset,-0.0012528841748224995,0.08792392528485199,3,-0.0016998094601777388,-0.0005678462924656215,,,False
outer,calibrated,D_rewire_20261004_minus_A_G_onset,-0.0012528841748224995,0.08792392528485199,1,-0.0017868827451780127,-0.0006887997348736998,,,False
outer,calibrated,D_rewire_20261005_minus_A_G_onset,-0.0010503878492821419,0.07371329659701668,3,-0.0014362060847647987,-0.0004821299418870728,,,False
outer,calibrated,D_rewire_20261005_minus_A_G_onset,-0.0010503878492821419,0.07371329659701668,1,-0.0014919947434742762,-0.0005822899083067395,,,False
outer,calibrated,E_self_minus_A_G_onset,-0.0007377269327366353,0.05177162344136755,3,-0.0010419614174777899,-0.0003092730452831584,,,False
outer,calibrated,E_self_minus_A_G_onset,-0.0007377269327366353,0.05177162344136755,1,-0.0010881892904384236,-0.00035562639285177563,,,False
outer,calibrated,E_rewire_20261004_minus_A_G_onset,-0.001504124258983325,0.105555255324954,3,-0.0020743419191129684,-0.0006007303893033742,,,False
outer,calibrated,E_rewire_20261004_minus_A_G_onset,-0.001504124258983325,0.105555255324954,1,-0.0021898028475969165,-0.0007574145223987576,,,False
outer,calibrated,E_rewire_20261005_minus_A_G_onset,-0.0009784288155367483,0.06866341183213291,3,-0.0013228179549444642,-0.00045120585703631907,,,False
outer,calibrated,E_rewire_20261005_minus_A_G_onset,-0.0009784288155367483,0.06866341183213291,1,-0.0014022835495534091,-0.0005381683560314675,,,False
outer,calibrated,C_minus_B_all_time,-0.00034044105798081695,0.018202304328731586,3,-0.0005160032160757888,-0.00017321948349144638,,,False
outer,calibrated,C_minus_B_all_time,-0.00034044105798081695,0.018202304328731586,1,-0.0005094210312731162,-0.00018904599681858906,,,False
