model,feature_seconds,inner_fit_predict_seconds,final_fit_seconds,batch_128_prediction_seconds
A,0.30257170000550104,2.5909206879950943,3.0854426600053557,0.001375421001284849
B,0.3495578700021724,5.893938702000014,6.712484249997942,0.0020016490016132593
C,0.5675378329979139,21.87607660100184,25.845848566001223,0.0019367420027265325
