origin,step,state_bias,state_rmse,mae_raw,persistence_mae_raw,severe_fraction_prediction,severe_fraction_observed,severe_current_state_bias,mean_noise_sd
15587,1,-0.04857887505559209,1.268954427222534,1.0320740760904739,0.8427692307692308,0.001454326923076923,0.0,,0.937151188370622
15587,2,-0.16924634398909696,1.1466180808029063,1.0138847502072805,0.8867692307692301,0.0015504807692307693,0.0,,1.0343548567776337
15587,3,-0.04416822929479472,1.2915064360622737,1.2533404869827889,1.114461538461538,0.0012860576923076922,0.0,,1.0859596455760248
15587,4,0.16715893961297998,1.2114956243911732,1.2163759191934445,0.9064615384615385,0.0011658653846153845,0.003076923076923077,,1.136367013493185
15587,5,-0.05738222754527271,1.2412267270514463,1.3713172378662983,1.1510769230769229,0.0006971153846153846,0.003076923076923077,,1.1745209470206324
15587,6,0.00377934849933507,1.1965630468214628,1.3062322532595776,1.044923076923077,0.0008052884615384616,0.003076923076923077,,1.20456997896959
15647,1,0.031373013613208545,0.5665985920353992,2.069739569819878,1.0679999999999998,0.047079326923076925,0.036923076923076927,-0.2015447366861842,0.9318758184929238
15647,2,-0.0549143098092809,0.6310931266541147,2.374110259931514,1.6307692307692307,0.05110576923076923,0.021538461538461538,-0.0706792799815965,1.0330858817685438
15647,3,0.024203264992167153,0.7939433547140967,3.076239366624736,2.3993846153846152,0.04903846153846154,0.024615384615384615,0.03119341194160324,1.0744757998611567
15647,4,-0.037193757954223694,0.81281066048529,3.4688478990192317,2.825538461538461,0.05027644230769231,0.03076923076923077,0.22774133708269198,1.1306598494969224
15647,5,0.043541716507106754,1.0163286456986278,3.9086380779188095,3.32,0.05063701923076923,0.021538461538461538,0.805183133746265,1.1722499375692184
15647,6,0.0788736333783769,1.0807100746986453,4.21200659155435,3.4735384615384617,0.054891826923076925,0.027692307692307693,0.9308444051234344,1.2080319608558416
15707,1,0.05925136711965505,0.7353846254157388,1.0844070039417757,0.8932307692307687,0.004483173076923077,0.006153846153846154,-0.8018836985296753,0.5015083885001751
15707,2,0.004145383327278453,0.7746935403233465,1.4768579100192434,1.208,0.0035576923076923077,0.003076923076923077,-0.8948309316415248,0.6185050779597083
15707,3,-0.009486922667624825,0.8028544703122132,1.809150473174707,1.371076923076923,0.002608173076923077,0.006153846153846154,-1.6877599912140662,0.6890656831820876
15707,4,0.1206220339818685,0.9542854946519366,2.252338612206665,1.6464615384615382,0.0023197115384615383,0.009230769230769232,-1.513269810530083,0.7357956309942729
15707,5,0.135156095355252,1.0261529356523453,2.5510922946444077,1.8356923076923077,0.0028365384615384615,0.009230769230769232,-1.5311754241812217,0.7842505801505882
15707,6,0.07989170145356259,1.0354549884618685,2.5896703402830323,2.0153846153846153,0.0032091346153846154,0.015384615384615385,-1.8312573155556102,0.8425358048642823
15767,1,-0.05406049997159426,0.6494862751646333,2.3475154472050996,1.502153846153846,0.13399038461538462,0.14153846153846153,-0.24880732778524456,0.8513008891365168
15767,2,0.05410244411556823,0.7549848173977165,2.924924480785939,2.284923076923077,0.13118990384615384,0.13230769230769232,-0.1520368136572355,0.959317915383454
15767,3,0.14506658167307565,0.83273732014196,3.5367223914028196,3.0098461538461545,0.12506009615384617,0.11692307692307692,-0.13167586395358197,1.0199905000703249
