split,origin,model,step,mae_raw
validation,32383,location_repair,3,1.0443515526197629
validation,32383,location_repair,6,1.2509413712857707
validation,32464,location_repair,3,1.2562507100982314
validation,32464,location_repair,6,1.6828307011482817
validation,32545,location_repair,3,1.081191387443799
validation,32545,location_repair,6,0.9394299808201577
validation,32627,location_repair,3,3.5215478283234525
validation,32627,location_repair,6,4.3637483866563915
validation,32708,location_repair,3,3.3973910066437214
validation,32708,location_repair,6,3.8332828580532126
validation,32789,location_repair,3,1.3104926321462544
validation,32789,location_repair,6,1.5226705288860791
validation,32870,location_repair,3,1.5292906925422918
validation,32870,location_repair,6,2.060588028257322
validation,32952,location_repair,3,1.9285097388987669
validation,32952,location_repair,6,1.9455032688842522
validation,33033,location_repair,3,3.4290509787677688
validation,33033,location_repair,6,4.5915257439378285
validation,33114,location_repair,3,1.0462099940551899
validation,33114,location_repair,6,1.077362158067762
validation,33195,location_repair,3,3.739369913600156
validation,33195,location_repair,6,6.025920524617524
validation,33276,location_repair,3,1.2259063114902493
validation,33276,location_repair,6,1.9456685863364744
validation,33358,location_repair,3,1.1937618269874648
validation,33358,location_repair,6,1.2731213689308463
validation,33439,location_repair,3,1.3960263963655875
validation,33439,location_repair,6,1.5748951521258039
validation,33520,location_repair,3,2.7879619347666513
validation,33520,location_repair,6,3.4737576630546463
validation,33601,location_repair,3,3.9752036215852424
validation,33601,location_repair,6,6.564540183931534
validation,33682,location_repair,3,0.9745004330487466
validation,33682,location_repair,6,0.9222057980099007
validation,33764,location_repair,3,3.000961498944617
validation,33764,location_repair,6,3.8903931621560837
validation,33845,location_repair,3,1.6894524770545734
validation,33845,location_repair,6,1.9605817887107475
validation,33926,location_repair,3,1.3220081900726528
validation,33926,location_repair,6,1.4300148688994414
validation,34007,location_repair,3,0.9082710814799839
validation,34007,location_repair,6,0.9407378266260152
validation,34089,location_repair,3,1.3280060111338792
validation,34089,location_repair,6,1.8730276038990235
validation,34170,location_repair,3,1.8151373724505426
validation,34170,location_repair,6,2.489996411862257
validation,34251,location_repair,3,0.956897800021368
validation,34251,location_repair,6,0.945545221120033
validation,34332,location_repair,3,0.9813447357428827
validation,34332,location_repair,6,1.0938432357196892
validation,34413,location_repair,3,1.2645572361990371
validation,34413,location_repair,6,1.574265761792854
validation,34495,location_repair,3,1.169975146260653
validation,34495,location_repair,6,1.825029028157474
validation,34576,location_repair,3,1.0256797220216471
validation,34576,location_repair,6,1.1396640155838536
validation,34657,location_repair,3,3.993144451728564
validation,34657,location_repair,6,5.308856576260815
validation,34738,location_repair,3,2.8383047986738412
validation,34738,location_repair,6,3.8621617058908746
validation,34819,location_repair,3,0.9660826942246171
validation,34819,location_repair,6,0.9353270095700016
validation,34901,location_repair,3,1.8411268131461453
validation,34901,location_repair,6,2.050634586673988
validation,34982,location_repair,3,1.4186311999665333
validation,34982,location_repair,6,2.03830215617897
validation,35063,location_repair,3,4.1351120780306685
validation,35063,location_repair,6,4.669766038530482
validation,35144,location_repair,3,1.0139568346355172
validation,35144,location_repair,6,1.2267890346187842
validation,35225,location_repair,3,4.63467202971197
validation,35225,location_repair,6,6.713090212115419
validation,35307,location_repair,3,2.688410762382999
validation,35307,location_repair,6,3.42565878194691
validation,35388,location_repair,3,0.9223782632416369
validation,35388,location_repair,6,1.1086618886156283
validation,35469,location_repair,3,1.9618539110290987
validation,35469,location_repair,6,2.288436673620568
validation,35550,location_repair,3,1.5148062973278158
validation,35550,location_repair,6,1.8963181231031956
validation,35632,location_repair,3,3.238784806675113
validation,35632,location_repair,6,4.757200812330627
validation,35713,location_repair,3,0.8344255413253294
validation,35713,location_repair,6,0.9353494026775785
validation,35794,location_repair,3,2.9993257009601315
validation,35794,location_repair,6,3.2025728719755477
validation,35875,location_repair,3,4.024075216085506
validation,35875,location_repair,6,5.315820228411685
validation,35956,location_repair,3,1.1535923701436839
validation,35956,location_repair,6,1.3032707645076387
validation,36038,location_repair,3,1.0599258439016253
validation,36038,location_repair,6,1.136608797361484
validation,36119,location_repair,3,1.6064533824797413
validation,36119,location_repair,6,1.5967966050599829
validation,36200,location_repair,3,1.497335342959942
validation,36200,location_repair,6,2.0058191938491
validation,36281,location_repair,3,0.8909039017557713
validation,36281,location_repair,6,0.898856418259582
validation,36362,location_repair,3,0.9380410107403708
validation,36362,location_repair,6,1.2592687679402683
validation,36444,location_repair,3,1.3456447548332937
validation,36444,location_repair,6,1.8030024308253632
validation,36525,location_repair,3,1.3739308284231038
validation,36525,location_repair,6,1.7370952364454304
validation,36606,location_repair,3,1.2678362528686657
validation,36606,location_repair,6,1.4370463419361235
validation,36687,location_repair,3,2.6817211167772133
validation,36687,location_repair,6,3.0923493883199096
validation,36769,location_repair,3,3.7057300798548707
validation,36769,location_repair,6,5.7144677526810295
validation,36850,location_repair,3,1.2166913428905208
validation,36850,location_repair,6,1.0809693803403828
validation,36931,location_repair,3,3.2677277324651866
validation,36931,location_repair,6,5.055382180130084
validation,37012,location_repair,3,1.4026199116311084
validation,37012,location_repair,6,2.0951164585873507
validation,37093,location_repair,3,1.2061363376636063
validation,37093,location_repair,6,1.3682262811453851
validation,37175,location_repair,3,1.3006915956525824
validation,37175,location_repair,6,1.3365651399707086
validation,37256,location_repair,3,3.342867220018021
validation,37256,location_repair,6,4.7321691834155235
validation,37337,location_repair,3,3.1281197816098496
validation,37337,location_repair,6,4.633938601025934
validation,37418,location_repair,3,0.9887127368101504
validation,37418,location_repair,6,1.1238664933466624
validation,37499,location_repair,3,2.444531061730907
validation,37499,location_repair,6,3.4414495200870245
validation,37581,location_repair,3,1.4451478394244812
validation,37581,location_repair,6,1.7700595628035263
validation,37662,location_repair,3,2.5237413966525586
validation,37662,location_repair,6,3.3753052357022826
validation,37743,location_repair,3,1.2566946056725867
validation,37743,location_repair,6,1.2921828545834306
validation,37824,location_repair,3,2.7662712519414647
validation,37824,location_repair,6,3.656532108060023
validation,37906,location_repair,3,3.096249383277228
validation,37906,location_repair,6,4.182019807348201
validation,37987,location_repair,3,1.2504359415260318
validation,37987,location_repair,6,1.0479720105445645
validation,38068,location_repair,3,1.222778821594857
validation,38068,location_repair,6,1.4544830045849715
validation,38149,location_repair,3,1.614772438037626
validation,38149,location_repair,6,1.8575114674893383
validation,38230,location_repair,3,2.067013346371067
validation,38230,location_repair,6,2.0122105050411894
validation,38312,location_repair,3,0.9150220440633984
validation,38312,location_repair,6,0.8637928788366113
validation,38393,location_repair,3,1.0529294175717123
validation,38393,location_repair,6,1.3631772894504466
validation,38474,location_repair,3,1.6303242951527017
validation,38474,location_repair,6,2.2272672711579657
validation,38555,location_repair,3,0.9561196127599505
validation,38555,location_repair,6,0.9610775457465874
validation,38636,location_repair,3,1.4631590193783457
validation,38636,location_repair,6,2.0934014433196526
validation,38718,location_repair,3,1.105221636808756
validation,38718,location_repair,6,1.6746527350646403
validation,38799,location_repair,3,3.4008704755134667
validation,38799,location_repair,6,4.565227804066964
validation,38880,location_repair,3,1.1678280106489956
validation,38880,location_repair,6,1.121075466311578
validation,38961,location_repair,3,3.950466321362268
validation,38961,location_repair,6,4.555558574462959
validation,39042,location_repair,3,2.3231488023842557
validation,39042,location_repair,6,3.4805011928250007
validation,39124,location_repair,3,1.3384681990053457
validation,39124,location_repair,6,1.5158660181729282
validation,39205,location_repair,3,1.537148799964854
validation,39205,location_repair,6,1.9581019038670422
validation,39286,location_repair,3,2.48182289621577
validation,39286,location_repair,6,3.035345862434137
validation,39367,location_repair,3,3.7522301262289464
validation,39367,location_repair,6,5.348373146287894
validation,39449,location_repair,3,1.0343290880887122
validation,39449,location_repair,6,1.0216687962384343
validation,39530,location_repair,3,4.527325048044836
validation,39530,location_repair,6,6.799645723031075
validation,39611,location_repair,3,1.824435573245387
validation,39611,location_repair,6,2.848349725044823
validation,39692,location_repair,3,1.3832288846841032
validation,39692,location_repair,6,1.5506252539089207
validation,39773,location_repair,3,1.4189292949925816
validation,39773,location_repair,6,1.688584311100444
validation,39855,location_repair,3,2.6723895149189674
validation,39855,location_repair,6,3.168946462329319
validation,39936,location_repair,3,4.007371587740638
validation,39936,location_repair,6,5.288091912743519
validation,40017,location_repair,3,0.9420335849387972
validation,40017,location_repair,6,1.0145112769701932
validation,40098,location_repair,3,1.3630963311763453
validation,40098,location_repair,6,1.5759880630350465
validation,40179,location_repair,3,1.6204860004340824
validation,40179,location_repair,6,1.9487529343299943
validation,40261,location_repair,3,1.1389444514179101
validation,40261,location_repair,6,1.4277967299612093
validation,40342,location_repair,3,1.0208548520290803
validation,40342,location_repair,6,1.0211872634667287
validation,40423,location_repair,3,1.3203989133596097
validation,40423,location_repair,6,1.6905540020301957
validation,40504,location_repair,3,1.91382250632762
validation,40504,location_repair,6,2.9833949763086482
validation,40586,location_repair,3,0.9891727560797984
validation,40586,location_repair,6,1.0649687054515753
validation,40667,location_repair,3,2.3507077997461043
validation,40667,location_repair,6,3.324906912301925
validation,40748,location_repair,3,1.9589180689523982
validation,40748,location_repair,6,2.522098929138012
validation,40829,location_repair,3,2.0052631989420107
validation,40829,location_repair,6,2.356070698864936
validation,40910,location_repair,3,1.3513404435167042
validation,40910,location_repair,6,1.2461066523593023
validation,40992,location_repair,3,4.394597776543658
validation,40992,location_repair,6,5.586561606001012
validation,41073,location_repair,3,2.7363475309345664
validation,41073,location_repair,6,3.53870131273289
validation,41154,location_repair,3,1.0156234522808638
validation,41154,location_repair,6,1.0399290102737393
validation,41235,location_repair,3,1.672602661562549
validation,41235,location_repair,6,2.5855366547170315
validation,41316,location_repair,3,1.7666743884827603
validation,41316,location_repair,6,2.5313012307722924
validation,41398,location_repair,3,4.155632768250121
validation,41398,location_repair,6,5.347754515837463
validation,41479,location_repair,3,1.0208093088374997
validation,41479,location_repair,6,1.1124655719934897
validation,41560,location_repair,3,4.033559512554458
validation,41560,location_repair,6,6.155205605809356
validation,41641,location_repair,3,3.169913237286566
validation,41641,location_repair,6,4.241101808043864
validation,41723,location_repair,3,1.1391864113202308
validation,41723,location_repair,6,1.2507869145901944
