origin,retention,N,method,device,conditioning_setup_seconds,sampling_seconds,residual_gather_seconds,fine_seconds,transfer_seconds,device_seconds,event_seconds,total_seconds,enclosure_seconds,compaction_seconds
31409,0.0,256,fine_mc,cpu,0.00635536499612499,0.0510836739995284,0.0030609280001954176,0.014251029002480209,0.0,0.0,0.0008614580001449212,0.07607131200347794,,
31409,0.0,256,empirical_selective,cpu,0.00635536499612499,0.0510836739995284,0.0030609280001954176,0.012861868999607395,0.0,,,0.08352634900802514,0.007655000998056494,0.0013882940038456582
31409,0.0,256,certified_fallback,cpu,0.00635536499612499,0.0510836739995284,0.0030609280001954176,0.010963108004943933,0.0,,,0.08039976400323212,0.007655000998056494,0.0
31409,0.0,256,fine_mc,cpu,0.005998893997457344,0.03940291800245177,0.0011575880052987486,0.009783667002920993,0.0,0.0,0.0008597550040576607,0.05752711401146371,,
31409,0.0,1024,fine_mc,cpu,0.0054096219973871484,0.1981743189971894,0.004634882003301755,0.049230748001718894,0.0,0.0,0.003495552999083884,0.26136095100082457,,
31409,0.0,1024,empirical_selective,cpu,0.0054096219973871484,0.1981743189971894,0.004634882003301755,0.04910296899470268,0.0,,,0.30913916600547964,0.042535138003586326,0.005062527001427952
31409,0.0,1024,certified_fallback,cpu,0.0054096219973871484,0.1981743189971894,0.004634882003301755,0.04526117599743884,0.0,,,0.2991487000035704,0.042535138003586326,0.0
31409,0.0,1024,fine_mc,cpu,0.006483103999926243,0.18232308799633756,0.005252684000879526,0.05007363500044448,0.0,0.0,0.003679579996969551,0.24819687299896032,,
31409,0.15,256,fine_mc,cpu,0.008001253998372704,0.037689625001803506,0.0011759100016206503,0.008165120001649484,0.0,0.0,0.0008310420016641729,0.05620517900388222,,
31409,0.15,256,empirical_selective,cpu,0.008001253998372704,0.037689625001803506,0.0011759100016206503,0.009718544999486767,0.0,,,0.07119051700283308,0.01192874900152674,0.0013770170044153929
31409,0.15,256,certified_fallback,cpu,0.008001253998372704,0.037689625001803506,0.0011759100016206503,0.008984520005469676,0.0,,,0.06882913600566098,0.01192874900152674,0.0
31409,0.15,256,fine_mc,cpu,0.006627037000725977,0.03396074900228996,0.0014320699992822483,0.009815047997108195,0.0,0.0,0.000788835997809656,0.05346486600319622,,
31409,0.15,1024,fine_mc,cpu,0.006377591998898424,0.18904983500397066,0.0061354659992503,0.05204507400048897,0.0,0.0,0.0031419860024470836,0.25704645599762443,,
31409,0.15,1024,empirical_selective,cpu,0.006377591998898424,0.18904983500397066,0.0061354659992503,0.044636534999881405,0.0,,,0.3102326279913541,0.052075903993682005,0.007712186001299415
31409,0.15,1024,certified_fallback,cpu,0.006377591998898424,0.18904983500397066,0.0061354659992503,0.041183344001183286,0.0,,,0.2980279849944054,0.052075903993682005,0.0
31409,0.15,1024,fine_mc,cpu,0.0068199960005586036,0.19208438199711964,0.007445684997946955,0.05480776599870296,0.0,0.0,0.0030601110047427937,0.2646339610000723,,
31409,1.0,256,fine_mc,cpu,0.009758669999428093,0.04872903499926906,0.001233773997228127,0.009179145999951288,0.0,0.0,0.0007857560049160384,0.06996518200321589,,
31409,1.0,256,empirical_selective,cpu,0.009758669999428093,0.04872903499926906,0.001233773997228127,0.014927711999916937,0.0,,,0.08954336400347529,0.010402896004961804,0.002098155004205182
31409,1.0,256,certified_fallback,cpu,0.009758669999428093,0.04872903499926906,0.001233773997228127,0.009869338005955797,0.0,,,0.08132560701051261,0.010402896004961804,0.0
31409,1.0,256,fine_mc,cpu,0.010225751000689343,0.053496781998546794,0.0017967640014830977,0.009277217999624554,0.0,0.0,0.0006977540033403784,0.07584278799913591,,
31409,1.0,1024,fine_mc,cpu,0.008772321001742966,0.2799621219965047,0.004944281005009543,0.04636367000057362,0.0,0.0,0.003808246001426596,0.3441826600028435,,
31409,1.0,1024,empirical_selective,cpu,0.008772321001742966,0.2799621219965047,0.004944281005009543,0.039335672998277005,0.0,,,0.3947035809978843,0.05258518300252035,0.0057007310024346225
31409,1.0,1024,certified_fallback,cpu,0.008772321001742966,0.2799621219965047,0.004944281005009543,0.05380521399638383,0.0,,,0.4041207980044419,0.05258518300252035,0.0
31409,1.0,1024,fine_mc,cpu,0.008465346996672451,0.26244742600101745,0.0070121739991009235,0.04482878099952359,0.0,0.0,0.002922855994256679,0.32600477999221766,,
31490,0.0,256,fine_mc,cpu,0.006310288001259323,0.02834812700166367,0.001117052001063712,0.0077692119957646355,0.0,0.0,0.0007353060063906014,0.04458792800141964,,
31490,0.0,256,empirical_selective,cpu,0.006310288001259323,0.02834812700166367,0.001117052001063712,0.007918761999462731,0.0,,,0.0555313499935437,0.00866461899568094,0.002089321998937521
31490,0.0,256,certified_fallback,cpu,0.006310288001259323,0.02834812700166367,0.001117052001063712,0.010008905999711715,0.0,,,0.05554024398588808,0.00866461899568094,0.0
31490,0.0,256,fine_mc,cpu,0.006756325004971586,0.032987140999466646,0.001162806998763699,0.01311133400304243,0.0,0.0,0.0010174010021728463,0.06036018100712681,,
31490,0.0,1024,fine_mc,cpu,0.006019592001393903,0.1534276550009963,0.009226692003721837,0.04869031200360041,0.0,0.0,0.003895194000506308,0.2225321259975317,,
31490,0.0,1024,empirical_selective,cpu,0.006019592001393903,0.1534276550009963,0.009226692003721837,0.04968454399931943,0.0,,,0.28470050799660385,0.050261691998457536,0.009466509000048973
31490,0.0,1024,certified_fallback,cpu,0.006019592001393903,0.1534276550009963,0.009226692003721837,0.0454303680016892,0.0,,,0.2694595129942172,0.050261691998457536,0.0
31490,0.0,1024,fine_mc,cpu,0.005958753994491417,0.17015468000317924,0.007012873997155111,0.05301137199421646,0.0,0.0,0.004030989999591839,0.24068889200134436,,
31490,0.15,256,fine_mc,cpu,0.006997730997682083,0.043490785996255,0.0011059410026064143,0.007725061004748568,0.0,0.0,0.0007382730036624707,0.060353139000653755,,
31490,0.15,256,empirical_selective,cpu,0.006997730997682083,0.043490785996255,0.0011059410026064143,0.008640173000458162,0.0,,,0.07070562500302913,0.007916811999166384,0.0011891820031451061
31490,0.15,256,certified_fallback,cpu,0.006997730997682083,0.043490785996255,0.0011059410026064143,0.009582023994880728,0.0,,,0.07048809400293976,0.007916811999166384,0.0
31490,0.15,256,fine_mc,cpu,0.006838923996838275,0.03974573799496284,0.0011257829974056222,0.013227731004008092,0.0,0.0,0.0009048869978869334,0.0622438529971987,,
31490,0.15,1024,fine_mc,cpu,0.006776926995371468,0.1659595020028064,0.00554135500715347,0.03975294400152052,0.0,0.0,0.004559829001664184,0.2230277889975696,,
31490,0.15,1024,empirical_selective,cpu,0.006776926995371468,0.1659595020028064,0.00554135500715347,0.047901939004077576,0.0,,,0.2848873300026753,0.05001153899502242,0.005239805999735836
31490,0.15,1024,certified_fallback,cpu,0.006776926995371468,0.1659595020028064,0.00554135500715347,0.04093717499927152,0.0,,,0.27352575899567455,0.05001153899502242,0.0
31490,0.15,1024,fine_mc,cpu,0.006831933002104051,0.16632245700020576,0.007604316997458227,0.05087483800161863,0.0,0.0,0.0031015019994811155,0.23515970598964486,,
31490,1.0,256,fine_mc,cpu,0.009578183999110479,0.0010110459988936782,0.0019460350013105199,0.008050892000028398,0.0,0.0,0.0007309840002562851,0.02168927399907261,,
31490,1.0,256,empirical_selective,cpu,0.009578183999110479,0.0010110459988936782,0.0019460350013105199,0.008113323005090933,0.0,,,0.031683411994890776,0.008581592999689747,0.0012154889991506934
31490,1.0,256,certified_fallback,cpu,0.009578183999110479,0.0010110459988936782,0.0019460350013105199,0.006724635997670703,0.0,,,0.02895865599566605,0.008581592999689747,0.0
31490,1.0,256,fine_mc,cpu,0.009457524000026751,0.0009781990011106245,0.0018110719975084066,0.008403649997489993,0.0,0.0,0.0012305199998081662,0.02244642099685734,,
31490,1.0,1024,fine_mc,cpu,0.008976518001873046,0.0028506529997684993,0.0059269249977660365,0.044544463002239354,0.0,0.0,0.004485065001063049,0.06736598000134109,,
31490,1.0,1024,empirical_selective,cpu,0.008976518001873046,0.0028506529997684993,0.0059269249977660365,0.045585621999634895,0.0,,,0.12071092800033512,0.04762974599725567,0.005686792996129952
31490,1.0,1024,certified_fallback,cpu,0.008976518001873046,0.0028506529997684993,0.0059269249977660365,0.04831058400304755,0.0,,,0.11785877699730918,0.04762974599725567,0.0
31490,1.0,1024,fine_mc,cpu,0.008537601999705657,0.0030670369960716926,0.004959669997333549,0.05671317700034706,0.0,0.0,0.004493029999139253,0.07820134400390089,,
