origin,retention,hidden_count,rmse,near_threshold_rmse,coverage_50,coverage_80,coverage_95
31409,0.0,3809,1.2142360209277738,2.386317679748244,0.46075085324232085,0.7290627461275926,0.9041743239695458
31409,0.15,3237,1.2190057307999655,2.2027108948125065,0.43342601173926476,0.714859437751004,0.9023787457522398
31409,1.0,0,,,,,
31490,0.0,3900,1.1854904778156095,1.2425143854182006,0.49948717948717947,0.7766666666666666,0.9094871794871795
31490,0.15,3312,0.9114801257744708,0.9323548661207415,0.6280193236714976,0.8783212560386473,0.9568236714975845
31490,1.0,0,,,,,
