origin,retention,N,mean_radius,mean_center_threshold_distance,mean_fine_error,maximum_violation,unresolved,lower_severity,upper_severity,oracle_unresolved,oracle_lower_severity,oracle_upper_severity,oracle_interval_width,mean_interval_width,scenario_sha256
31409,0.0,256,31.06149249338003,4.4506900220968575,1.0887521079463542,-2.6576098429271995,1.0,0.0,1.0,0.04296875,0.0,0.026971153846153846,5.161709119627341,62.12298498676006,4995f6aed00b5a55862423ed198377fce02e8afa71496ac7f3ea4ac6b482bb32
31409,0.15,256,30.58919993071052,4.450690022096988,1.0681134901018814,-2.4931016047434884,1.0,0.0,1.0,0.02734375,0.0,0.02280048076923077,5.071779740841681,61.17839986142104,d66c0dcc86f50a21fe350f3aff844dffda1a67dc2b85ec76282a4f8549f98c36
31409,1.0,256,29.915520573854334,4.450690022096643,1.094516330969763,-2.363516995020861,1.0,0.0,1.0,0.02734375,0.0,0.020841346153846155,5.120903688665263,59.83104114770867,eb528f768b4eea32cc737db8826bcebeac5a9860746d60586634c40f66f6ab34
32058,0.0,256,31.800919971042617,4.4255417583432894,1.3345934808435451,-2.8297818597530053,1.0,0.0,1.0,0.05078125,0.0,0.05331730769230769,6.09492830220695,63.601839942085235,3be5085ca99efd112f87c694d662dc7f69114518a55e23b43daae13546276680
32058,0.15,256,28.213322963218854,4.425541758343162,1.057894387697994,-2.422162593149502,1.0,0.0,1.0,0.01171875,0.0,0.01948317307692308,4.998514204389598,56.42664592643771,252f16b8e8997602f39f803b0b5e4c400d822d52c1aa5fa8758c625b17de7e0f
32058,1.0,256,27.47948996625358,4.425541758343462,1.1269872721265375,-2.657181182108296,1.0,0.0,1.0,0.0234375,0.0,0.0153125,5.086871128475003,54.95897993250716,a19a5ca8274264eaa62b4a949db2da4bfdb8bd6683a9406279d332121f9cd24f
32708,0.0,256,24.15611953682286,2.7869696648318096,1.1140612032432844,-1.9589200051424003,1.0,0.0,1.0,0.8828125,0.0,0.29728365384615385,5.212787884148173,48.31223907364572,7b7cd4dba6e9e279600543954dfe36072a0b486740759d96d63fee8e4993b4ef
32708,0.15,256,23.695700813469674,2.7869696648316684,1.0816169107234817,-1.878760607825892,1.0,0.0,1.0,0.8515625,0.0,0.2829206730769231,5.124536657272601,47.39140162693935,24ccc5996ed14b12b70a181a449fe6b0858f580d45a1c997c5b4acf99787de94
32708,1.0,256,23.419933847654438,2.7869696648317976,1.0426250948914964,-2.0432068725346264,1.0,0.0,1.0,0.9296875,0.0,0.2899639423076923,5.129324448233346,46.839867695308875,63ebcd53a4109161aabf0be7f6f230ebefce2f347b640475de675cadd2dc7ede
33439,0.0,256,31.628050110784404,4.466270633025575,1.1090575507106586,-2.4397176081894942,1.0,0.0,1.0,0.03125,0.0,0.02828125,5.24091595759723,63.25610022156881,3d091abec0d8fd4ed17a2b11313f14fbde8d9bd8d981acfd18315a304e8cdaac
33439,0.15,256,30.980385997553856,4.466270633025625,1.0634402965598078,-2.353024184566541,1.0,0.0,1.0,0.0234375,0.0,0.023762019230769232,5.061499089883914,61.96077199510771,f7c8200fbdeadabdac1445b6c04a322c662c9732639ced814c24c7439d0a5a55
33439,1.0,256,30.147527450191518,4.466270633025553,1.1016298193831713,-2.3801873808603498,1.0,0.0,1.0,0.01953125,0.0,0.02121394230769231,5.158816914528835,60.295054900383036,a60552e26c4d5213e6ce11b4b4df56c39517de932d0fb832751de7474e2ccb01
34089,0.0,256,27.211511415971795,3.7646496714118247,1.083746953814867,-2.3033480356976956,1.0,0.0,1.0,0.12890625,0.0,0.07973557692307692,5.127655850634334,54.42302283194359,5e4cb6da8038ecd0cd0b296377129759fe824bee23b693ffc947fc7cf28527c9
34089,0.15,256,26.561943801799814,3.764649671411661,1.0526438361465043,-2.0779709087567677,1.0,0.0,1.0,0.06640625,0.0,0.059375,4.998758140863427,53.12388760359963,cd4a2fa9829cdfa8e001b89e6c6f992ea0ba4227191a9a69df0ea568484fe106
34089,1.0,256,27.081580055695426,3.76464967141179,1.102274613657919,-2.2080806627389715,1.0,0.0,1.0,0.0546875,0.0,0.049074519230769234,5.141283924768011,54.16316011139085,37ea50beabba1030cafd9f4797db1474f10646c04a13deb7490ffda89b514614
34819,0.0,256,31.85061707613528,5.254255395309551,1.0332824439385422,-2.6542804001594087,1.0,0.0,1.0,0.0,0.0,0.010372596153846154,5.032439195529455,63.70123415227056,3bb0ea6b10cc2d264a4cf7ce2cb861a8b7c3d0e66e0b24e0cec2ba1801e319f2
34819,0.15,256,30.613781207176373,5.254255395309451,0.9898070059081153,-2.611248807313638,1.0,0.0,1.0,0.0,0.0,0.0026682692307692306,4.7480210711786315,61.22756241435275,512333e0658542351499e4d726b331da6b1c6347c48a2de69e1988675f7e1d2a
34819,1.0,256,30.78274214906516,5.254255395309706,1.0682542857412123,-2.525206554881584,1.0,0.0,1.0,0.0,0.0,0.006502403846153846,4.914940588674478,61.56548429813032,3308a77f6a3fbe8eb5d544de7e26c05f53f1b814658a9c5a5a473173ef3d2677
35469,0.0,256,32.58808068616543,4.8536947291506,1.0431609549611032,-2.8567223389327534,1.0,0.0,1.0,0.00390625,0.0,0.013125,5.00836917917067,65.17616137233087,8a2775d73b366eeae7ce28e549460de913e0ce0df7eba05d559b17ad444d9892
35469,0.15,256,32.19921048462571,4.8536947291505,1.0252015447788643,-2.455663223435657,1.0,0.0,1.0,0.00390625,0.0,0.01123798076923077,4.940274173701371,64.39842096925142,357f0c62d8126f7e81f13d0460899e043dd9c5bd0d4c0cc21154469ea3ab17ae
35469,1.0,256,31.324278022165174,4.853694729150678,1.106846174441472,-2.424042554298496,1.0,0.0,1.0,0.00390625,0.0,0.02094951923076923,5.094390811996359,62.64855604433035,593e8438b4481d68d961ff3f0e4dcbf8f4a2d72190a52cd9888a660d9b5eb3d6
36200,0.0,256,29.271768202431065,3.7245362613767465,1.1764957667932183,-2.432727043568204,1.0,0.0,1.0,0.4375,0.0,0.16950721153846154,5.584772316622011,58.54353640486213,1967a64c15e8ce878dde393a4faf1c831dd93040ea26c69943122ebca3560c30
36200,0.15,256,28.787272792125776,3.7245362613768065,1.171863151117004,-2.143287445218581,1.0,0.0,1.0,0.3515625,0.0,0.1375360576923077,5.493327315506414,57.57454558425155,578b74f1a2f886329a81cf486389b28a415bfa6a31bd7e1038e2141ceb241216
36200,1.0,256,28.193469801940058,3.724536261376791,1.1238073414769714,-2.382652524999867,1.0,0.0,1.0,0.26953125,0.0,0.10450721153846154,5.41776689742552,56.386939603880116,e6224140704bb90d6a134a68e1e303c51a81d2dd151d99647037ed9bd8aac7a4
36850,0.0,256,30.787558410643328,4.9128242221889,1.0699237647008577,-2.4433354391586057,1.0,0.0,1.0,0.0,0.0,0.015348557692307693,5.114670309546706,61.575116821286656,d7afa5e2e756ed47d4b982bf1006bfefb116f0ac160260eb640b7c3e8e731568
36850,0.15,256,29.55754642959307,4.912824222189031,1.0082587417565245,-2.5170219397008498,1.0,0.0,1.0,0.0,0.0,0.010456730769230769,4.880330661625125,59.11509285918614,4cdaad136e60fa96cec500acc76547988c1274582fced0d862b0324461a9e623
36850,1.0,256,29.35149643040624,4.9128242221891005,1.072632788013787,-2.642756599780352,1.0,0.0,1.0,0.0,0.0,0.007776442307692308,4.980865716015892,58.70299286081248,df0614cd5acc1082f398dff392e3632cf173e63a8e5f60c09d55c709826aac9c
37581,0.0,256,25.774015970302415,3.0368929300734937,1.0986210083515895,-2.1941480220064644,1.0,0.0,1.0,0.6796875,0.0,0.20944711538461538,5.223783677197535,51.54803194060483,2260d86c9a8a65521e635d71d97bf4cc941d60ea67f5320bf8c1ba4198905e57
37581,0.15,256,23.364533504135995,3.036892930073288,0.9106862460124086,-1.8640116376895848,1.0,0.0,1.0,0.10546875,0.0,0.06929086538461539,4.435971077722534,46.72906700827199,b5f45e5bf6ee0cf4827389740d52271e705f1ef2ed535f894856bc1978e9a933
37581,1.0,256,24.27498828653862,3.0368929300734275,0.8628684303238064,-1.870539123235171,1.0,0.0,1.0,0.03515625,0.0,0.041514423076923074,4.387630765508994,48.54997657307724,ad2322130fc65dc077c50bd8bc1d9da7d338b1a0dcefc8874c524bb1be55386a
38230,0.0,256,31.304016760679122,3.7128546753007026,1.3063965793409813,-2.5884198638839924,1.0,0.0,1.0,0.71875,0.0,0.26268028846153846,6.173320220213395,62.608033521358244,74b8bd9ac032a2f9d77e608c97f7a412421fe173b53cd9f46bb5113c1ba78c53
38230,0.15,256,28.69275409774259,3.7128546753006986,1.1501897010145246,-2.310409953178698,1.0,0.0,1.0,0.359375,0.0,0.1477403846153846,5.43172260436907,57.38550819548518,00d51b76119e3916a6b9395b199e362f8ee98de000140f554ffdcffda65734b0
38230,1.0,256,28.84029258506672,3.712854675300624,1.1396333977424689,-2.4976789193085356,1.0,0.0,1.0,0.31640625,0.0,0.12561298076923078,5.490252730804509,57.68058517013344,554902fe5f41d995b013de74d6f3ab18904acafbbc025b4ad203b17397ba8429
38961,0.0,256,26.60438714589038,2.0737261640963167,1.2260566131744028,-1.770452985254856,1.0,0.0,1.0,1.0,0.0,0.7764182692307692,5.757222681647565,53.20877429178076,69f3805b823eba2b16f7989ac016e57c16820fac73dcbea9ee2e1eea62cd35af
38961,0.15,256,28.049165079437305,2.0737261640966094,1.4547579047116435,-1.8906233136938297,1.0,0.0,1.0,1.0,0.0,0.8636778846153846,6.527108247652478,56.09833015887461,a39b6cba57c1c123a7aecba8fc318199c4187333f819110045ddc7cd4d1262bd
38961,1.0,256,28.722733915406206,2.0737261640962874,1.5143790957215855,-2.016815698238939,1.0,0.0,1.0,1.0,0.0,0.8885096153846154,6.699721083587016,57.44546783081241,5e87bb4df4c9a477e403ebb185c574a057e24d0eca173f94160b676179dcf813
39611,0.0,256,25.22603289310565,2.778686921309331,1.1768175317290672,-2.148082500251165,1.0,0.0,1.0,0.9296875,0.0,0.3462980769230769,5.499064082411723,50.4520657862113,2114a3ee79a4738ac941c8baaad57aab1c6ce03377735ec749a1d2e5579a09d5
39611,0.15,256,23.82354177651119,2.778686921309138,1.0512968342314617,-1.7819402114177127,1.0,0.0,1.0,0.8046875,0.0,0.2513581730769231,5.022468406197283,47.64708355302238,daccf7f498cab263b36c4b8fa800374e58b7a2cfd182675563825e59108bc1f5
39611,1.0,256,24.009505862561543,2.7786869213092715,0.9493042923589136,-1.8179265698782938,1.0,0.0,1.0,0.7578125,0.0,0.21564903846153846,4.867872445085532,48.019011725123086,b0064d563f64cd5c3cc0bc0e9f451dbbc625a900948c5698ff7effbae5d1cb90
40342,0.0,256,33.03486030310731,4.804090399657551,1.1532527328580902,-2.6612005993313224,1.0,0.0,1.0,0.0078125,0.0,0.025625,5.4411432596429075,66.06972060621462,89eabbc3c048d1c9769e0dedb43ea6170c63f120b01fa041448ec535c5cc3ba3
40342,0.15,256,32.56875227485232,4.804090399657583,1.1356146384829056,-2.463560711315104,1.0,0.0,1.0,0.0078125,0.0,0.03635817307692308,5.3889643131710185,65.13750454970464,c0057c3b17312b4c43a8267e19efcc851694521d670217821f6cf0c6610fe79f
40342,1.0,256,31.759642089934655,4.8040903996573325,1.169195187688851,-2.305075251558682,1.0,0.0,1.0,0.0078125,0.0,0.03126201923076923,5.427547949669126,63.51928417986931,a3f5984293fa77a3876b4cef4b9ec1405c1f931e6d00a5232e1ff3d16ab71364
40992,0.0,256,24.324596950478966,1.9194399005484228,1.2962545931053127,-1.8165145808485055,1.0,0.0,1.0,1.0,0.0,0.8791706730769231,5.978161162721985,48.64919390095793,85f844900388c8f61ecc114e67e3ff52baf3bcbb2119685692ee60f63668d884
40992,0.15,256,23.26801849557042,1.9194399005485074,1.2645905832823199,-1.7584221277661918,1.0,0.0,1.0,1.0,0.0,0.8281850961538462,5.7085738559244765,46.53603699114084,b4c247282c87c100229094cfd03588a4d27367ace758fa7b01c6887cc279748c
