population,calibration,model,endpoint,n,positives,brier,event_contribution,nonevent_contribution,mean_probability,recall,fpr,tp,fp,cutoff,zero_count,cutoff_ties
outer,calibrated,E_internal_20261001,all_time,10309,1478,0.01835435904094324,0.013072404027495557,0.005281955013447683,0.1301572695474465,0.989851150202977,0.06092175291586457,1463,538,0.005379289702302485,0,0
outer,calibrated,E_internal_20261002,onset,8981,289,0.0135064685190048,0.010679312123543278,0.0028271563954615224,0.02352516720114337,0.9619377162629758,0.04072710538426139,278,354,0.01019745475838524,0,0
outer,calibrated,E_internal_20261002,all_time,10309,1478,0.02019583431058534,0.015429043159383413,0.004766791151201934,0.11842785890489622,0.9905277401894452,0.05265541841241082,1464,465,0.01019745475838524,0,0
outer,calibrated,E_internal_20261003,onset,8981,289,0.012647135549079692,0.009556326302363005,0.003090809246716685,0.025944591795747828,0.9792387543252595,0.051081454210768526,283,444,0.01577880988385608,0,0
outer,calibrated,E_internal_20261003,all_time,10309,1478,0.01851370522656365,0.013594459330089181,0.004919245896474468,0.12682510945859918,0.9939106901217862,0.06239383988223304,1469,551,0.01577880988385608,0,0
outer,calibrated,D_rewire_20261004_20261001,onset,8981,289,0.012870663290611092,0.009985310086175581,0.0028853532044355113,0.02443803071741507,0.9757785467128027,0.05994017487344685,282,521,1.368934040662616e-06,0,8178
outer,calibrated,D_rewire_20261004_20261001,all_time,10309,1478,0.018680075624486894,0.013480217431408969,0.005199858193077924,0.12768843689947096,0.993234100135318,0.07145283659834674,1468,631,1.368934040662616e-06,0,8210
outer,calibrated,D_rewire_20261004_20261002,onset,8981,289,0.013434590297739125,0.010629686190912488,0.0028049041068266374,0.02358846380187597,0.9619377162629758,0.038656235618959964,278,336,0.011078657056101643,0,0
outer,calibrated,D_rewire_20261004_20261002,all_time,10309,1478,0.020246660037173313,0.015528570347908024,0.004718089689265292,0.118075332289248,0.9905277401894452,0.05050390669233382,1464,446,0.011078657056101643,0,0
outer,calibrated,D_rewire_20261004_20261003,onset,8981,289,0.012685010206493383,0.009587650881136995,0.0030973593253563873,0.026266818240832806,0.9826989619377162,0.04521398987574781,284,393,0.020214474536340597,0,0
outer,calibrated,D_rewire_20261004_20261003,all_time,10309,1478,0.018514654062108518,0.013547015019347427,0.004967639042761089,0.12654771526377692,0.9945872801082544,0.05661872947571057,1470,500,0.020214474536340597,0,0
outer,calibrated,D_rewire_20261005_20261001,onset,8981,289,0.012920401577128784,0.009995164800847315,0.0029252367762814726,0.02468493464357004,0.972318339100346,0.049585826046939716,281,431,0.005764911605163191,0,0
outer,calibrated,D_rewire_20261005_20261001,all_time,10309,1478,0.018492398041126543,0.01324654213433977,0.005245855906786769,0.1287617877901578,0.9925575101488497,0.06137470275167025,1467,542,0.005764911605163191,0,0
outer,calibrated,D_rewire_20261005_20261002,onset,8981,289,0.013413075306568222,0.010557849505982195,0.002855225800586028,0.02378996553636574,0.9619377162629758,0.039116428900138056,278,340,0.011341485649655482,0,0
outer,calibrated,D_rewire_20261005_20261002,all_time,10309,1478,0.020007831850411266,0.015204098818364747,0.004803733032046518,0.11904509686803844,0.9905277401894452,0.05107009398709093,1464,451,0.011341485649655482,0,0
outer,calibrated,D_rewire_20261005_20261003,onset,8981,289,0.01326427588776766,0.010252779222798096,0.0030114966649695653,0.025610446813124795,0.9619377162629758,0.03405430280717901,278,296,0.023528240755963364,0,0
outer,calibrated,D_rewire_20261005_20261003,all_time,10309,1478,0.018667345329830984,0.013651259450152706,0.0050160858796782825,0.12531072145258162,0.9905277401894452,0.045974408334276975,1464,406,0.023528240755963364,0,0
outer,calibrated,E_self_20261001,onset,8981,289,0.013004235215598339,0.010031706570145507,0.002972528645452831,0.024586443941498067,0.9653979238754326,0.042682926829268296,279,371,0.009561331478551113,0,0
outer,calibrated,E_self_20261001,all_time,10309,1478,0.018245995854406543,0.012910777338133835,0.00533521851627271,0.12949299044039173,0.9912043301759134,0.05446721775563356,1465,481,0.009561331478551113,0,0
outer,calibrated,E_self_20261002,onset,8981,289,0.013526177414978498,0.010679924426029642,0.0028462529889488556,0.023708637604610276,0.9550173010380623,0.0393465255407271,276,342,0.010625994716629462,0,0
outer,calibrated,E_self_20261002,all_time,10309,1478,0.020045580568583687,0.015229979971090546,0.004815600597493143,0.11902681589630565,0.9891745602165088,0.051296568904993775,1462,453,0.010625994716629462,0,0
outer,calibrated,E_self_20261003,onset,8981,289,0.014005322890524353,0.01111327973346509,0.002892043157059267,0.022878384509842507,0.9653979238754326,0.04038196042337782,279,351,0.005789074225677761,0,0
outer,calibrated,E_self_20261003,all_time,10309,1478,0.020024428574894573,0.014894324458793885,0.005130104116100688,0.11958249802147097,0.993234100135318,0.053448080625070775,1468,472,0.005789074225677761,0,0
outer,calibrated,E_rewire_20261004_20261001,onset,8981,289,0.012041404290816116,0.008833280247815803,0.0032081240430003113,0.02686116934846455,0.9757785467128027,0.05246203405430281,282,456,0.014994790182045675,0,0
outer,calibrated,E_rewire_20261004_20261001,all_time,10309,1478,0.01832271247613435,0.013237323235957858,0.005085389240176492,0.12840696450969302,0.9905277401894452,0.06352621447174725,1464,561,0.014994790182045675,0,0
outer,calibrated,E_rewire_20261004_20261002,onset,8981,289,0.013522599950068114,0.010666117389372919,0.002856482560695197,0.023752524364794886,0.9515570934256056,0.03923147722043258,275,341,0.011749241296915002,0,0
outer,calibrated,E_rewire_20261004_20261002,all_time,10309,1478,0.02003778631595221,0.015208406905690702,0.004829379410261511,0.11910083076650671,0.9884979702300406,0.05118333144604235,1461,452,0.011749241296915002,0,0
outer,calibrated,E_rewire_20261004_20261003,onset,8981,289,0.012672539301476894,0.009629056970063912,0.0030434823314129827,0.02598713112808524,0.9792387543252595,0.03819604233778187,283,332,0.021562143590918518,0,0
outer,calibrated,E_rewire_20261004_20261003,all_time,10309,1478,0.018379456636533942,0.013494111578298438,0.004885345058235502,0.12769498462052542,0.9939106901217862,0.04959800702072246,1469,438,0.021562143590918518,0,0
outer,calibrated,E_rewire_20261005_20261001,onset,8981,289,0.01355882514378727,0.010734009031188844,0.0028248161125984275,0.02416238100175016,0.9342560553633218,0.03681546249424758,270,320,0.0092891657720831,0,0
outer,calibrated,E_rewire_20261005_20261001,all_time,10309,1478,0.01872985269618862,0.01332031578805579,0.005409536908132826,0.1296494829346104,0.986468200270636,0.05016419431547956,1458,443,0.0092891657720831,0,0
outer,calibrated,E_rewire_20261005_20261002,onset,8981,289,0.013529273906823203,0.010681618314279549,0.002847655592543653,0.023712806212399226,0.9515570934256056,0.039001380579843536,275,339,0.011450205375895991,0,0
outer,calibrated,E_rewire_20261005_20261002,all_time,10309,1478,0.020167757058075716,0.01536344242311874,0.0048043146349569755,0.11864613558082147,0.9884979702300406,0.050956856528139506,1461,450,0.011450205375895991,0,0
outer,calibrated,E_rewire_20261005_20261003,onset,8981,289,0.012725530822090377,0.009720773920726495,0.003004756901363885,0.025545586356892185,0.9792387543252595,0.03842613897837092,283,334,0.018499328002023998,0,0
outer,calibrated,E_rewire_20261005_20261003,all_time,10309,1478,0.01876149353000409,0.013944266416608462,0.004817227113395627,0.12606391513906304,0.9939106901217862,0.0498244819386253,1469,440,0.018499328002023998,0,0
rolling1,raw,A_G,onset,962,42,0.014901252522221017,0.007621144092546349,0.007280108429674669,0.04724075413198003,1.0,0.12717391304347825,42,117,0.004510566061253218,0,0
rolling1,raw,A_G,all_time,1099,158,0.021077545979295266,0.007141949861181561,0.01393559611811371,0.1531731605305677,1.0,0.14665249734325186,158,138,0.004510566061253218,0,0
rolling1,raw,R_union,onset,962,42,0.014184657054858678,0.0045056281533908315,0.009679028901467842,0.056626283257705586,1.0,0.11956521739130435,42,110,0.005789146732173859,0,0
rolling1,raw,R_union,all_time,1099,158,0.022088434422354183,0.00433895757375837,0.017749476848595812,0.16442419314349704,1.0,0.1392136025504782,158,131,0.005789146732173859,0,0
rolling1,raw,A_mono,onset,962,42,0.015303199221438201,0.007283977375281005,0.0080192218461572,0.05102136291947786,1.0,0.12717391304347825,42,117,0.012941079641309918,0,0
rolling1,raw,A_mono,all_time,1099,158,0.021600538281957366,0.0072246832841611364,0.01437585499779623,0.15413463818677742,1.0,0.14665249734325186,158,138,0.012941079641309918,0,0
rolling1,raw,B_20261001,onset,962,42,0.015264503891394415,0.005625718971149133,0.009638784920245284,0.05590340124354136,0.9761904761904762,0.06956521739130435,41,64,0.07100673310912439,715,0
rolling1,raw,B_20261001,all_time,1099,158,0.02321791567906427,0.005110429806696277,0.018107485872367993,0.16583355709246603,0.9936708860759493,0.09032943676939426,157,85,0.07100673310912439,715,0
rolling1,raw,B_20261002,onset,962,42,0.015782957852292757,0.005767319156847561,0.010015638695445197,0.05661197978599782,0.9523809523809523,0.06304347826086956,40,58,0.094327904251039,765,0
rolling1,raw,B_20261002,all_time,1099,158,0.02366078757785959,0.005154620370570239,0.01850616720728935,0.16696591809519687,0.9873417721518988,0.08395324123273114,156,79,0.094327904251039,765,0
rolling1,raw,B_20261003,onset,962,42,0.014397724710773883,0.007617516717534269,0.006780207993239614,0.04703644770419692,0.9523809523809523,0.05543478260869565,40,51,0.07231868531804896,754,0
rolling1,raw,B_20261003,all_time,1099,158,0.0207365622134951,0.00738696201654464,0.013349600196950459,0.15296679168895153,0.9873417721518988,0.07545164718384698,156,71,0.07231868531804896,754,0
rolling1,raw,K_20261001,onset,962,42,0.015151381907491903,0.00684960693302297,0.008301774974468934,0.05152691481649699,0.9523809523809523,0.0641304347826087,40,59,0.06647725132769158,734,0
rolling1,raw,K_20261001,all_time,1099,158,0.023039817512402208,0.006284022996692697,0.016755794515709507,0.16137844092460912,0.9873417721518988,0.08501594048884166,156,80,0.06647725132769158,734,0
rolling1,raw,K_20261002,onset,962,42,0.014021115971253698,0.00548096543323873,0.008540150538014967,0.0545780847689844,1.0,0.05217391304347826,42,48,0.10792904809978178,722,0
rolling1,raw,K_20261002,all_time,1099,158,0.02005970888408973,0.0051885490244172735,0.014871159859672453,0.16140497718341942,1.0,0.07332624867162593,158,69,0.10792904809978178,722,0
rolling1,raw,K_20261003,onset,962,42,0.013604859844602349,0.008253357795663642,0.005351502048938707,0.04204381120910819,0.9523809523809523,0.042391304347826085,40,39,0.0618758044449264,787,0
rolling1,raw,K_20261003,all_time,1099,158,0.01995352404144275,0.008351818629302336,0.011601705412140412,0.14667732850752876,0.9873417721518988,0.06269925611052073,156,59,0.0618758044449264,787,0
rolling1,raw,C_20261001,onset,962,42,0.013401180642452628,0.006283802072198835,0.007117378570253793,0.050230048873387854,1.0,0.05326086956521739,42,49,0.08356961960168435,699,0
rolling1,raw,C_20261001,all_time,1099,158,0.018790831570253616,0.006172845973437908,0.01261798559681571,0.15428525053367304,1.0,0.07438894792773645,158,70,0.08356961960168435,699,0
rolling1,raw,C_20261002,onset,962,42,0.013523080989207901,0.005722835206088521,0.007800245783119379,0.052613966375170976,1.0,0.04673913043478261,42,43,0.104388351808167,758,0
rolling1,raw,C_20261002,all_time,1099,158,0.019262515207653482,0.005440987258048451,0.01382152794960503,0.1587073315930968,1.0,0.06801275239107332,158,64,0.104388351808167,758,0
rolling1,raw,C_20261003,onset,962,42,0.013603721635159374,0.007515689697985101,0.006088031937174272,0.04532266666426093,0.9761904761904762,0.04891304347826087,41,45,0.06076276592137464,643,0
rolling1,raw,C_20261003,all_time,1099,158,0.0197775643114924,0.0076497164609950095,0.012127847850497395,0.14905784081194803,0.9936708860759493,0.07013815090329437,157,66,0.06076276592137464,643,0
rolling1,raw,D_20261001,onset,962,42,0.013373371603276603,0.006033486716274652,0.00733988488700195,0.05101156730057384,1.0,0.05543478260869565,42,51,0.08548287137721332,738,0
rolling1,raw,D_20261001,all_time,1099,158,0.018795244115608067,0.005980162996355395,0.01281508111925267,0.15489889595946385,1.0,0.0765143464399575,158,72,0.08548287137721332,738,0
rolling1,raw,D_20261002,onset,962,42,0.013822825294051235,0.005350631654128271,0.008472193639922963,0.054539762986596456,1.0,0.04673913043478261,42,43,0.11380815471505798,793,0
rolling1,raw,D_20261002,all_time,1099,158,0.019795153773452118,0.005004108912653143,0.014791044860798972,0.16163185836320712,1.0,0.06801275239107332,158,64,0.11380815471505798,793,0
rolling1,raw,D_20261003,onset,962,42,0.01377972656375642,0.008336425442850723,0.005443301120905701,0.041652727230663156,0.9523809523809523,0.04782608695652174,40,44,0.034072994372027536,839,0
rolling1,raw,D_20261003,all_time,1099,158,0.019768641794252226,0.008821202458875438,0.010947439335376787,0.14367466259415065,0.9873417721518988,0.06801275239107332,156,64,0.034072994372027536,839,0
rolling1,raw,M_20261001,onset,962,42,0.01669757166920996,0.004999112040461041,0.01169845962874892,0.06273179666655056,1.0,0.09239130434782608,42,85,0.07680164583624233,708,0
rolling1,raw,M_20261001,all_time,1099,158,0.025757336190475807,0.00444995637484588,0.021307379815629926,0.1737014198456952,1.0,0.1126461211477152,158,106,0.07680164583624233,708,0
rolling1,raw,M_20261002,onset,962,42,0.015174004973395076,0.00750786249349054,0.007666142479904537,0.04881491101588564,0.9523809523809523,0.06521739130434782,40,60,0.03742044367580381,791,0
rolling1,raw,M_20261002,all_time,1099,158,0.02318173677947981,0.007173283034341831,0.016008453745137978,0.15770351654280887,0.9873417721518988,0.08501594048884166,156,80,0.03742044367580381,791,0
rolling1,raw,M_20261003,onset,962,42,0.013628396435612755,0.009054982854410858,0.004573413581201897,0.03934081667458212,0.9523809523809523,0.03695652173913044,40,34,0.03940831171425656,735,0
rolling1,raw,M_20261003,all_time,1099,158,0.019680693031835117,0.010186765698539206,0.00949392733329591,0.13813632504361223,0.9873417721518988,0.057385759829968117,156,54,0.03940831171425656,736,0
rolling1,raw,S_20261001,onset,962,42,0.013376426962148925,0.005810064197083326,0.007566362765065603,0.0520623509515332,1.0,0.05652173913043478,42,52,0.08400275977427221,729,0
rolling1,raw,S_20261001,all_time,1099,158,0.01886758889991694,0.005664079474909186,0.013203509425007755,0.15657456767975744,1.0,0.077577045696068,158,73,0.08400275977427221,729,0
rolling1,raw,S_20261002,onset,962,42,0.014016883352971445,0.0078876642602385,0.006129219092732944,0.04607810632203306,0.9523809523809523,0.05543478260869565,40,51,0.047868619830492246,642,0
rolling1,raw,S_20261002,all_time,1099,158,0.021036477487081,0.007794416898052417,0.01324206058902858,0.152843097915618,0.9873417721518988,0.07545164718384698,156,71,0.047868619830492246,643,0
rolling1,raw,S_20261003,onset,962,42,0.013463423038893526,0.008334462693676164,0.005128960345217362,0.04102833660902933,0.9523809523809523,0.042391304347826085,40,39,0.04823840328134837,847,0
rolling1,raw,S_20261003,all_time,1099,158,0.01931552245010935,0.009019224594035272,0.010296297856074079,0.14191434357943927,0.9873417721518988,0.06269925611052073,156,59,0.04823840328134837,847,0
rolling1,raw,E_20261001,onset,962,42,0.016893755116986767,0.0049433409330134825,0.011950414183973282,0.06383511470428678,1.0,0.08695652173913043,42,80,0.08795675181426348,664,0
rolling1,raw,E_20261001,all_time,1099,158,0.025600791777630406,0.0043943983242925285,0.021206393453337878,0.17434914979399221,1.0,0.1073326248671626,158,101,0.08795675181426348,664,0
rolling1,raw,E_20261002,onset,962,42,0.015257637516150006,0.007154186121728357,0.008103451394421647,0.050356455557536164,0.9523809523809523,0.06847826086956521,40,63,0.05012271478043359,785,0
rolling1,raw,E_20261002,all_time,1099,158,0.023057951527835137,0.0068453489420078895,0.01621260258582725,0.15901268954246714,0.9873417721518988,0.08820403825717323,156,83,0.05012271478043359,785,0
rolling1,raw,E_20261003,onset,962,42,0.01379815201685358,0.008381160319687138,0.005416991697166441,0.04347717360738828,0.9523809523809523,0.04891304347826087,40,45,0.04605505916734109,681,0
rolling1,raw,E_20261003,all_time,1099,158,0.01977532842799695,0.00892126068336563,0.010854067744631317,0.14502506905158538,0.9873417721518988,0.06907545164718384,156,65,0.04605505916734109,681,0
rolling1,raw,F_20261001,onset,962,42,0.016383193084924863,0.0053344250661405196,0.011048768018784344,0.0606830970501215,1.0,0.08369565217391305,42,77,0.08891215369140311,665,0
rolling1,raw,F_20261001,all_time,1099,158,0.025545850873596246,0.004733195638107157,0.020812655235489086,0.17193530148916156,1.0,0.10414452709883103,158,98,0.08891215369140311,665,0
rolling1,raw,F_20261002,onset,962,42,0.016650467676610357,0.0064487413224227,0.010201726354187656,0.05524394339052424,0.9523809523809523,0.06847826086956521,40,63,0.07186323984835895,778,0
rolling1,raw,F_20261002,all_time,1099,158,0.02563074760947853,0.006048671199393848,0.019582076410084682,0.1652082594862625,0.9873417721518988,0.08820403825717323,156,83,0.07186323984835895,778,0
rolling1,raw,F_20261003,onset,962,42,0.013718017516699077,0.008839262842179441,0.004878754674519635,0.0396864683893317,0.9523809523809523,0.051086956521739134,40,47,0.02421483816655949,859,0
rolling1,raw,F_20261003,all_time,1099,158,0.01945699532140191,0.0097226311554214,0.009734364165980511,0.1393863171899587,0.9873417721518988,0.07120085015940489,156,67,0.02421483816655949,859,0
rolling1,raw,E_internal_20261001,onset,962,42,0.014828157392650608,0.0056689261935907315,0.009159231199059877,0.05589003935562575,1.0,0.0782608695652174,42,72,0.07243562325213702,730,0
rolling1,raw,E_internal_20261001,all_time,1099,158,0.022294056553800026,0.005355649631173716,0.01693840692262631,0.16425059951845178,1.0,0.09883103081827843,158,93,0.07243562325213702,730,0
rolling1,raw,E_internal_20261002,onset,962,42,0.013705442676818275,0.005593024592317361,0.008112418084500911,0.05362928489630027,1.0,0.04891304347826087,42,45,0.1075030325290993,707,0
rolling1,raw,E_internal_20261002,all_time,1099,158,0.01928387734810948,0.005388415218520149,0.013895462129589328,0.15917975107513585,1.0,0.07013815090329437,158,66,0.1075030325290993,707,0
rolling1,raw,E_internal_20261003,onset,962,42,0.013785192642207891,0.00864568368717231,0.005139508955035581,0.04152844713909652,0.9523809523809523,0.042391304347826085,40,39,0.05685481138400702,754,0
rolling1,raw,E_internal_20261003,all_time,1099,158,0.019660103197336302,0.009533881003891355,0.010126222193444947,0.1412118140916805,0.9873417721518988,0.061636556854410204,156,58,0.05685481138400702,754,0
rolling1,calibrated,A_G,onset,962,42,0.017157436340725817,0.00611519576456843,0.01104224057615739,0.06437603011644168,1.0,0.12717391304347825,42,117,0.04327714548534993,0,0
rolling1,calibrated,A_G,all_time,1099,158,0.02413916753391998,0.0065999578022093,0.01753920973171068,0.164085926667796,1.0,0.14665249734325186,158,138,0.04327714548534993,0,0
rolling1,calibrated,R_union,onset,962,42,0.01796163533366606,0.0032133729377622315,0.014748262395903829,0.06924512725932437,1.0,0.11956521739130435,42,110,0.027801580191680202,0,0
rolling1,calibrated,R_union,all_time,1099,158,0.02629495230850485,0.003171824073120164,0.023123128235384687,0.17582390211332868,1.0,0.1392136025504782,158,131,0.027801580191680202,0,0
rolling1,calibrated,A_mono,onset,962,42,0.017241630554385625,0.006065496466196411,0.01117613408818921,0.06489045168457638,1.0,0.12717391304347825,42,117,0.044342140037165495,0,0
rolling1,calibrated,A_mono,all_time,1099,158,0.02424693653845454,0.006551430258754305,0.017695506279700235,0.16458017338024267,1.0,0.14665249734325186,158,138,0.044342140037165495,0,0
rolling1,calibrated,B_20261001,onset,962,42,0.016625657338985023,0.004703972174020904,0.011921685164964118,0.060694154494682774,0.9761904761904762,0.06956521739130435,41,64,0.08819664774763943,0,0
rolling1,calibrated,B_20261001,all_time,1099,158,0.02542629649275372,0.004215226898325747,0.021211069594427975,0.1713602142868949,0.9936708860759493,0.09032943676939426,157,85,0.08819664774763943,0,0
rolling1,calibrated,B_20261002,onset,962,42,0.01670135621992254,0.0052265363870253835,0.011474819832897156,0.05893686253137613,0.9523809523809523,0.06304347826086956,40,58,0.09454567055098784,0,0
rolling1,calibrated,B_20261002,all_time,1099,158,0.025309166307108687,0.004627564217165633,0.020681602089943053,0.1700082278070098,0.9873417721518988,0.08395324123273114,156,79,0.09454567055098784,0,0
rolling1,calibrated,B_20261003,onset,962,42,0.015021963587329577,0.006419418880448276,0.0086025447068813,0.05206271183804115,0.9523809523809523,0.05543478260869565,40,51,0.09924035899098924,0,0
rolling1,calibrated,B_20261003,all_time,1099,158,0.02204289608837049,0.006090848950178998,0.015952047138191497,0.15919030755412814,0.9873417721518988,0.07545164718384698,156,71,0.09924035899098924,0,0
rolling1,calibrated,K_20261001,onset,962,42,0.016237814539232655,0.005986298197137502,0.010251516342095156,0.056145537517831294,0.9523809523809523,0.0641304347826087,40,59,0.09051202062607254,0,0
rolling1,calibrated,K_20261001,all_time,1099,158,0.02473113118516384,0.005436909923132502,0.019294221262031338,0.16649424146584887,0.9873417721518988,0.08501594048884166,156,80,0.09051202062607254,0,0
rolling1,calibrated,K_20261002,onset,962,42,0.014698903917277807,0.004778587236673194,0.009920316680604613,0.05735399785750244,1.0,0.05217391304347826,42,48,0.11580726809816876,0,0
rolling1,calibrated,K_20261002,all_time,1099,158,0.02146163453730055,0.004395375179203864,0.017066259358096688,0.16548362664840613,1.0,0.07332624867162593,158,69,0.11580726809816876,0,0
rolling1,calibrated,K_20261003,onset,962,42,0.014039657982492217,0.006725106517161235,0.0073145514653309845,0.047126448812459094,0.9523809523809523,0.042391304347826085,40,39,0.0904102038766053,0,0
rolling1,calibrated,K_20261003,all_time,1099,158,0.021092231752626114,0.006548563823160434,0.014543667929465678,0.15371358076796976,0.9873417721518988,0.06269925611052073,156,59,0.0904102038766053,0,0
rolling1,calibrated,C_20261001,onset,962,42,0.014172176849923843,0.0050029062073655515,0.009169270642558291,0.055862990583436946,1.0,0.05326086956521739,42,49,0.11277640766839586,0,0
rolling1,calibrated,C_20261001,all_time,1099,158,0.020494288348373444,0.004749028543573622,0.01574525980479983,0.16188951046007932,1.0,0.07438894792773645,158,70,0.11277640766839586,0,0
rolling1,calibrated,C_20261002,onset,962,42,0.014232125021863055,0.004812040415810543,0.009420084606052512,0.05653108172111586,1.0,0.04673913043478261,42,43,0.12318519967767444,0,0
rolling1,calibrated,C_20261002,all_time,1099,158,0.020827357087323042,0.004442504393494142,0.016384852693828902,0.1641627589096429,1.0,0.06801275239107332,158,64,0.12318519967767444,0,0
rolling1,calibrated,C_20261003,onset,962,42,0.014310240800547495,0.005809778922647601,0.008500461877899892,0.052883706405047415,0.9761904761904762,0.04891304347826087,41,45,0.10551648263389321,0,0
rolling1,calibrated,C_20261003,all_time,1099,158,0.02137402516396875,0.005777300186300345,0.015596724977668407,0.15821227369189608,0.9936708860759493,0.07013815090329437,157,66,0.10551648263389321,0,0
rolling1,calibrated,D_20261001,onset,962,42,0.014112507284823331,0.004833791473305541,0.00927871581151779,0.056322206961487646,1.0,0.05543478260869565,42,51,0.11228605551942508,0,0
rolling1,calibrated,D_20261001,all_time,1099,158,0.020384703143673546,0.004623788170118804,0.01576091497355474,0.16212470625402403,1.0,0.0765143464399575,158,72,0.11228605551942508,0,0
rolling1,calibrated,D_20261002,onset,962,42,0.014465454631962364,0.004659041475968147,0.009806413155994217,0.05717855234489716,1.0,0.04673913043478261,42,43,0.119500940742686,0,0
rolling1,calibrated,D_20261002,all_time,1099,158,0.02126007866728778,0.00423339742318438,0.0170266812441034,0.1656830579829806,1.0,0.06801275239107332,158,64,0.119500940742686,0,0
rolling1,calibrated,D_20261003,onset,962,42,0.014385732999042852,0.006423256060103376,0.007962476938939474,0.04847084950633114,0.9523809523809523,0.04782608695652174,40,44,0.07740938272387235,0,0
rolling1,calibrated,D_20261003,all_time,1099,158,0.021200625454135827,0.006675188256083806,0.014525437198052021,0.15221162431560278,0.9873417721518988,0.06801275239107332,156,64,0.07740938272387235,0,0
rolling1,calibrated,M_20261001,onset,962,42,0.01836620436669732,0.0042124892683427185,0.014153715098354598,0.06722897168803667,1.0,0.09239130434782608,42,85,0.08525894334392654,0,0
rolling1,calibrated,M_20261001,all_time,1099,158,0.028301861362500316,0.0037225140642992882,0.024579347298201024,0.17872299531338465,1.0,0.1126461211477152,158,106,0.08525894334392654,0,0
rolling1,calibrated,M_20261002,onset,962,42,0.016658089107268053,0.006275382541155041,0.010382706566113009,0.055284692147840556,0.9523809523809523,0.06521739130434782,40,60,0.06439572426860403,0,0
rolling1,calibrated,M_20261002,all_time,1099,158,0.025334120784639858,0.005859922481964533,0.019474198302675324,0.16498244504944712,0.9873417721518988,0.08501594048884166,156,80,0.06439572426860403,0,0
rolling1,calibrated,M_20261003,onset,962,42,0.013828563632193647,0.0070540823090239745,0.006774481323169672,0.046602850456880965,0.9523809523809523,0.03695652173913044,40,34,0.08377485846727752,0,0
rolling1,calibrated,M_20261003,all_time,1099,158,0.020501288669230483,0.00764941093732832,0.012851877731902158,0.14789821989661198,0.9873417721518988,0.057385759829968117,156,54,0.08377485846727752,0,0
rolling1,calibrated,S_20261001,onset,962,42,0.014218062637536914,0.004665256805684796,0.009552805831852116,0.05733530465891864,1.0,0.05652173913043478,42,52,0.1094021423836177,0,0
rolling1,calibrated,S_20261001,all_time,1099,158,0.02059549334962617,0.004403235031518644,0.016192258318107527,0.1636402694406409,1.0,0.077577045696068,158,73,0.1094021423836177,0,0
rolling1,calibrated,S_20261002,onset,962,42,0.01503177606060199,0.006422957268187451,0.008608818792414543,0.053461372493660515,0.9523809523809523,0.05543478260869565,40,51,0.08019262522554496,0,0
rolling1,calibrated,S_20261002,all_time,1099,158,0.022909879566728665,0.006121389018574027,0.01678849054815464,0.16163274441569053,0.9873417721518988,0.07545164718384698,156,71,0.08019262522554496,0,0
rolling1,calibrated,S_20261003,onset,962,42,0.013746946099723744,0.006480764287267842,0.007266181812455901,0.04705147128960965,0.9523809523809523,0.042391304347826085,40,39,0.08820534163718141,0,0
rolling1,calibrated,S_20261003,all_time,1099,158,0.020296205476418694,0.0067749624236371955,0.013521243052781497,0.15025567994232858,0.9873417721518988,0.06269925611052073,156,59,0.08820534163718141,0,0
rolling1,calibrated,E_20261001,onset,962,42,0.01814281816179864,0.004308701062001736,0.013834117099796903,0.06682905830971571,1.0,0.08695652173913043,42,80,0.08978218637737136,0,0
rolling1,calibrated,E_20261001,all_time,1099,158,0.027664758805929383,0.003801861961878638,0.023862896844050744,0.17798393529261206,1.0,0.1073326248671626,158,101,0.08978218637737136,0,0
rolling1,calibrated,E_20261002,onset,962,42,0.016559361644838722,0.00606042943516916,0.010498932209669565,0.0559559344486205,0.9523809523809523,0.06847826086956521,40,63,0.07279632077337547,0,0
rolling1,calibrated,E_20261002,all_time,1099,158,0.025075002312190613,0.005653102317659258,0.019421899994531353,0.16553465731920738,0.9873417721518988,0.08820403825717323,156,83,0.07279632077337547,0,0
rolling1,calibrated,E_20261003,onset,962,42,0.01425779731386758,0.006690103355180769,0.007567693958686809,0.050542896779488714,0.9523809523809523,0.04891304347826087,40,45,0.07565381406876992,0,0
rolling1,calibrated,E_20261003,all_time,1099,158,0.020905155182297925,0.006800632296374281,0.014104522885923645,0.15442773962929052,0.9873417721518988,0.06907545164718384,156,65,0.07565381406876992,0,0
rolling1,calibrated,F_20261001,onset,962,42,0.017903629242108757,0.004461251806290495,0.013442377435818262,0.0653105349419729,1.0,0.08369565217391305,42,77,0.1023747879657047,0,0
rolling1,calibrated,F_20261001,all_time,1099,158,0.027932387659859278,0.0039348722878429065,0.023997515372016373,0.1770540739045025,1.0,0.10414452709883103,158,98,0.1023747879657047,0,0
rolling1,calibrated,F_20261002,onset,962,42,0.017961272179490863,0.005705941438589518,0.012255330740901342,0.05908683893315561,0.9523809523809523,0.06847826086956521,40,63,0.0819510965607956,0,0
rolling1,calibrated,F_20261002,all_time,1099,158,0.02743179537147834,0.005230316583951533,0.022201478787526804,0.16974759288148256,0.9873417721518988,0.08820403825717323,156,83,0.0819510965607956,0,0
rolling1,calibrated,F_20261003,onset,962,42,0.014392690088466002,0.006638359701476118,0.007754330386989881,0.04751911010083609,0.9523809523809523,0.051086956521739134,40,47,0.07817025447851954,0,0
