population,calibration,model,endpoint,n,positives,brier,event_contribution,nonevent_contribution,mean_probability,recall,fpr,tp,fp,cutoff,zero_count,cutoff_ties
outer,raw,M_20261001,onset,8981,289,0.013939801430617849,0.009671551358036006,0.004268250072581844,0.026215355398693088,0.9411764705882353,0.029682466635987115,272,258,0.0,8451,8451
outer,raw,M_20261001,all_time,10309,1478,0.01846787064437413,0.010700382379642699,0.007767488264731434,0.1336037597759112,0.9884979702300406,0.04325670931944287,1461,382,0.0,8466,8466
outer,raw,M_20261002,onset,8981,289,0.012951329278758495,0.008908787725580574,0.004042541553177919,0.02745869661346658,0.9619377162629758,0.038656235618959964,278,336,0.01670026858994808,7526,0
outer,raw,M_20261002,all_time,10309,1478,0.017867209397957065,0.010968917996910453,0.0068982914010466126,0.13098005346849742,0.9905277401894452,0.050617144151285244,1464,447,0.01670026858994808,7556,0
outer,raw,M_20261003,onset,8981,289,0.012627452140426645,0.008199367547502077,0.004428084592924569,0.030659613549971827,0.972318339100346,0.038656235618959964,281,336,0.0323320687850273,6790,0
outer,raw,M_20261003,all_time,10309,1478,0.01710583768854749,0.009587922779684618,0.007517914908862871,0.13813485989651725,0.9925575101488497,0.05050390669233382,1467,446,0.0323320687850273,6818,0
outer,raw,S_20261001,onset,8981,289,0.013948985172138021,0.009608604334819516,0.004340380837318506,0.026459415525840066,0.9446366782006921,0.030947998159226876,273,269,0.0,8439,8439
outer,raw,S_20261001,all_time,10309,1478,0.01842194509468584,0.010496875168408644,0.007925069926277195,0.13472599228628,0.9891745602165088,0.04484203374476277,1462,396,0.0,8451,8451
outer,raw,S_20261002,onset,8981,289,0.012970816086957639,0.008877576960580441,0.004093239126377197,0.027540563919307037,0.9619377162629758,0.040151863782788774,278,349,0.016371031339384733,7546,0
outer,raw,S_20261002,all_time,10309,1478,0.017803557346933372,0.010757693465178539,0.007045863881754835,0.13186190139475343,0.9905277401894452,0.05208923111765372,1464,460,0.016371031339384733,7575,0
outer,raw,S_20261003,onset,8981,289,0.012331565455436958,0.007772281491156103,0.004559283964280856,0.030666277784737517,0.986159169550173,0.043373216751035434,285,377,0.028534570754575564,7357,0
outer,raw,S_20261003,all_time,10309,1478,0.016781221886223795,0.009182294408556384,0.007598927477667409,0.1393802692908677,0.9952638700947226,0.05514664250934209,1471,487,0.028534570754575564,7385,0
outer,raw,E_20261001,onset,8981,289,0.011753774631119752,0.007653317135431151,0.004100457495688602,0.02976305671526622,0.9757785467128027,0.07017947537965946,282,610,0.014428724611049826,7819,0
outer,raw,E_20261001,all_time,10309,1478,0.01749655779712059,0.011115468430260712,0.006381089366859876,0.13311258217586602,0.989851150202977,0.08085154569131468,1463,714,0.014428724611049826,7858,0
outer,raw,E_20261002,onset,8981,289,0.013024105610225602,0.009007303751910108,0.004016801858315493,0.027327406168519284,0.9550173010380623,0.039576622181316155,276,344,0.01614907129301922,7348,0
outer,raw,E_20261002,all_time,10309,1478,0.017981026430166403,0.011077066111348899,0.0069039603188175026,0.1306725674530566,0.9891745602165088,0.051523043822896616,1462,455,0.01614907129301922,7378,0
outer,raw,E_20261003,onset,8981,289,0.012069511608951752,0.007532382398173826,0.004537129210777926,0.03108557726844148,0.9792387543252595,0.049585826046939716,283,431,0.031393953908959896,7533,0
outer,raw,E_20261003,all_time,10309,1478,0.016811716837284503,0.009522380201630572,0.007289336635653928,0.13774586413797243,0.9939106901217862,0.06092175291586457,1469,538,0.031393953908959896,7566,0
outer,raw,F_20261001,onset,8981,289,0.012503705226637367,0.008213759661038182,0.004289945565599188,0.028521332783405778,0.9792387543252595,0.04878048780487805,283,424,0.011331193841032622,8097,0
outer,raw,F_20261001,all_time,10309,1478,0.017344161067177847,0.00977290641908803,0.007571254648089817,0.13791419466981517,0.9939106901217862,0.060355565621107464,1469,533,0.011331193841032622,8128,0
outer,raw,F_20261002,onset,8981,289,0.011580672654739024,0.007397825919588266,0.004182846735150758,0.0297129686407313,0.972318339100346,0.04578923147722043,281,398,0.01992228845979027,8063,0
outer,raw,F_20261002,all_time,10309,1478,0.016690978415425693,0.009809347897955118,0.006881630517470576,0.135572305726188,0.9918809201623816,0.05718491677046767,1466,505,0.01992228845979027,8098,0
outer,raw,F_20261003,onset,8981,289,0.012347622890102541,0.007916395630188361,0.00443122725991418,0.029724848445357863,0.972318339100346,0.0354348826507133,281,308,0.03099037915674889,7728,0
outer,raw,F_20261003,all_time,10309,1478,0.016971820633433606,0.009634095008482215,0.007337725624951391,0.1376217008086021,0.9925575101488497,0.04699354546483977,1467,415,0.03099037915674889,7758,0
outer,raw,E_internal_20261001,onset,8981,289,0.013184880964381189,0.008779829644271975,0.004405051320109211,0.02803662005619591,0.9515570934256056,0.04820524620340543,275,419,0.003941792141273148,6389,0
outer,raw,E_internal_20261001,all_time,10309,1478,0.01769666078261111,0.009636476792757056,0.008060183989854055,0.13982279863860442,0.989851150202977,0.06092175291586457,1463,538,0.003941792141273148,6408,0
outer,raw,E_internal_20261002,onset,8981,289,0.013016977988979718,0.008979464458272865,0.004037513530706853,0.02726587096696036,0.9619377162629758,0.04072710538426139,278,354,0.01472187253606793,7606,0
outer,raw,E_internal_20261002,all_time,10309,1478,0.017960195471585283,0.011044218722168644,0.006915976749416638,0.13073258422549253,0.9905277401894452,0.05265541841241082,1464,465,0.01472187253606793,7636,0
outer,raw,E_internal_20261003,onset,8981,289,0.012057997622102525,0.007581806217077546,0.004476191405024976,0.03059843194090663,0.9792387543252595,0.051081454210768526,283,444,0.027019706864635024,7678,0
outer,raw,E_internal_20261003,all_time,10309,1478,0.016848271247302,0.009602400226529835,0.007245871020772166,0.13728333137721493,0.9939106901217862,0.06239383988223304,1469,551,0.027019706864635024,7712,0
outer,raw,D_rewire_20261004_20261001,onset,8981,289,0.012489731715561015,0.008424245182794988,0.004065486532766027,0.027722379803070078,0.9757785467128027,0.05994017487344685,282,521,0.0,8178,8178
outer,raw,D_rewire_20261004_20261001,all_time,10309,1478,0.01743381974877442,0.010194152811719877,0.007239666937054545,0.1360006425285764,0.993234100135318,0.07145283659834674,1468,631,0.0,8210,8210
outer,raw,D_rewire_20261004_20261002,onset,8981,289,0.012897575860639622,0.00889538021058372,0.004002195650055902,0.02740567489606104,0.9619377162629758,0.038656235618959964,278,336,0.016911827825997733,7621,0
outer,raw,D_rewire_20261004_20261002,all_time,10309,1478,0.017929287598299898,0.01109445685812494,0.006834830740174959,0.13030334650502168,0.9905277401894452,0.05050390669233382,1464,446,0.016911827825997733,7652,0
outer,raw,D_rewire_20261004_20261003,onset,8981,289,0.012186465179640142,0.00766486836373634,0.004521596815903803,0.030885040289017934,0.9826989619377162,0.04521398987574781,284,393,0.031160312444723528,7493,0
outer,raw,D_rewire_20261004_20261003,all_time,10309,1478,0.016864527384153012,0.009474962448032254,0.0073895649361207585,0.13774924853665702,0.9945872801082544,0.05661872947571057,1470,500,0.031160312444723528,7525,0
outer,raw,D_rewire_20261005_20261001,onset,8981,289,0.012634896186820121,0.008382462225759734,0.0042524339610603866,0.02817220478848066,0.972318339100346,0.049585826046939716,281,431,0.00615855865884713,8048,0
outer,raw,D_rewire_20261005_20261001,all_time,10309,1478,0.017408553582049676,0.009855323026756587,0.007553230555293088,0.13764571212514573,0.9925575101488497,0.06137470275167025,1467,542,0.00615855865884713,8077,0
outer,raw,D_rewire_20261005_20261002,onset,8981,289,0.012895293457300606,0.008812567350670686,0.0040827261066299185,0.027656057891419384,0.9619377162629758,0.039116428900138056,278,340,0.01715181102702465,7586,0
outer,raw,D_rewire_20261005_20261002,all_time,10309,1478,0.01782913513924939,0.010854076964500255,0.006975058174749139,0.1312720017728005,0.9905277401894452,0.05107009398709093,1464,451,0.01715181102702465,7616,0
outer,raw,D_rewire_20261005_20261003,onset,8981,289,0.012814136984638017,0.008392921893359254,0.004421215091278764,0.030219492555678042,0.9619377162629758,0.03405430280717901,278,296,0.0347434425522313,6608,0
outer,raw,D_rewire_20261005_20261003,all_time,10309,1478,0.01723313242762369,0.009748769994361136,0.007484362433262553,0.1373861431018592,0.9905277401894452,0.045974408334276975,1464,406,0.0347434425522313,6632,0
outer,raw,E_self_20261001,onset,8981,289,0.01260172754030193,0.008444545166440465,0.004157182373861465,0.02793928180579549,0.9653979238754326,0.042682926829268296,279,371,0.013265864974212026,8101,0
outer,raw,E_self_20261001,all_time,10309,1478,0.0172928656831438,0.00990512986725286,0.007387735815890941,0.1372684848268918,0.9912043301759134,0.05446721775563356,1465,481,0.013265864974212026,8132,0
outer,raw,E_self_20261002,onset,8981,289,0.013044953757160041,0.008998142179478039,0.004046811577682001,0.02747904103185119,0.9550173010380623,0.0393465255407271,276,342,0.015504985367481676,6989,0
outer,raw,E_self_20261002,all_time,10309,1478,0.017936417705175914,0.010988450656609866,0.006947967048566049,0.13113491766933755,0.9891745602165088,0.051296568904993775,1462,453,0.015504985367481676,7018,0
outer,raw,E_self_20261003,onset,8981,289,0.013703864654169331,0.009433360718804266,0.004270503935365065,0.026777895958702266,0.9653979238754326,0.04038196042337782,279,351,0.00594507581657928,7104,0
outer,raw,E_self_20261003,all_time,10309,1478,0.01823723971574262,0.010594228763195232,0.007643010952547388,0.13359191133369858,0.993234100135318,0.053448080625070775,1468,472,0.00594507581657928,7122,0
outer,raw,E_rewire_20261004_20261001,onset,8981,289,0.011523893714754293,0.007234991930379323,0.00428890178437497,0.030615860497547942,0.9757785467128027,0.05246203405430281,282,456,0.02584796363105372,7891,0
outer,raw,E_rewire_20261004_20261001,all_time,10309,1478,0.016876217386862596,0.01007769741607971,0.0067985199707828875,0.13587271144359703,0.9905277401894452,0.06352621447174725,1464,561,0.02584796363105372,7928,0
outer,raw,E_rewire_20261004_20261002,onset,8981,289,0.013028357780825856,0.00897559794015885,0.004052759840667009,0.027555844266512926,0.9515570934256056,0.03923147722043258,275,341,0.017612948333446947,7149,0
outer,raw,E_rewire_20261004_20261002,all_time,10309,1478,0.0179350607748754,0.010984643040860498,0.006950417734014903,0.13110744880909544,0.9884979702300406,0.05118333144604235,1461,452,0.017612948333446947,7178,0
outer,raw,E_rewire_20261004_20261003,onset,8981,289,0.012214257120808623,0.00774645549364156,0.004467801627167063,0.030323428114984115,0.9792387543252595,0.03819604233778187,283,332,0.03139822531566708,7458,0
outer,raw,E_rewire_20261004_20261003,all_time,10309,1478,0.01684671925085549,0.009555749445663151,0.0072909698051923395,0.13802584207370125,0.9939106901217862,0.04959800702072246,1469,438,0.03139822531566708,7491,0
outer,raw,E_rewire_20261005_20261001,onset,8981,289,0.013380355292866228,0.009048879780477703,0.004331475512388527,0.027844088329582323,0.9342560553633218,0.03681546249424758,270,320,0.007908548184432691,6544,0
outer,raw,E_rewire_20261005_20261001,all_time,10309,1478,0.018007660819251512,0.009907033361686291,0.008100627457565221,0.1394207098228146,0.986468200270636,0.05016419431547956,1458,443,0.007908548184432691,6559,0
outer,raw,E_rewire_20261005_20261002,onset,8981,289,0.01303371227444653,0.009010580252619032,0.004023132021827496,0.02747086548773378,0.9515570934256056,0.039001380579843536,275,339,0.017180804172824308,7102,0
outer,raw,E_rewire_20261005_20261002,all_time,10309,1478,0.01800058208308418,0.011112829646118086,0.0068877524369660905,0.13060612745448577,0.9884979702300406,0.050956856528139506,1461,450,0.017180804172824308,7132,0
outer,raw,E_rewire_20261005_20261003,onset,8981,289,0.012236443119827828,0.007876897964718669,0.00435954515510916,0.02969980255212073,0.9792387543252595,0.03842613897837092,283,334,0.02720091931597082,7612,0
outer,raw,E_rewire_20261005_20261003,all_time,10309,1478,0.017027427348003287,0.009917184509478209,0.007110242838525077,0.13642409389188892,0.9939106901217862,0.0498244819386253,1469,440,0.02720091931597082,7646,0
outer,calibrated,A_G,onset,8981,289,0.014249638773103698,0.011212760424799125,0.003036878348304574,0.02389950608466396,0.9238754325259516,0.04049700874367234,267,352,0.013763090486710674,0,0
outer,calibrated,A_G,all_time,10309,1478,0.018520379411358773,0.012690489975194107,0.005829889436164669,0.13244207239660435,0.9851150202976996,0.055486354886196354,1456,490,0.013763090486710674,0,0
outer,calibrated,R_union,onset,8981,289,0.012190213813422678,0.009443678631131675,0.0027465351822910035,0.025430850432987366,0.9619377162629758,0.04291302346985734,278,373,0.012159423711514569,0,0
outer,calibrated,R_union,all_time,10309,1478,0.016206638344232555,0.011227957419075004,0.004978680925157551,0.13275713426622168,0.9925575101488497,0.057751104065224775,1467,510,0.012159423711514569,0,0
outer,calibrated,A_mono,onset,8981,289,0.014367121318701988,0.011550479530515733,0.002816641788186259,0.023193468147612275,0.9238754325259516,0.04049700874367234,267,352,0.013610591888522929,0,0
outer,calibrated,A_mono,all_time,10309,1478,0.018724478569721606,0.013292456237261215,0.005432022332460392,0.13067200974692958,0.9851150202976996,0.055486354886196354,1456,490,0.013610591888522929,0,0
outer,calibrated,B_20261001,onset,8981,289,0.01287050127004831,0.00992849545876208,0.0029420058112862328,0.024655707745838397,0.9688581314878892,0.04371836171191901,280,380,0.006319187058564656,0,0
outer,calibrated,B_20261001,all_time,10309,1478,0.018491829075919917,0.013254154442009369,0.005237674633910551,0.12872859301463965,0.9918809201623816,0.05525987996829351,1466,488,0.006319187058564656,0,0
outer,calibrated,B_20261002,onset,8981,289,0.012713693889719288,0.009727485934090301,0.0029862079556289864,0.025903409173823125,0.9619377162629758,0.0393465255407271,278,342,0.02450093676470424,0,0
outer,calibrated,B_20261002,all_time,10309,1478,0.018845944818137342,0.014095183342762833,0.004750761475374511,0.12565776178890198,0.989851150202977,0.050730381610236665,1463,448,0.02450093676470424,0,0
outer,calibrated,B_20261003,onset,8981,289,0.012484332675308506,0.009398433455235158,0.003085899220073347,0.025975684623800236,0.9792387543252595,0.038656235618959964,283,336,0.022757178607363863,0,0
outer,calibrated,B_20261003,all_time,10309,1478,0.01877177990185057,0.01400405846367762,0.004767721438172948,0.1254967581388008,0.993234100135318,0.05005095685652814,1468,442,0.022757178607363863,0,0
outer,calibrated,K_20261001,onset,8981,289,0.012800985305069764,0.009765244218564924,0.0030357410865048387,0.024969067092607225,0.9584775086505191,0.05050621260929591,277,439,0.0018519990263688429,0,0
outer,calibrated,K_20261001,all_time,10309,1478,0.018506085547293837,0.013182532003445022,0.005323553543848812,0.12888879216990806,0.989851150202977,0.06194089004642736,1463,547,0.0018519990263688429,0,0
outer,calibrated,K_20261002,onset,8981,289,0.013967065021547707,0.01105599372606183,0.0029110712954858752,0.022849260382246273,0.9653979238754326,0.03888633225954901,279,338,0.0045638737620804825,0,0
outer,calibrated,K_20261002,all_time,10309,1478,0.019719648473391242,0.014597234641585738,0.005122413831805507,0.12079468628879138,0.9925575101488497,0.05208923111765372,1467,460,0.0045638737620804825,0,0
outer,calibrated,K_20261003,onset,8981,289,0.013751234960114992,0.010836192070893296,0.002915042889221695,0.02339356295542328,0.9515570934256056,0.03554993097100782,275,309,0.010620490343070938,0,0
outer,calibrated,K_20261003,all_time,10309,1478,0.019762711633096116,0.014755810254528838,0.005006901378567277,0.1204858686727999,0.9891745602165088,0.04767297021854829,1462,421,0.010620490343070938,0,0
outer,calibrated,C_20261001,onset,8981,289,0.013446716940607029,0.010501611069043919,0.0029451058715631077,0.024155871185258936,0.972318339100346,0.05453290381960423,281,474,0.00536761867028079,0,0
outer,calibrated,C_20261001,all_time,10309,1478,0.018077957706201266,0.012478621385919703,0.005599336320281562,0.13206591244756355,0.9939106901217862,0.06782923791190126,1469,599,0.00536761867028079,0,0
outer,calibrated,C_20261002,onset,8981,289,0.01229193246889059,0.009239437670036807,0.003052494798853783,0.025692643787583697,0.9757785467128027,0.03877128393925449,282,337,0.01468440957053067,0,0
outer,calibrated,C_20261002,all_time,10309,1478,0.018455461697877634,0.01372168287809747,0.004733778819780166,0.12628898379992806,0.9925575101488497,0.05016419431547956,1467,443,0.01468440957053067,0,0
outer,calibrated,C_20261003,onset,8981,289,0.012777580571768348,0.009777797597531737,0.0029997829742366136,0.025640788371056517,0.9792387543252595,0.040266912103083294,283,350,0.01983912248217763,0,0
outer,calibrated,C_20261003,all_time,10309,1478,0.018554811217886477,0.013708468044492168,0.004846343173394308,0.1258964826321222,0.9939106901217862,0.05163628128184804,1469,456,0.01983912248217763,0,0
outer,calibrated,D_20261001,onset,8981,289,0.012877038881228639,0.009949568969736713,0.002927469911491926,0.02446630282895917,0.9653979238754326,0.045904279797514956,279,399,0.0029354715221395944,0,0
outer,calibrated,D_20261001,all_time,10309,1478,0.01862622011284037,0.013416872282921878,0.0052093478299184955,0.12777402432452567,0.9912043301759134,0.05752462914732193,1465,508,0.0029354715221395944,0,0
outer,calibrated,D_20261002,onset,8981,289,0.013431419920704585,0.010575223544683592,0.0028561963760209935,0.0237406349993083,0.9619377162629758,0.0393465255407271,278,342,0.010568475127273533,0,0
outer,calibrated,D_20261002,all_time,10309,1478,0.020066972071959573,0.015256969516422166,0.0048100025555374085,0.1188375449726832,0.9905277401894452,0.051296568904993775,1464,453,0.010568475127273533,0,0
outer,calibrated,D_20261003,onset,8981,289,0.012644717286719813,0.009485709281298087,0.003159008005421725,0.026440468635880246,0.9826989619377162,0.04739990796134377,284,412,0.01914290614949197,0,0
outer,calibrated,D_20261003,all_time,10309,1478,0.018524869884405114,0.013537024977266505,0.004987844907138612,0.12689651915597508,0.9945872801082544,0.05877024119578757,1470,519,0.01914290614949197,0,0
outer,calibrated,M_20261001,onset,8981,289,0.014249379830618627,0.011392754507532401,0.0028566253230862264,0.022150662962909143,0.9411764705882353,0.029682466635987115,272,258,2.6092785805986007e-06,0,8451
outer,calibrated,M_20261001,all_time,10309,1478,0.020199038984363676,0.015012244619109626,0.005186794365254056,0.11927232633210874,0.9884979702300406,0.04325670931944287,1461,382,2.6092785805986007e-06,0,8466
outer,calibrated,M_20261002,onset,8981,289,0.013453237504702618,0.010621227813451154,0.0028320096912514635,0.02367263524876404,0.9619377162629758,0.038656235618959964,278,336,0.011389948755691966,0,0
outer,calibrated,M_20261002,all_time,10309,1478,0.02007095421289873,0.015317893134733945,0.0047530610781647865,0.11876513684328094,0.9905277401894452,0.050617144151285244,1464,447,0.011389948755691966,0,0
outer,calibrated,M_20261003,onset,8981,289,0.013093616695318947,0.010121823172825267,0.002971793522493682,0.02584337390016973,0.972318339100346,0.038656235618959964,281,336,0.021597258080741758,0,0
outer,calibrated,M_20261003,all_time,10309,1478,0.018502371084379424,0.013517909497010462,0.004984461587368961,0.12599657357442004,0.9925575101488497,0.05050390669233382,1467,446,0.021597258080741758,0,0
outer,calibrated,S_20261001,onset,8981,289,0.01423904053173069,0.011360049994098615,0.0028789905376320757,0.022288127807017954,0.9446366782006921,0.030947998159226876,273,269,2.8782784353635976e-06,0,8439
outer,calibrated,S_20261001,all_time,10309,1478,0.019949483754041444,0.014696571370792519,0.0052529123832489285,0.12038152095659042,0.9891745602165088,0.04484203374476277,1462,396,2.8782784353635976e-06,0,8451
outer,calibrated,S_20261002,onset,8981,289,0.013461893145137844,0.010622757562777849,0.002839135582359996,0.023675509909191605,0.9619377162629758,0.040151863782788774,278,349,0.011337513717381037,0,0
outer,calibrated,S_20261002,all_time,10309,1478,0.019892553447501116,0.015074785785395235,0.00481776766210588,0.1194838614981827,0.9905277401894452,0.05208923111765372,1464,460,0.011337513717381037,0,0
outer,calibrated,S_20261003,onset,8981,289,0.012753674722274557,0.009717945005296899,0.0030357297169776565,0.02612390292891018,0.986159169550173,0.043373216751035434,285,377,0.020767194157408516,0,0
outer,calibrated,S_20261003,all_time,10309,1478,0.018112806173752986,0.013142347787569578,0.004970458386183411,0.1282090192657923,0.9952638700947226,0.05514664250934209,1471,487,0.020767194157408516,0,0
outer,calibrated,E_20261001,onset,8981,289,0.012280099868978427,0.00919130980659691,0.003088790062381517,0.026212629014667355,0.9757785467128027,0.07017947537965946,282,610,0.00846708470134374,0,0
outer,calibrated,E_20261001,all_time,10309,1478,0.01933016969535074,0.014564809006579138,0.004765360688771605,0.12536901920428165,0.989851150202977,0.08085154569131468,1463,714,0.00846708470134374,0,0
outer,calibrated,E_20261002,onset,8981,289,0.013527096314934926,0.010692866765804698,0.0028342295491302267,0.023586474556479754,0.9550173010380623,0.039576622181316155,276,344,0.010719820039020018,0,0
outer,calibrated,E_20261002,all_time,10309,1478,0.02011757141465724,0.015312551261193392,0.004805020153463847,0.11874780705749641,0.9891745602165088,0.051523043822896616,1462,455,0.010719820039020018,0,0
outer,calibrated,E_20261003,onset,8981,289,0.01263619439068296,0.009503693225914092,0.0031325011647688676,0.026287451159987287,0.9792387543252595,0.049585826046939716,283,431,0.01848859718480093,0,0
outer,calibrated,E_20261003,all_time,10309,1478,0.01846381914532497,0.013525529743133712,0.00493828940219126,0.1271071295179002,0.9939106901217862,0.06092175291586457,1469,538,0.01848859718480093,0,0
outer,calibrated,F_20261001,onset,8981,289,0.012844828437780004,0.009852708030619719,0.0029921204071602847,0.025006316484403563,0.9792387543252595,0.04878048780487805,283,424,0.009551782908773168,0,0
outer,calibrated,F_20261001,all_time,10309,1478,0.018453319764432253,0.013112621002972382,0.005340698761459868,0.12938480881166653,0.9939106901217862,0.060355565621107464,1469,533,0.009551782908773168,0,0
outer,calibrated,F_20261002,onset,8981,289,0.01217624627891759,0.009128349186550094,0.003047897092367497,0.025910513410635716,0.972318339100346,0.04578923147722043,281,398,0.010943048376255052,0,0
outer,calibrated,F_20261002,all_time,10309,1478,0.018152913206341933,0.01313332925079672,0.005019583955545211,0.12751972160891953,0.9918809201623816,0.05718491677046767,1466,505,0.010943048376255052,0,0
outer,calibrated,F_20261003,onset,8981,289,0.0127753973922597,0.009753525180752681,0.0030218722115070203,0.025599561623825193,0.972318339100346,0.0354348826507133,281,308,0.022040667138580532,0,0
outer,calibrated,F_20261003,all_time,10309,1478,0.018451058015947368,0.013522452754455372,0.004928605261491998,0.1272896609685458,0.9925575101488497,0.04699354546483977,1467,415,0.022040667138580532,0,0
outer,calibrated,E_internal_20261001,onset,8981,289,0.013348553200344823,0.010505659478482886,0.0028428937218619387,0.024302037072615294,0.9515570934256056,0.04820524620340543,275,419,0.005379289702302485,0,0
