retention,N,unresolved_fraction,coarse_fine_agreement,correction_variance,mean_radius,actual_mean_error,maximum_enclosure_violation
0.0,256,1.0,0.94317626953125,0.025064625459558815,29.09138083266762,1.1549463063826155,-1.451031102240047
0.0,1024,1.0,0.9428634643554688,0.024995887733974056,29.117245143784313,1.1555576126646,-1.451031102240047
0.15,256,1.0,0.94232177734375,0.03070020488664215,28.236716557682826,1.1227773909388359,-1.3978432153960236
0.15,1024,1.0,0.9418411254882812,0.03058660065323725,28.25981214962652,1.1233603166823711,-1.3978432153960236
1.0,256,1.0,0.93023681640625,0.03468496285232842,28.02339583390391,1.1470451402829827,-1.377995117699237
1.0,1024,1.0,0.9300384521484375,0.034654947320037564,28.049253169626915,1.1477866466864965,-1.377995117699237
