retention,origins,mean_rmse,coverage_50,coverage_80,coverage_95
0.0,128,1.362320134744215,0.42826107437428895,0.6982899533451474,0.8687665862649865
0.15,128,1.190944132703215,0.48215887999811397,0.7513365565977679,0.9006752868497401
1.0,128,,,,
