origin,retention,step,initial_component,structural_component,forcing_component,structural_injection,forcing_injection,inherited_radius,initial_radius,mean_radius,mean_center_threshold_distance,actual_error
31409,0.0,1,3.9628703399338003,1.7989380621745548,2.2535300865214314,1.7989380621745548,2.2535300865214314,3.962870339933801,2.858234658345146,8.015338488629789,4.475731181529917,1.0704268459918047
31409,0.0,2,5.206940705824879,3.8457991260923707,4.74008880049627,1.8092414335008258,2.2269079316269806,9.756679267285708,2.858234658345146,13.792828632413514,4.435063350352496,1.099257344661602
31409,0.0,3,6.913282661597173,6.638858841240343,8.107509242317043,1.7939083113046088,2.1985090763736146,17.667233357476338,2.858234658345146,21.65965074515456,4.4334169264707715,1.0850692555863146
31409,0.0,4,9.186024794750033,10.363239694140967,12.578571217425736,1.791983231661405,2.2127059653732144,28.123146509282105,2.858234658345146,32.12783570631673,4.453799117731689,1.0894086910378684
31409,0.0,5,12.230332588004,15.362412329914436,18.470622787672802,1.7999651903537839,2.157421443155009,42.10598107208245,2.858234658345146,46.06336770559125,4.457442833942736,1.089077237279833
31409,0.0,6,16.308963700640614,22.06252506536138,26.338444916172314,1.8007932612202961,2.162568709281026,60.74657171167301,2.858234658345146,64.70993368217434,4.448686722553534,1.099273273120703
31409,0.15,1,3.745572043498859,1.7989380621746256,2.2535300865214314,1.7989380621746256,2.2535300865214314,3.745572043498859,2.6885306701767964,7.798040192194916,4.475731181530073,1.0458421760903416
31409,0.15,2,4.926017552404297,3.8457991260925106,4.74008880049627,1.8092414335008895,2.2269079316269806,9.47575611386521,2.6885306701767964,13.511905478993079,4.435063350352642,1.0737993322288455
31409,0.15,3,6.544572109683683,6.638858841240583,8.107509242317043,1.7939083113046665,2.1985090763736146,17.298522805563028,2.6885306701767964,21.29094019324131,4.433416926470906,1.0620717881504402
31409,0.15,4,8.70143080325194,10.363239694141333,12.578571217425736,1.7919832316614597,2.2127059653732144,27.638552517784326,2.6885306701767964,31.643241714819005,4.453799117731815,1.0691534422092952
31409,0.15,5,11.591696268611447,15.362412329914958,18.470622787672802,1.7999651903538363,2.157421443155009,41.46734475269037,2.6885306701767964,45.42473138619922,4.457442833942852,1.0727164574053296
31409,0.15,6,15.465370637281122,22.062525065362152,26.338444916172314,1.8007932612203421,2.162568709281026,59.90297864831423,2.6885306701767964,63.8663406188156,4.448686722553642,1.0850977445270382
31409,1.0,1,3.465616373850555,1.7989380621744402,2.2535300865214314,1.7989380621744402,2.2535300865214314,3.465616373850553,2.47154730150336,7.518084522546428,4.475731181529662,1.0899615037163217
31409,1.0,2,4.551259744237798,3.845799126092138,4.74008880049627,1.809241433500721,2.2269079316269806,9.100998305698502,2.47154730150336,13.137147670826202,4.435063350352258,1.1049043904931048
31409,1.0,3,6.035989289747462,6.638858841239954,8.107509242317043,1.793908311304511,2.1985090763736146,16.789939985626333,2.47154730150336,20.782357373304457,4.433416926470551,1.0914773759469205
31409,1.0,4,8.012760035391539,10.363239694140368,12.578571217425736,1.791983231661315,2.2127059653732144,26.949881749923108,2.47154730150336,30.954570946957638,4.453799117731485,1.0919334565511392
31409,1.0,5,10.660189729625458,15.362412329913564,18.470622787672802,1.7999651903537015,2.157421443155009,40.535838213703116,2.47154730150336,44.49322484721183,4.457442833942546,1.092213422396514
31409,1.0,6,14.206768100746933,22.062525065360187,26.338444916172314,1.8007932612202184,2.162568709281026,58.6443761117782,2.47154730150336,62.60773808227945,4.448686722553358,1.0966078367145795
32058,0.0,1,5.568253437770223,1.8238580623495397,1.6590625682166642,1.8238580623495397,1.6590625682166642,5.56825343777022,4.007403540233598,9.051174068336426,4.5111617642050525,1.3595842049607483
32058,0.0,2,7.332060436207939,3.8856875485221987,3.5497778914907507,1.8229177705600839,1.7022564096078925,11.24235169605291,4.007403540233598,14.767525876220887,4.464959927364841,1.3639650358118764
32058,0.0,3,9.754493143121952,6.698424244693077,6.0904076912484495,1.8035474796518525,1.6783393906633928,19.061438208748243,4.007403540233598,22.543325079063486,4.419144848116431,1.3310177341491454
32058,0.0,4,12.982054565931477,10.432458693218178,9.444802490543925,1.7853722887244854,1.669038114827543,29.404905346141547,4.007403540233598,32.85931574969358,4.40980709300295,1.3256214167497373
32058,0.0,5,17.307155892971153,15.436714920919412,13.843485170480005,1.7815429778696144,1.6034834749652855,43.202329531535675,4.007403540233598,46.587355984370575,4.37728322198171,1.314156643024474
32058,0.0,6,23.103629022142236,22.132353025034476,19.76084102139405,1.7683088891017509,1.6524698546387584,61.57604432483025,4.007403540233598,64.99682306857076,4.370893695388753,1.3132158503652882
32058,0.15,1,4.008445758204822,1.8238580623494711,1.6590625682166642,1.8238580623494711,1.6590625682166642,4.008445758204821,2.891369315079861,7.491366388770956,4.511161764204901,1.0078683833209772
32058,0.15,2,5.2682558916138,3.8856875485220583,3.5497778914907507,1.8229177705600206,1.7022564096078925,9.178547151458693,2.891369315079861,12.703721331626607,4.464959927364699,1.0513851760956072
32058,0.15,3,6.998683778048094,6.69842424469284,6.0904076912484495,1.8035474796517943,1.6783393906633928,16.305628843674207,2.891369315079861,19.787515713989393,4.419144848116298,1.0465774825712488
32058,0.15,4,9.305345941114188,10.432458693217827,9.444802490543925,1.7853722887244312,1.669038114827543,25.72819672132396,2.891369315079861,29.182607124875936,4.409807093002828,1.0641637103869324
32058,0.15,5,12.397691560290808,15.436714920918888,13.843485170480005,1.7815429778695664,1.6034834749652855,38.292865198854855,2.891369315079861,41.677891651689706,4.377283221981596,1.0774434828434412
32058,0.15,6,16.543641521932713,22.132353025033762,19.76084102139405,1.7683088891017058,1.6524698546387584,55.01605682462004,2.891369315079861,58.4368355683605,4.370893695388649,1.0999280909697582
32058,1.0,1,3.684047132848179,1.8238580623496392,1.6590625682166642,1.8238580623496392,1.6590625682166642,3.6840471328481996,2.662037392691647,7.166967763414495,4.511161764205257,1.1378479220118936
32058,1.0,2,4.843555703916626,3.885687548522384,3.5497778914907507,1.8229177705601667,1.7022564096078925,8.75384696376171,2.662037392691647,12.279021143929771,4.464959927365032,1.137047654436745
32058,1.0,3,6.434985917550862,6.698424244693392,6.0904076912484495,1.8035474796519322,1.6783393906633928,15.741930983177369,2.662037392691647,19.22381785349269,4.419144848116607,1.120662830054229
32058,1.0,4,8.55567813904923,10.432458693218656,9.444802490543925,1.7853722887245551,1.669038114827543,24.97852891925975,2.662037392691647,28.432939322811855,4.409807093003115,1.117603228274722
32058,1.0,5,11.396897495609206,15.436714920920107,13.843485170480005,1.7815429778696823,1.6034834749652855,37.292071134174336,2.662037392691647,40.6770975870093,4.377283221981861,1.1182892091318963
32058,1.0,6,15.203902080433755,22.132353025035446,19.76084102139405,1.7683088891018113,1.6524698546387584,53.67631738312279,2.662037392691647,57.09709612686336,4.3708936953888955,1.1304727888497403
32708,0.0,1,4.377149642111478,1.1673140127685504,1.4261902433753446,1.1673140127685504,1.4261902433753446,4.377149642111477,3.146786385838226,6.970653898255373,2.8415542374511014,1.0686418413191408
32708,0.0,2,5.757983520924954,2.4836182327980914,3.0399844235416147,1.1597505062625133,1.4460311768361822,8.675804494165966,3.146786385838226,11.28158617726466,2.8206141731518874,1.1015056358429198
32708,0.0,3,7.650547210834476,4.285025225075847,5.226514079270333,1.14979152853336,1.4390111133643988,14.573283873282897,3.146786385838226,17.162086515180654,2.796816687314414,1.1030660201550146
32708,0.0,4,10.172277186505008,6.678972363366301,8.089313643099443,1.1388009206589662,1.4064709311339647,22.395291341177817,3.146786385838226,24.94056319297075,2.766634099487555,1.1175154116152046
32708,0.0,5,13.550206667082023,9.879254705047048,11.898450253541112,1.1257004069983838,1.396395935131524,32.80581528354027,3.146786385838226,35.32791162567018,2.750386461981973,1.137250350377739
32708,0.0,6,18.075745317221294,14.167422228576676,17.010748265797563,1.118188649559668,1.43058239928078,46.7051447627551,3.146786385838226,49.25391581159555,2.7458123296039254,1.1563879601496878
32708,0.15,1,4.173190995501489,1.167314012768475,1.4261902433753446,1.167314012768475,1.4261902433753446,4.173190995501491,2.994809603513776,6.766695251645309,2.841554237450933,1.026591942866564
32708,0.15,2,5.490356070934225,2.4836182327979346,3.0399844235416147,1.1597505062624445,1.4460311768361822,8.408177044175147,2.994809603513776,11.013958727273774,2.8206141731517302,1.0637845345914723
32708,0.15,3,7.294958209840368,4.285025225075589,5.226514079270333,1.1497915285332965,1.4390111133643988,14.217694872288591,2.994809603513776,16.806497514186287,2.796816687314269,1.069678744214439
32708,0.15,4,9.700085694165482,6.6789723633659035,8.089313643099443,1.1388009206589071,1.4064709311339647,21.92309984883797,2.994809603513776,24.468371700630843,2.76663409948742,1.0874781243617146
32708,0.15,5,12.922426138867577,9.879254705046474,11.898450253541112,1.1257004069983294,1.396395935131524,32.178034755325314,2.994809603513776,34.70013109745517,2.750386461981847,1.110238723971667
32708,0.15,6,17.240380095253244,14.167422228575855,17.010748265797563,1.1181886495596176,1.43058239928078,45.86977954078627,2.994809603513776,48.41855058962666,2.745812329603809,1.1319293943350335
32708,1.0,1,4.028617924588133,1.1673140127685433,1.4261902433753446,1.1673140127685433,1.4261902433753446,4.028617924588106,2.9023696558166097,6.622122180731994,2.8415542374510876,0.9729838979070059
32708,1.0,2,5.311460461253566,2.4836182327980763,3.0399844235416147,1.1597505062625073,1.4460311768361822,8.229281434494597,2.9023696558166097,10.835063117593286,2.820614173151875,1.0059092013558841
32708,1.0,3,7.069196563082657,4.285025225075825,5.226514079270333,1.1497915285333549,1.4390111133643988,13.991933225531094,2.9023696558166097,16.58073586742885,2.7968166873144025,1.0319087848449198
32708,1.0,4,9.41543990469536,6.678972363366263,8.089313643099443,1.1388009206589618,1.4064709311339647,21.63845405936815,2.9023696558166097,24.183725911161083,2.7666340994875442,1.0546744449728485
32708,1.0,5,12.561460603758825,9.879254705047005,11.898450253541112,1.1257004069983803,1.396395935131524,31.817069220216972,2.9023696558166097,34.33916556234688,2.7503864619819627,1.0827263591340226
32708,1.0,6,16.780619952290284,14.167422228576607,17.010748265797563,1.118188649559664,1.43058239928078,45.41001939782411,2.9023696558166097,47.95879044666455,2.745812329603916,1.1075478811342985
