origin,retention,step,initial_component,structural_component,forcing_component,structural_injection,forcing_injection,inherited_radius,initial_radius,mean_radius,mean_center_threshold_distance,actual_error
33439,0.0,1,4.167624886836343,1.8928659441934175,2.223460972084323,1.8928659441934175,2.223460972084323,4.167624886836344,3.005876001412822,8.283951803114082,4.5919971994107005,1.1126370771486698
33439,0.0,2,5.474847032198234,4.004058694167845,4.656199661216071,1.8616595884375238,2.176079741801537,10.097366057343093,3.005876001412822,14.135105387582154,4.518247800303069,1.1320661002745256
33439,0.0,3,7.267997436102392,6.881343265634624,7.974267974905196,1.8305418580033042,2.165830390589988,18.12723642804892,3.005876001412822,22.123608676642213,4.463265920990644,1.1090660760992723
33439,0.0,4,9.65709039960654,10.698750512988065,12.353552571499483,1.8076369478935577,2.158765824314587,28.742990711885952,3.005876001412822,32.70939348409409,4.442827454052437,1.0997879230890557
33439,0.0,5,12.857917607179186,15.812343159296002,18.15510701140801,1.799649988650122,2.1277726414886904,42.89794514774437,3.005876001412822,46.82536777788319,4.415316623796379,1.0990442845116886
33439,0.0,6,17.147014784162838,22.656928212694837,25.886930538532997,1.787172189920459,2.1240846377677065,61.779616707702544,3.005876001412822,65.69087353539071,4.36596879960022,1.1017438431407383
33439,0.15,1,3.8655381146527645,1.8928659441934426,2.223460972084323,1.8928659441934426,2.223460972084323,3.8655381146527623,2.774002302443905,7.981865030930528,4.591997199410763,1.0568326021486332
33439,0.15,2,5.0861523328822935,4.004058694167896,4.656199661216071,1.8616595884375486,2.176079741801537,9.708671358027178,2.774002302443905,13.746410688266263,4.518247800303127,1.0828107097799122
33439,0.15,3,6.759260785091805,6.881343265634718,7.974267974905196,1.830541858003326,2.165830390589988,17.618499777038405,2.774002302443905,21.61487202563172,4.463265920990695,1.0613053379999509
33439,0.15,4,8.991570594818493,10.698750512988205,12.353552571499483,1.8076369478935788,2.158765824314587,28.07747090709802,2.774002302443905,32.04387367930619,4.442827454052486,1.0569836885108284
33439,0.15,5,11.984872615028598,15.812343159296214,18.15510701140801,1.799649988650142,2.1277726414886904,42.02490015559399,2.774002302443905,45.952322785732825,4.415316623796425,1.0579400017490517
33439,0.15,6,15.999113024227475,22.656928212695153,25.886930538532997,1.7871721899204789,2.1240846377677065,60.63171494776744,2.774002302443905,64.54297177545564,4.365968799600262,1.0647694391704714
33439,1.0,1,3.551716048087745,1.8928659441934166,2.223460972084323,1.8928659441934166,2.223460972084323,3.5517160480877386,2.5766048385601343,7.6680429643654655,4.591997199410674,1.110297835169227
33439,1.0,2,4.649120935674547,4.004058694167822,4.656199661216071,1.8616595884375138,2.176079741801537,9.271639960819387,2.5766048385601343,13.309379291058436,4.518247800303045,1.1322965641896097
33439,1.0,3,6.1475063850565,6.881343265634582,7.974267974905196,1.8305418580032933,2.165830390589988,17.00674537700302,2.5766048385601343,21.003117625596303,4.4632659209906205,1.1043423608345286
33439,1.0,4,8.142679092879632,10.69875051298801,12.353552571499483,1.8076369478935475,2.158765824314587,27.228579405158953,2.5766048385601343,31.194982177367088,4.4428274540524155,1.0893128928057905
33439,1.0,5,10.812280557314313,15.812343159295922,18.15510701140801,1.799649988650113,2.1277726414886904,40.85230809787939,2.5766048385601343,44.77973072801819,4.41531662379636,1.085580720132175
33439,1.0,6,14.386053163515946,22.65692821269469,25.886930538532997,1.7871721899204502,2.1240846377677065,59.01865508705549,2.5766048385601343,62.929911914743656,4.365968799600203,1.0879485431676958
34089,0.0,1,4.254987693680833,1.5181713487173112,1.6959752364817735,1.5181713487173112,1.6959752364817735,4.254987693680837,3.0778527286266577,7.469134278879923,3.773883136458246,1.0531280396770146
34089,0.0,2,5.587102299988275,3.268116789272559,3.5924520860794784,1.5466868399255727,1.7033454847663914,9.197638850648348,3.0778527286266577,12.44767117534031,3.7468319889169486,1.0907477194496833
34089,0.0,3,7.415649601584268,5.653670469885085,6.11519048988008,1.5336982518611906,1.6442863449984015,16.006525964489843,3.0778527286266577,19.184510561349434,3.7579154249422135,1.077731061857547
34089,0.0,4,9.850448977041397,8.8433993332871,9.427537902775907,1.5372625670448996,1.6123847677413785,24.971738878318128,3.0778527286266577,28.121386213104408,3.754464081893623,1.0840070156523345
34089,0.0,5,13.111576272489645,13.117451468642935,13.805429484857235,1.5345081632927515,1.5766869620563377,36.92326210064073,3.0778527286266577,40.03445722598982,3.758844168790805,1.0892523367329128
34089,0.0,6,17.4803348047418,18.852087139155906,19.679487097269178,1.5354703761199748,1.6133293925073195,52.86310927253959,3.0778527286266577,56.01190904116689,3.795959227469113,1.1076155495197082
34089,0.15,1,3.9631824923124053,1.518171348717224,1.6959752364817735,1.518171348717224,1.6959752364817735,3.963182492312405,2.835585971081719,7.177329077511403,3.7738831364580507,1.0115551498731723
34089,0.15,2,5.208587060529287,3.2681167892723852,3.5924520860794784,1.5466868399254947,1.7033454847663914,8.819123611189259,2.835585971081719,12.069155935881142,3.7468319889167665,1.053636274882338
34089,0.15,3,6.912048116173021,5.653670469884781,6.11519048988008,1.5336982518611162,1.6442863449984015,15.502924479078366,2.835585971081719,18.680909075937883,3.7579154249420452,1.0475512819322674
34089,0.15,4,9.18351364171973,8.843399333286648,9.427537902775907,1.5372625670448332,1.6123847677413785,24.30480354299608,2.835585971081719,27.454450877782293,3.7544640818934667,1.0553766530446298
34089,0.15,5,12.227525404721915,13.117451468642267,13.805429484857235,1.5345081632926876,1.5766869620563377,36.039211232872404,2.835585971081719,39.15040635822142,3.7588441687906604,1.063015915561538
34089,0.15,6,16.307837249040574,18.85208713915496,19.679487097269178,1.5354703761199167,1.6133293925073195,51.69061171683749,2.835585971081719,54.83941148546472,3.7959592274689786,1.0847277415850798
34089,1.0,1,4.1404944408632165,1.5181713487172994,1.6959752364817735,1.5181713487172994,1.6959752364817735,4.140494440863204,2.8622236495219333,7.354641026062271,3.773883136458205,1.079838800808281
34089,1.0,2,5.478751379820328,3.2681167892725225,3.5924520860794784,1.546686839925557,1.7033454847663914,9.089287930480394,2.8622236495219333,12.339320255172339,3.74683198891691,1.0980412740656238
34089,1.0,3,7.290784677779536,5.653670469885021,6.11519048988008,1.5336982518611735,1.6442863449984015,15.881661040685039,2.8622236495219333,19.059645637544612,3.757915424942178,1.1017078247228498
34089,1.0,4,9.714861017792783,8.843399333287007,9.427537902775907,1.5372625670448865,1.6123847677413785,24.836150919069382,2.8622236495219333,27.98579825385565,3.75446408189359,1.1031978542657341
34089,1.0,5,12.966271825172925,13.117451468642784,13.805429484857235,1.5345081632927382,1.5766869620563377,36.77795765332383,2.8622236495219333,39.88915277867291,3.7588441687907745,1.10736154371262
34089,1.0,6,17.3293481464398,18.852087139155717,19.679487097269178,1.5354703761199628,1.6133293925073195,52.71212261423749,2.8622236495219333,55.86092238286476,3.7959592274690843,1.1235003843724047
34819,0.0,1,4.550290883390307,2.160400445806528,1.7782105180336474,2.160400445806528,1.7782105180336474,4.550290883390307,3.286094305574653,8.488901847230482,5.324006591440019,1.0464253860158144
34819,0.0,2,5.976151337674799,4.6080388188668016,3.756968152057933,2.1612209802067364,1.7789538581087616,10.400983470284036,3.286094305574653,14.341158308599535,5.295172896064663,1.060263098997465
34819,0.0,3,7.932011496998966,7.9570685263779115,6.439012952254428,2.1484514206574286,1.766802225131648,18.41283932984223,3.286094305574653,22.328092975631307,5.26731903555416,1.0362778339903633
34819,0.0,4,10.534397043208987,12.411034679403015,9.977792283664854,2.13549683676188,1.7643407415332752,29.023386427981706,3.286094305574653,32.92322400627686,5.237784069816145,1.0245973903201284
34819,0.0,5,14.01727393463824,18.37065525234767,14.66408230121577,2.1228365318872835,1.744074366420155,43.185100589894255,3.286094305574653,47.052011488201686,5.201223148713623,1.0119606633262757
34819,0.0,6,18.679338970572772,26.34665677580624,20.944318084492767,2.107594797194411,1.7804279604662818,62.08229107321111,3.286094305574653,65.97031383087179,5.2000266302686935,1.0201702909812056
34819,0.15,1,4.005031675782941,2.160400445806472,1.7782105180336474,2.160400445806472,1.7782105180336474,4.005031675782943,2.8937273469851474,7.943642639623064,5.3240065914399,0.9747315044116245
34819,0.15,2,5.2568469972289495,4.608038818866692,3.756968152057933,2.161220980206686,1.7789538581087616,9.681679129838129,2.8937273469851474,13.621853968153577,5.295172896064552,1.0039077800818743
34819,0.15,3,6.973680983835639,7.957068526377731,6.439012952254428,2.148451420657384,1.766802225131648,17.454508816678768,2.8937273469851474,21.369762462467797,5.267319035554058,0.9908115389767896
34819,0.15,4,9.262539612398006,12.41103467940273,9.977792283664854,2.135496836761837,1.7643407415332752,27.751528997170485,2.8937273469851474,31.651366575465598,5.237784069816051,0.987834751068893
34819,0.15,5,12.329769900342114,18.370655252347266,14.66408230121577,2.1228365318872466,1.744074366420155,41.49759655559775,2.8937273469851474,45.364507453905155,5.201223148713535,0.9844654202510623
34819,0.15,6,16.44057928314462,26.34665677580567,20.944318084492767,2.1075947971943774,1.7804279604662818,59.8435313857824,2.8937273469851474,63.731554143443056,5.200026630268611,0.9970910406584482
34819,1.0,1,4.090555103458429,2.1604004458066086,1.7782105180336474,2.1604004458066086,1.7782105180336474,4.090555103458435,2.9383456778358603,8.029166067298693,5.324006591440206,1.1087351799314036
34819,1.0,2,5.368494673230627,4.608038818866974,3.756968152057933,2.161220980206811,1.7789538581087616,9.793326805839982,2.9383456778358603,13.733501644155554,5.2951728960648365,1.1009405599576907
34819,1.0,3,7.114597909930066,7.957068526378206,6.439012952254428,2.1484514206574974,1.766802225131648,17.59542574277352,2.9383456778358603,21.51067938856267,5.267319035554321,1.0688573565657251
34819,1.0,4,9.439541726377385,12.411034679403453,9.977792283664854,2.1354968367619453,1.7643407415332752,27.928531111150477,2.9383456778358603,31.828368689445696,5.2377840698162945,1.0518500538234188
34819,1.0,5,12.551337511825432,18.37065525234832,14.66408230121577,2.1228365318873434,1.744074366420155,41.71916416708204,2.9383456778358603,45.586075065389544,5.201223148713762,1.0374094065745207
34819,1.0,6,16.717687179238943,26.346656775807165,20.944318084492767,2.107594797194469,1.7804279604662818,60.120639281878056,2.9383456778358603,64.00866203953882,5.200026630268821,1.0417331575945157
35469,0.0,1,4.157249344726543,2.1946326759726853,2.1423550006171586,2.1946326759726853,2.1423550006171586,4.1572493447265435,3.019851206656668,8.49423702131639,5.147017439914762,1.0711425361294833
35469,0.0,2,5.458440755812232,4.586072876464502,4.515242069557258,2.1005964973406672,2.126364687983261,10.332794516510063,3.019851206656668,14.559755701833991,5.003768734597649,1.0788420631915399
35469,0.0,3,7.249592050554876,7.834532014132401,7.726192550814526,2.041219060404002,2.0989513468126475,18.670146208285153,3.019851206656668,22.810316615501804,4.879217935846826,1.040788820415414
35469,0.0,4,9.635670068788023,12.120422668204132,11.97164238731082,1.98860217708713,2.092652769737366,29.646480177478487,3.019851206656668,33.72773512430299,4.786048795372537,1.023262597329515
35469,0.0,5,12.833689539802755,17.836955980381752,17.589797478680207,1.9495204012046439,2.059117693816442,44.251804903843606,3.019851206656668,48.26044299886469,4.700278079163406,1.021748760087181
35469,0.0,6,17.120061972963533,25.47100623863179,25.08492844357738,1.9121876746046822,2.059663705854671,63.70414527471336,3.019851206656668,67.67599665517272,4.605837390008421,1.0231809526134854
35469,0.15,1,3.979746248406007,2.1946326759726316,2.1423550006171586,2.1946326759726316,2.1423550006171586,3.979746248406008,2.8787750125416034,8.3167339249958,5.147017439914643,1.054675143391136
35469,0.15,2,5.2304630809417345,4.586072876464392,4.515242069557258,2.1005964973406193,2.126364687983261,10.104816841639506,2.8787750125416034,14.331778026963384,5.0037687345975375,1.0628648025775298
35469,0.15,3,6.947988415866207,7.834532014132218,7.726192550814526,2.041219060403954,2.0989513468126475,18.368542573596343,2.8787750125416034,22.508712980812945,4.8792179358467225,1.0230682903016513
35469,0.15,4,9.237496358731336,12.120422668203853,11.97164238731082,1.9886021770870894,2.092652769737366,29.248306467421568,2.8787750125416034,33.32956141424602,4.786048795372441,1.0065054647299976
35469,0.15,5,12.30614087265457,17.836955980381333,17.589797478680207,1.9495204012046055,2.059117693816442,43.724256236695055,2.8787750125416034,47.7328943317161,4.700278079163317,1.0017132398773407
35469,0.15,6,16.419647546811394,25.471006238631233,25.08492844357738,1.9121876746046458,2.059663705854671,63.003730848560664,2.8787750125416034,66.97558222901998,4.60583739000834,1.0023823277955288
35469,1.0,1,3.6466432856415105,2.194632675972733,2.1423550006171586,2.194632675972733,2.1423550006171586,3.646643285641502,2.6366268656398653,7.983630962231388,5.147017439914854,1.2008499473782082
35469,1.0,2,4.771297796722438,4.586072876464586,4.515242069557258,2.100596497340703,2.126364687983261,9.645651557420315,2.6366268656398653,13.872612742744279,5.003768734597735,1.1717556977860784
35469,1.0,3,6.304648793419418,7.834532014132544,7.726192550814526,2.0412190604040372,2.0989513468126475,17.725202951149836,2.6366268656398653,21.86537335836652,4.8792179358469046,1.1076382340579158
35469,1.0,4,8.345785004096394,12.120422668204357,11.97164238731082,1.9886021770871634,2.092652769737366,28.35659511278707,2.6366268656398653,32.4378500596116,4.78604879537261,1.0675929030104023
35469,1.0,5,11.07548966221476,17.836955980382047,17.589797478680207,1.9495204012046716,2.059117693816442,42.49360502625594,2.6366268656398653,46.50224312127706,4.700278079163474,1.049649597691444
35469,1.0,6,14.72802320655056,25.47100623863226,25.08492844357738,1.91218767460471,2.059663705854671,61.31210650830084,2.6366268656398653,65.28395788876023,4.605837390008485,1.0435906667247865
36200,0.0,1,4.564091723369241,1.5300170167421094,1.9274953046864218,1.5300170167421094,1.9274953046864218,4.564091723369242,3.3058798383461374,8.021604044797773,3.7408941337189603,1.1591231552699006
36200,0.0,2,5.984303159824247,3.2789708796690147,4.078480012683512,1.5438784462322999,1.937093660124648,9.860781945819827,3.3058798383461374,13.341754052176775,3.734143678160595,1.1869104197951825
36200,0.0,3,7.932852201779621,5.673182441121004,6.996657718734762,1.5372562221517483,1.9294805520295493,17.135955587454088,3.3058798383461374,20.602692361635384,3.7309060546940516,1.1767660535613473
36200,0.0,4,10.525959676287147,8.863486382153129,10.86329886992711,1.531815708889033,1.9449402073418693,26.775989012136478,3.3058798383461374,30.252744928367377,3.7198949811616977,1.1776833552633525
36200,0.0,5,13.997451398930975,13.136107082932389,15.971468903326132,1.524852675158359,1.9138064374993373,39.6663682725318,3.3058798383461374,43.105027385189494,3.721066456446387,1.1805088635055443
36200,0.0,6,18.645906198144075,18.865552347039547,22.795327897235957,1.5224025970401787,1.9312089323099735,56.85317491306944,3.3058798383461374,60.30678644241958,3.700312264078786,1.177982753363982
36200,0.15,1,4.327257505826965,1.5300170167421419,1.9274953046864218,1.5300170167421419,1.9274953046864218,4.3272575058269656,3.1253198058251375,7.784769827255529,3.740894133719032,1.1530181178649634
36200,0.15,2,5.684913640784536,3.278970879669079,4.078480012683512,1.5438784462323283,1.937093660124648,9.561392426780156,3.1253198058251375,13.042364533137132,3.7341436781606614,1.179186928981276
36200,0.15,3,7.547714328044173,5.673182441121109,6.996657718734762,1.5372562221517752,1.9294805520295493,16.750817713718725,3.1253198058251375,20.217554487900053,3.730906054694113,1.1716306029143013
36200,0.15,4,10.028556638626148,8.863486382153301,10.86329886992711,1.531815708889057,1.9449402073418693,26.27858597447562,3.1253198058251375,29.755341890706546,3.719894981161755,1.1725993635869219
36200,0.15,5,13.351561750451161,13.136107082932636,15.971468903326132,1.5248526751583833,1.9138064374993373,39.0204786240522,3.1253198058251375,42.45913773670992,3.72106645644644,1.178367679201187
36200,0.15,6,17.80358803276965,18.865552347039888,22.795327897235957,1.5224025970402022,1.9312089323099735,56.01085674769531,3.1253198058251375,59.46446827704548,3.700312264078835,1.1763762141533716
36200,1.0,1,4.0947786605413565,1.5300170167421354,1.9274953046864218,1.5300170167421354,1.9274953046864218,4.094778660541366,2.9767865838346976,7.5522909819699215,3.7408941337190136,1.105180463751401
36200,1.0,2,5.361917378518451,3.2789708796690626,4.078480012683512,1.5438784462323218,1.937093660124648,9.238396164514047,2.9767865838346976,12.719368270871016,3.7341436781606445,1.1166211251603098
36200,1.0,3,7.10308713264117,5.673182441121081,6.996657718734762,1.5372562221517687,1.9294805520295493,16.306190518315717,2.9767865838346976,19.772927292497034,3.7309060546940973,1.12374665724949
36200,1.0,4,9.420335080520497,8.863486382153265,10.86329886992711,1.5318157088890514,1.9449402073418693,25.67036441636988,2.9767865838346976,29.1471203326008,3.7198949811617403,1.127273881758029
36200,1.0,5,12.523005549294828,13.136107082932579,15.971468903326132,1.5248526751583777,1.9138064374993373,38.19192242289587,2.9767865838346976,41.63058153555359,3.721066456446427,1.1332128837319981
36200,1.0,6,16.67765015387216,18.865552347039813,22.795327897235957,1.5224025970401964,1.9312089323099735,54.88491886879782,2.9767865838346976,58.33853039814798,3.700312264078823,1.1368090372105972
36850,0.0,1,4.455403854825349,1.9475594810278627,1.7873013788964518,1.9475594810278627,1.7873013788964518,4.455403854825343,3.222693512004808,8.190264714749658,4.893228349798853,1.0736534762380394
36850,0.0,2,5.854417034822023,4.180831333485877,3.815129898390066,1.9790352209932867,1.8262888117949256,10.045054233909752,3.222693512004808,13.850378266697962,4.90719639729077,1.0961710795902024
36850,0.0,3,7.775801661355497,7.243615123441207,6.548133149484366,1.9827842012776578,1.8080191410414281,17.77674659196198,3.222693512004808,21.567549934281068,4.915234268891357,1.0728591752396384
36850,0.0,4,10.332899871815801,11.328328113677872,10.153079583894787,1.98673483691147,1.7991627917536752,28.028409940723314,3.222693512004808,31.81430756938846,4.915794073704422,1.0639796163443087
36850,0.0,5,13.756408092756367,16.79967168432718,14.949988958258997,1.9859920837726655,1.8015715153845642,41.71850513618531,3.222693512004808,45.50606873534254,4.918790942115174,1.0581548026351117
