origin,retention,N,method,device,conditioning_setup_seconds,sampling_seconds,residual_gather_seconds,fine_seconds,device_seconds,transfer_seconds,event_seconds,total_seconds,enclosure_seconds,compaction_seconds
31409,0.0,256,fine_mc,cuda,0.0061157941818237305,0.05010596849024296,0.001613778993487358,0.002159843221306801,0.002116096019744873,0.005026305094361305,0.0004283040761947632,0.0656268261373043,,
31409,0.0,256,empirical_selective,cuda,0.0061157941818237305,0.05010596849024296,0.001613778993487358,0.0010650772601366043,,0.005603233352303505,,0.0729473140090704,0.005575681105256081,0.0026909485459327698
31409,0.0,256,certified_fallback,cuda,0.0061157941818237305,0.05010596849024296,0.001613778993487358,0.0009748153388500214,,0.00479644350707531,,0.06991971842944622,0.005575681105256081,0.0
31409,0.0,256,fine_mc,cpu,0.0042605921626091,0.046488672494888306,0.00256393663585186,0.018040936440229416,0.0,0.0,0.0003883522003889084,0.07183769159018993,,
31409,0.0,1024,fine_mc,cuda,0.004125550389289856,0.18940514139831066,0.0035782624036073685,0.002321958541870117,0.0022890241146087645,0.010270358994603157,0.001450890675187111,0.2112550027668476,,
31409,0.0,1024,empirical_selective,cuda,0.004125550389289856,0.18940514139831066,0.0035782624036073685,0.00241105817258358,,0.01679336465895176,,0.24477095901966095,0.0232782531529665,0.005076488479971886
31409,0.0,1024,certified_fallback,cuda,0.004125550389289856,0.18940514139831066,0.0035782624036073685,0.0023048035800457,,0.005702393129467964,,0.230459438636899,0.0232782531529665,0.0
31409,0.0,1024,fine_mc,cpu,0.005258277058601379,0.19186484813690186,0.008581578731536865,0.042782675474882126,0.0,0.0,0.0013045109808444977,0.2501626741141081,,
31409,0.15,256,fine_mc,cuda,0.005574988201260567,0.027631891891360283,0.001114698126912117,0.0011086463928222656,0.001066975951194763,0.0017160121351480484,0.0005531739443540573,0.037850162014365196,,
31409,0.15,256,empirical_selective,cuda,0.005574988201260567,0.027631891891360283,0.001114698126912117,0.0011378377676010132,,0.0027410276234149933,,0.05242734029889107,0.008180595934391022,0.005895549431443214
31409,0.15,256,certified_fallback,cuda,0.005574988201260567,0.027631891891360283,0.001114698126912117,0.0009257160127162933,,0.002095825970172882,,0.046345410868525505,0.008180595934391022,0.0
31409,0.15,256,fine_mc,cpu,0.004899565130472183,0.033321820199489594,0.0014696009457111359,0.009454792365431786,0.0,0.0,0.0005144719034433365,0.04978231340646744,,
31409,0.15,1024,fine_mc,cuda,0.004863793030381203,0.21122290194034576,0.004095679149031639,0.002353886142373085,0.0023141438961029053,0.006969008594751358,0.002192895859479904,0.23177853599190712,,
31409,0.15,1024,empirical_selective,cuda,0.004863793030381203,0.21122290194034576,0.004095679149031639,0.0025040265172719955,,0.006978588178753853,,0.26820862852036953,0.028199685737490654,0.010263582691550255
31409,0.15,1024,certified_fallback,cuda,0.004863793030381203,0.21122290194034576,0.004095679149031639,0.0023673363029956818,,0.006981721147894859,,0.259691946208477,0.028199685737490654,0.0
31409,0.15,1024,fine_mc,cpu,0.005774252116680145,0.21282069385051727,0.003429025411605835,0.04105827584862709,0.0,0.0,0.001405050978064537,0.26479033567011356,,
31409,1.0,256,fine_mc,cuda,0.006865760311484337,0.04007613845169544,0.0014212466776371002,0.0010506771504878998,0.0010120960474014281,0.0017894115298986435,0.000444142147898674,0.051739687100052834,,
31409,1.0,256,empirical_selective,cuda,0.006865760311484337,0.04007613845169544,0.0014212466776371002,0.00094650499522686,,0.001635335385799408,,0.05697888880968094,0.005151096731424332,0.0007904954254627228
31409,1.0,256,certified_fallback,cuda,0.006865760311484337,0.04007613845169544,0.0014212466776371002,0.0009532775729894638,,0.0018825232982635498,,0.05716335028409958,0.005151096731424332,0.0
31409,1.0,256,fine_mc,cpu,0.005797112360596657,0.04488525539636612,0.0011298786848783493,0.007561692968010902,0.0,0.0,0.0003536008298397064,0.05984172597527504,,
31409,1.0,1024,fine_mc,cuda,0.007382860407233238,0.2626285031437874,0.0037843063473701477,0.0023193955421447754,0.002284287929534912,0.006256483495235443,0.001522080972790718,0.2840110417455435,,
31409,1.0,1024,empirical_selective,cuda,0.007382860407233238,0.2626285031437874,0.0037843063473701477,0.00232013501226902,,0.006492676213383675,,0.3151201792061329,0.026179613545536995,0.006214672699570656
31409,1.0,1024,certified_fallback,cuda,0.007382860407233238,0.2626285031437874,0.0037843063473701477,0.0023094862699508667,,0.010585468262434006,,0.3147855903953314,0.026179613545536995,0.0
31409,1.0,1024,fine_mc,cpu,0.006080253049731255,0.26537291146814823,0.002671359106898308,0.030835317447781563,0.0,0.0,0.0015281718224287033,0.3066161014139652,,
31490,0.0,256,fine_mc,cuda,0.004779864102602005,0.026815379038453102,0.0019018948078155518,0.0010860078036785126,0.0010450559854507447,0.0031256917864084244,0.00043725408613681793,0.0382388886064291,,
31490,0.0,256,empirical_selective,cuda,0.004779864102602005,0.026815379038453102,0.0019018948078155518,0.0010269954800605774,,0.0016406122595071793,,0.04276007600128651,0.005570488050580025,0.0009320452809333801
31490,0.0,256,certified_fallback,cuda,0.004779864102602005,0.026815379038453102,0.0019018948078155518,0.0009232182055711746,,0.001799488440155983,,0.042447496205568314,0.005570488050580025,0.0
31490,0.0,256,fine_mc,cpu,0.005887072533369064,0.023221401497721672,0.000878525897860527,0.007445963099598885,0.0,0.0,0.00033980049192905426,0.04549133777618408,,
31490,0.0,1024,fine_mc,cuda,0.004324888810515404,0.13150694966316223,0.0025196783244609833,0.0023086853325366974,0.0022740480899810793,0.006907617673277855,0.0017677005380392075,0.14943590015172958,,
31490,0.0,1024,empirical_selective,cuda,0.004324888810515404,0.13150694966316223,0.0025196783244609833,0.0023099370300769806,,0.004048656672239304,,0.18005120567977428,0.028103603050112724,0.007137112319469452
31490,0.0,1024,certified_fallback,cuda,0.004324888810515404,0.13150694966316223,0.0025196783244609833,0.0023315362632274628,,0.005245517939329147,,0.17586935497820377,0.028103603050112724,0.0
31490,0.0,1024,fine_mc,cpu,0.004346862435340881,0.17425726540386677,0.0026742685586214066,0.03370601683855057,0.0,0.0,0.0014780201017856598,0.21667242050170898,,
31490,0.15,256,fine_mc,cuda,0.0055738575756549835,0.02731001190841198,0.001350540667772293,0.0013478193432092667,0.001301184058189392,0.0017218682914972305,0.0004990808665752411,0.0379362478852272,,
31490,0.15,256,empirical_selective,cuda,0.0055738575756549835,0.02731001190841198,0.001350540667772293,0.0011690407991409302,,0.0016022194176912308,,0.04303056187927723,0.0051783062517642975,0.0007135160267353058
31490,0.15,256,certified_fallback,cuda,0.0055738575756549835,0.02731001190841198,0.001350540667772293,0.0009618848562240601,,0.001779632642865181,,0.04284611716866493,0.0051783062517642975,0.0
31490,0.15,256,fine_mc,cpu,0.0050087738782167435,0.031610291451215744,0.0011941473931074142,0.008803432807326317,0.0,0.0,0.00033531151711940765,0.04846976697444916,,
31490,0.15,1024,fine_mc,cuda,0.004668042063713074,0.13594460859894753,0.0035185832530260086,0.0023251771926879883,0.0022889280319213865,0.0055892206728458405,0.0015658903867006302,0.1536896526813507,,
31490,0.15,1024,empirical_selective,cuda,0.004668042063713074,0.13594460859894753,0.0035185832530260086,0.00231262668967247,,0.0048101842403411865,,0.17684509232640266,0.020870504900813103,0.004642412066459656
31490,0.15,1024,certified_fallback,cuda,0.004668042063713074,0.13594460859894753,0.0035185832530260086,0.0023207888007164,,0.0102513637393713,,0.17932384833693504,0.020870504900813103,0.0
31490,0.15,1024,fine_mc,cpu,0.0049846842885017395,0.19555928371846676,0.002941211685538292,0.03936689347028732,0.0,0.0,0.002044694498181343,0.2450418584048748,,
31490,1.0,256,fine_mc,cuda,0.006761057302355766,0.05519132688641548,0.0010262168943881989,0.0013884399086236954,0.0013275840282440186,0.002145737409591675,0.0004700515419244766,0.06718765944242477,,
31490,1.0,256,empirical_selective,cuda,0.006761057302355766,0.05519132688641548,0.0010262168943881989,0.000988498330116272,,0.0015906896442174911,,0.07152850739657879,0.004991304129362106,0.0007745847105979919
31490,1.0,256,certified_fallback,cuda,0.006761057302355766,0.05519132688641548,0.0010262168943881989,0.0009784866124391556,,0.0017089322209358215,,0.0714376550167799,0.004991304129362106,0.0
31490,1.0,256,fine_mc,cpu,0.006190292537212372,0.042916439473629,0.0007259156554937363,0.007410002872347832,0.0,0.0,0.0003602132201194763,0.05772324278950691,,
31490,1.0,1024,fine_mc,cuda,0.006388593465089798,0.283046405762434,0.005899909883737564,0.0023209471255540848,0.002287616014480591,0.006027070805430412,0.0015663299709558487,0.30536602810025215,,
31490,1.0,1024,empirical_selective,cuda,0.006388593465089798,0.283046405762434,0.005899909883737564,0.0023087169975042343,,0.007030509412288666,,0.33334764651954174,0.02246413566172123,0.006092604249715805
31490,1.0,1024,certified_fallback,cuda,0.006388593465089798,0.283046405762434,0.005899909883737564,0.0023034755140542984,,0.00970509834587574,,0.3317859712988138,0.02246413566172123,0.0
31490,1.0,1024,fine_mc,cpu,0.006586315110325813,0.26874675415456295,0.00370192714035511,0.03199724107980728,0.0,0.0,0.0014289692044258118,0.3126157186925411,,
31571,0.0,256,fine_mc,cuda,0.00421249121427536,0.02518528886139393,0.001248091459274292,0.0010262075811624527,0.0009911680221557618,0.003628203645348549,0.0011388380080461502,0.03652484342455864,,
31571,0.0,256,empirical_selective,cuda,0.00421249121427536,0.02518528886139393,0.001248091459274292,0.0010386370122432709,,0.005229497328400612,,0.043834537267684937,0.005688169971108437,0.0011466387659311295
31571,0.0,256,certified_fallback,cuda,0.00421249121427536,0.02518528886139393,0.001248091459274292,0.0009282678365707397,,0.005422957241535187,,0.043542804196476936,0.005688169971108437,0.0
31571,0.0,256,fine_mc,cpu,0.004220299422740936,0.02218860387802124,0.0007456522434949875,0.007248209789395332,0.0,0.0,0.00035124458372592926,0.04315341264009476,,
31571,0.0,1024,fine_mc,cuda,0.004263250157237053,0.1292299311608076,0.002539306879043579,0.002321304753422737,0.0022745280265808105,0.004597915336489677,0.0015782210975885391,0.14462336152791977,,
31571,0.0,1024,empirical_selective,cuda,0.004263250157237053,0.1292299311608076,0.002539306879043579,0.002297505736351013,,0.005538150668144226,,0.1800022292882204,0.029213404282927513,0.006827248260378838
31571,0.0,1024,certified_fallback,cuda,0.004263250157237053,0.1292299311608076,0.002539306879043579,0.0023366454988718033,,0.006396835669875145,,0.17574044689536095,0.029213404282927513,0.0
31571,0.0,1024,fine_mc,cpu,0.004370510578155518,0.17191310971975327,0.0037331487983465195,0.03972099535167217,0.0,0.0,0.0014081187546253204,0.2212804313749075,,
31571,0.15,256,fine_mc,cuda,0.0049177855253219604,0.024543650448322296,0.0008628349751234055,0.0010160282254219055,0.0009811199903488159,0.0017009098082780838,0.000439964234828949,0.03358658403158188,,
31571,0.15,256,empirical_selective,cuda,0.0049177855253219604,0.024543650448322296,0.0008628349751234055,0.0009818244725465775,,0.0016004722565412521,,0.03884922154247761,0.005085956305265427,0.0007512867450714111
31571,0.15,256,certified_fallback,cuda,0.0049177855253219604,0.024543650448322296,0.0008628349751234055,0.0009009148925542831,,0.0017212629318237305,,0.038686150684952736,0.005085956305265427,0.0
31571,0.15,256,fine_mc,cpu,0.004843853414058685,0.030275410041213036,0.0008202437311410904,0.011509740725159645,0.0,0.0,0.00034272298216819763,0.04788356274366379,,
31571,0.15,1024,fine_mc,cuda,0.00476173497736454,0.13220837153494358,0.003420494496822357,0.002291543409228325,0.002261023998260498,0.006581535562872887,0.0016107019037008286,0.15096517093479633,,
31571,0.15,1024,empirical_selective,cuda,0.00476173497736454,0.13220837153494358,0.003420494496822357,0.0023048482835292816,,0.0072486791759729385,,0.184299623593688,0.028109543025493622,0.006155163049697876
31571,0.15,1024,certified_fallback,cuda,0.00476173497736454,0.13220837153494358,0.003420494496822357,0.0023000556975603104,,0.005996353924274445,,0.17864874377846718,0.028109543025493622,0.0
31571,0.15,1024,fine_mc,cpu,0.005086986348032951,0.19027899578213692,0.006309434771537781,0.035015784204006195,0.0,0.0,0.0014508310705423355,0.23828266188502312,,
31571,1.0,256,fine_mc,cuda,0.00603526271879673,0.04249519854784012,0.0007438734173774719,0.001055847853422165,0.001020416021347046,0.0017273034900426865,0.0004212241619825363,0.05255996994674206,,
31571,1.0,256,empirical_selective,cuda,0.00603526271879673,0.04249519854784012,0.0007438734173774719,0.0011803600937128067,,0.0016918443143367767,,0.058065250515937805,0.005081716924905777,0.0007557347416877747
31571,1.0,256,certified_fallback,cuda,0.00603526271879673,0.04249519854784012,0.0007438734173774719,0.0009170044213533401,,0.0016990695148706436,,0.057628143578767776,0.005081716924905777,0.0
31571,1.0,256,fine_mc,cpu,0.005981050431728363,0.05727623961865902,0.000921616330742836,0.007961675524711609,0.0,0.0,0.0003304537385702133,0.07261819951236248,,
31571,1.0,1024,fine_mc,cuda,0.006453007459640503,0.23908975906670094,0.00716705247759819,0.0022960957139730453,0.0022644801139831542,0.0060697440057992935,0.002612028270959854,0.2638168316334486,,
31571,1.0,1024,empirical_selective,cuda,0.006453007459640503,0.23908975906670094,0.00716705247759819,0.0022925157099962234,,0.004712611436843872,,0.2836803253740072,0.019635455682873726,0.004200778901576996
31571,1.0,1024,certified_fallback,cuda,0.006453007459640503,0.23908975906670094,0.00716705247759819,0.00229780375957489,,0.004038708284497261,,0.28048697486519814,0.019635455682873726,0.0
31571,1.0,1024,fine_mc,cpu,0.006119772791862488,0.2508934698998928,0.0027126893401145935,0.027887705713510513,0.0,0.0,0.0013993103057146072,0.2891732379794121,,
31652,0.0,256,fine_mc,cuda,0.004234831780195236,0.022619860246777534,0.0009732376784086227,0.0010311994701623917,0.0009928640127182006,0.0017204321920871735,0.00043304450809955597,0.031092092394828796,,
31652,0.0,256,empirical_selective,cuda,0.004234831780195236,0.022619860246777534,0.0009732376784086227,0.00109182670712471,,0.004872094839811325,,0.04009493067860603,0.005372688174247742,0.0008509047329425812
31652,0.0,256,certified_fallback,cuda,0.004234831780195236,0.022619860246777534,0.0009732376784086227,0.001153917983174324,,0.004064647480845451,,0.03907586447894573,0.005372688174247742,0.0
31652,0.0,256,fine_mc,cpu,0.0042798519134521484,0.021673019975423813,0.0007179956883192062,0.007074197754263878,0.0,0.0,0.0003283228725194931,0.038652317598462105,,
31652,0.0,1024,fine_mc,cuda,0.004312710836529732,0.11236801370978355,0.004952995106577873,0.00231146439909935,0.0022681920528411863,0.007063230499625206,0.001456739380955696,0.13255438394844532,,
31652,0.0,1024,empirical_selective,cuda,0.004312710836529732,0.11236801370978355,0.004952995106577873,0.0023068562150001526,,0.006643258035182953,,0.16855884715914726,0.02934468351304531,0.008541099727153778
31652,0.0,1024,certified_fallback,cuda,0.004312710836529732,0.11236801370978355,0.004952995106577873,0.002298075705766678,,0.004443550482392311,,0.15951448120176792,0.02934468351304531,0.0
31652,0.0,1024,fine_mc,cpu,0.004343342036008835,0.19011609442532063,0.0035632848739624023,0.037499113008379936,0.0,0.0,0.0014616306871175766,0.23712064512073994,,
31652,0.15,256,fine_mc,cuda,0.005059124901890755,0.02570071816444397,0.0010024961084127426,0.0010268986225128174,0.0009902719855308534,0.0017446335405111313,0.000417172908782959,0.035062387585639954,,
31652,0.15,256,empirical_selective,cuda,0.005059124901890755,0.02570071816444397,0.0010024961084127426,0.0009817276149988174,,0.0016185510903596878,,0.040402842685580254,0.005142504349350929,0.0007863771170377731
31652,0.15,256,certified_fallback,cuda,0.005059124901890755,0.02570071816444397,0.0010024961084127426,0.0009123366326093674,,0.0017661750316619873,,0.04025940038263798,0.005142504349350929,0.0
31652,0.15,256,fine_mc,cpu,0.0050032660365104675,0.032937100157141685,0.0006493367254734039,0.011014368385076523,0.0,0.0,0.0003361739218235016,0.05004412122070789,,
