origin,backend,generation_seconds,rollout_seconds,event_and_interval_seconds,total_seconds,scenario_sha256,events
33764,dense,0.15034734085202217,0.027715671807527542,0.0016246717423200607,0.17968768440186977,9b03bcbb47631e5eda76c85473a31bd7829b6c96ed3152d58cf6ca0fe73f5c24,24
33845,dense,0.20709541998803616,0.029934028163552284,0.0019173715263605118,0.23894681967794895,913f324ecf4da2e43efcf0b3289c01c469469025e760ea8d446233acbbfbac4a,0
33845,csr,0.20709541998803616,0.040883276611566544,0.001800093799829483,0.24977879039943218,913f324ecf4da2e43efcf0b3289c01c469469025e760ea8d446233acbbfbac4a,0
33926,csr,0.15650717541575432,0.033960968255996704,0.0018119625747203827,0.1922801062464714,876c4e8ff70fa869706e4e7176097441e630fd849053ca89b62870e3f40dae3b,0
33926,dense,0.15650717541575432,0.02895822376012802,0.0017683319747447968,0.18723373115062714,876c4e8ff70fa869706e4e7176097441e630fd849053ca89b62870e3f40dae3b,0
34007,dense,0.19472172297537327,0.03127622976899147,0.0015594232827425003,0.22755737602710724,188a9eb3abca49a694dbac16ba1619b8092e61d92a0a44a20241e12a3cbbaafa,0
34007,csr,0.19472172297537327,0.03587615117430687,0.0014468394219875336,0.23204471357166767,188a9eb3abca49a694dbac16ba1619b8092e61d92a0a44a20241e12a3cbbaafa,0
34089,csr,0.23089304380118847,0.03707508742809296,0.0016323421150445938,0.269600473344326,4ef242ce6c522ab831e0800e2ceef12087c8b7747a7f3e5a44da9a8fb3056d62,3
34089,dense,0.23089304380118847,0.030490783974528313,0.0017082318663597107,0.2630920596420765,4ef242ce6c522ab831e0800e2ceef12087c8b7747a7f3e5a44da9a8fb3056d62,3
34170,dense,0.1581016555428505,0.028232857584953308,0.0016052424907684326,0.18793975561857224,2c9bd99e8f14419ed3825254d1a7c7d9f6e9d50a42d9bf9d91500c68ff98c24d,0
34170,csr,0.1581016555428505,0.04034460335969925,0.0019577108323574066,0.20040396973490715,2c9bd99e8f14419ed3825254d1a7c7d9f6e9d50a42d9bf9d91500c68ff98c24d,0
34251,csr,0.2036003563553095,0.03471752256155014,0.001927051693201065,0.2402449306100607,2d634c343d817924c16dd6dfcba421151719bbd5a38496c53a2ee80d71a64b06,0
34251,dense,0.2036003563553095,0.028252677991986275,0.0016873721033334732,0.23354040645062923,2d634c343d817924c16dd6dfcba421151719bbd5a38496c53a2ee80d71a64b06,0
34332,dense,0.21414122730493546,0.03018300049006939,0.0015163123607635498,0.2458405401557684,8cdf9d53fa6caaaf147e2d6d59e1f54f7fc1f93361ff09d850469505f5164b46,0
34332,csr,0.21414122730493546,0.035941703245043755,0.0017703641206026077,0.2518532946705818,8cdf9d53fa6caaaf147e2d6d59e1f54f7fc1f93361ff09d850469505f5164b46,0
34413,csr,0.2063909564167261,0.036166682839393616,0.0015654917806386948,0.24412313103675842,714469395d2dd64572e81fb357d93e8a6c8913f0a0e8293776c09bc7f53ead46,3
34413,dense,0.2063909564167261,0.02652607671916485,0.0020590443164110184,0.23497607745230198,714469395d2dd64572e81fb357d93e8a6c8913f0a0e8293776c09bc7f53ead46,3
34495,dense,0.1599387601017952,0.031351158395409584,0.0016336403787136078,0.1929235588759184,ba89dc013adf2150aa928fbca74363b8f9092951fd2c4bc3a905c47e404d40fd,0
34495,csr,0.1599387601017952,0.037489231675863266,0.0015837214887142181,0.19901171326637268,ba89dc013adf2150aa928fbca74363b8f9092951fd2c4bc3a905c47e404d40fd,0
34576,csr,0.2188168615102768,0.03477800451219082,0.00166231207549572,0.25525717809796333,a880179237dd85ed342f8bbc19d35b3c1cfaa0375c5baf262d2d27b2771f2526,0
34576,dense,0.2188168615102768,0.03208965249359608,0.001502281054854393,0.25240879505872726,a880179237dd85ed342f8bbc19d35b3c1cfaa0375c5baf262d2d27b2771f2526,0
34657,dense,0.21023499220609665,0.028975412249565125,0.0018197428435087204,0.2410301472991705,e7968d7131d060c815b3b9196488538051722d2bef8b7fcb37dd68b8cbd0c0e5,125
34657,csr,0.21023499220609665,0.038500238209962845,0.0019081756472587585,0.25064340606331825,e7968d7131d060c815b3b9196488538051722d2bef8b7fcb37dd68b8cbd0c0e5,125
34738,csr,0.20309695228934288,0.0357913114130497,0.0016284696757793427,0.24051673337817192,294884b163eefa0d25f7410c08bd7c7a50e598ae9f0a892c24a35c1e816a5c52,10
34738,dense,0.20309695228934288,0.03118007630109787,0.0015732720494270325,0.23585030063986778,294884b163eefa0d25f7410c08bd7c7a50e598ae9f0a892c24a35c1e816a5c52,10
34819,dense,0.21688753552734852,0.0279729962348938,0.001499861478805542,0.24636039324104786,944074990c29a5e4986a70addf5699566fa844ffadfb9b45ba839e4448c5ac81,0
34819,csr,0.21688753552734852,0.039278244599699974,0.0022145360708236694,0.25838031619787216,944074990c29a5e4986a70addf5699566fa844ffadfb9b45ba839e4448c5ac81,0
34901,csr,0.21381894499063492,0.035185907036066055,0.0015649721026420593,0.25056982412934303,72097db3569eea1993dbae7c94136ba08a7d2a89b276a8b02dcf137aba8fe11a,0
34901,dense,0.21381894499063492,0.02898528426885605,0.0016560722142457962,0.24446030147373676,72097db3569eea1993dbae7c94136ba08a7d2a89b276a8b02dcf137aba8fe11a,0
34982,dense,0.1462152637541294,0.032340675592422485,0.0016987435519695282,0.18025468289852142,876833b317c513694fee8b14cff56fcaf1587bfb8dc0efd9977fe7a3f3f61f06,0
34982,csr,0.1462152637541294,0.03770045377314091,0.0016477126628160477,0.18556343019008636,876833b317c513694fee8b14cff56fcaf1587bfb8dc0efd9977fe7a3f3f61f06,0
35063,csr,0.21528589725494385,0.036095794290304184,0.0017471220344305038,0.25312881357967854,742f56ec76a26630719e53f8d8cb3f5e6d340a30457063b279db3ecbe3d445b3,18
35063,dense,0.21528589725494385,0.0251117255538702,0.0016506221145391464,0.2420482449233532,742f56ec76a26630719e53f8d8cb3f5e6d340a30457063b279db3ecbe3d445b3,18
35144,dense,0.21618416346609592,0.03194734454154968,0.0017130933701992035,0.2498446013778448,d6ffde4ec1a58a078f057570e2e89fcaf2ec1b2f4dd042065178cac5399015d3,0
35144,csr,0.21618416346609592,0.03964932821691036,0.001475851982831955,0.25730934366583824,d6ffde4ec1a58a078f057570e2e89fcaf2ec1b2f4dd042065178cac5399015d3,0
35225,csr,0.2075481228530407,0.03735566884279251,0.001799263060092926,0.24670305475592613,e0f76aa4ab7cc7dd178c1ba7120e38b6ec43c4cf88404e5d80a73a1520b08d89,393
35225,dense,0.2075481228530407,0.03125922009348869,0.0015933718532323837,0.24040071479976177,e0f76aa4ab7cc7dd178c1ba7120e38b6ec43c4cf88404e5d80a73a1520b08d89,393
35307,dense,0.20746674202382565,0.028282437473535538,0.0016671903431415558,0.23741636984050274,da456890509b3824ebe87bb878f083ec97e8f6ce219c97e92bcba231712ae5be,69
35307,csr,0.20746674202382565,0.03739969991147518,0.0016162097454071045,0.24648265168070793,da456890509b3824ebe87bb878f083ec97e8f6ce219c97e92bcba231712ae5be,69
35388,csr,0.21461176127195358,0.03305899165570736,0.0015021413564682007,0.24917289428412914,2d4606efe3b941c595e03b53fcda8885aac7efd73c7cccd17ed739ef161dd5e1,0
35388,dense,0.21461176127195358,0.030326101928949356,0.0017611626535654068,0.24669902585446835,2d4606efe3b941c595e03b53fcda8885aac7efd73c7cccd17ed739ef161dd5e1,0
35469,dense,0.21874499134719372,0.028311120346188545,0.0015454292297363281,0.2486015409231186,a179ea87d050ba442300506c3ac6f52c99cd834750f6e69d4785cf86e28d9959,0
35469,csr,0.21874499134719372,0.04191748425364494,0.003969468176364899,0.26463194377720356,a179ea87d050ba442300506c3ac6f52c99cd834750f6e69d4785cf86e28d9959,0
35550,csr,0.21228233352303505,0.030244512483477592,0.0015100408345460892,0.24403688684105873,6773df8602fd342c71e5bf1b8d00e6f7fefc32736e7f69f062e4e8e233c62eb5,0
35550,dense,0.21228233352303505,0.02988342009484768,0.0017570313066244125,0.24392278492450714,6773df8602fd342c71e5bf1b8d00e6f7fefc32736e7f69f062e4e8e233c62eb5,0
35632,dense,0.2141907475888729,0.031859252601861954,0.0016388408839702606,0.24768884107470512,ab00f10d8116e5fa8e2a84990a984225df5b4e40ffdba353bc597ec0af8a3b56,564
35632,csr,0.2141907475888729,0.037225550040602684,0.0018694140017032623,0.25328571163117886,ab00f10d8116e5fa8e2a84990a984225df5b4e40ffdba353bc597ec0af8a3b56,564
35713,csr,0.2125796265900135,0.03801237605512142,0.0016499627381563187,0.25224196538329124,5a01e66a5b6c8a9f5f6ccababa99497b69146400fdfaa74db944d81942e09242,0
35713,dense,0.2125796265900135,0.03301488235592842,0.0017708521336317062,0.24736536107957363,5a01e66a5b6c8a9f5f6ccababa99497b69146400fdfaa74db944d81942e09242,0
35794,dense,0.2058066986501217,0.028810624033212662,0.0017405115067958832,0.23635783419013023,2fe58fb73aabb739484a4ea8b6d946c02d288faaa7a7b673159f6ecca699c42d,67
35794,csr,0.2058066986501217,0.03667427599430084,0.0019324645400047302,0.24441343918442726,2fe58fb73aabb739484a4ea8b6d946c02d288faaa7a7b673159f6ecca699c42d,67
35875,csr,0.21509867534041405,0.03566762059926987,0.0016490723937749863,0.2524153683334589,f8fada1a65ed2da479c88e8ac832f11d1d414d32f5d4c2e6e8b855913cea5d98,0
35875,dense,0.21509867534041405,0.030881263315677643,0.0015556011348962784,0.24753553979098797,f8fada1a65ed2da479c88e8ac832f11d1d414d32f5d4c2e6e8b855913cea5d98,0
35956,dense,0.2198654394596815,0.030256791040301323,0.0018303226679563522,0.2519525531679392,b639950335b50799c042f0625b0abaa94cb02bd0954a29c016e50ea73f12c26d,0
35956,csr,0.2198654394596815,0.0423582848161459,0.00198209285736084,0.26420581713318825,b639950335b50799c042f0625b0abaa94cb02bd0954a29c016e50ea73f12c26d,0
36038,csr,0.1533617414534092,0.034198347479104996,0.0017327722162008286,0.18929286114871502,f97d7b15f906e6a5e6ceb90ca8f04be3c575e9f481abc8c95181d7f0b8961917,0
36038,dense,0.1533617414534092,0.03185413405299187,0.0018510352820158005,0.18706691078841686,f97d7b15f906e6a5e6ceb90ca8f04be3c575e9f481abc8c95181d7f0b8961917,0
36119,dense,0.2108996268361807,0.030140681192278862,0.0016986038535833359,0.24273891188204288,1b6163f2d42f7365230253a9b915a881fcdbf585e61b83d360433368033ca2f3,1
36119,csr,0.2108996268361807,0.04054032452404499,0.0019527040421962738,0.25339265540242195,1b6163f2d42f7365230253a9b915a881fcdbf585e61b83d360433368033ca2f3,1
36200,csr,0.14885668270289898,0.03293393924832344,0.0018324516713619232,0.18362307362258434,094a957c5dede62dbda6105d47e261f2fad4d8dd70c43e3e5e545ff2f886b564,0
36200,dense,0.14885668270289898,0.03261456824839115,0.0015042200684547424,0.18297547101974487,094a957c5dede62dbda6105d47e261f2fad4d8dd70c43e3e5e545ff2f886b564,0
36281,dense,0.23224693350493908,0.02911987341940403,0.0016899500042200089,0.2630567569285631,590c2b94a9582d238507666a331cc09ad99e4a985d32946053b7ef96f7a951c5,0
36281,csr,0.23224693350493908,0.03764871321618557,0.0028834007680416107,0.27277904748916626,590c2b94a9582d238507666a331cc09ad99e4a985d32946053b7ef96f7a951c5,0
36362,csr,0.1483225580304861,0.03638175316154957,0.0016045290976762772,0.18630884028971195,d6061c3da4db13acfbffe4b9acba3243894909229594f1bd03b10550337a6af9,0
36362,dense,0.1483225580304861,0.03180397115647793,0.0014947298914194107,0.18162125907838345,d6061c3da4db13acfbffe4b9acba3243894909229594f1bd03b10550337a6af9,0
36444,dense,0.20759988203644753,0.02700204774737358,0.0015837308019399643,0.23618566058576107,adab3213fd61828bcdb9457b1bbcac64329c18e2d159fa0c3bcc1ab24ea65e5e,7
36444,csr,0.20759988203644753,0.037749532610177994,0.001934165135025978,0.2472835797816515,adab3213fd61828bcdb9457b1bbcac64329c18e2d159fa0c3bcc1ab24ea65e5e,7
36525,csr,0.14121508784592152,0.03305189870297909,0.0015298929065465927,0.1757968794554472,8bd2e22a35997767aa6c1f1c9927917a721cea7433f2180b47b61705c26af05b,0
36525,dense,0.14121508784592152,0.030941205099225044,0.00151837058365345,0.1736746635288,8bd2e22a35997767aa6c1f1c9927917a721cea7433f2180b47b61705c26af05b,0
36606,dense,0.1969372071325779,0.02676359750330448,0.0015094708651304245,0.2252102755010128,174d67e6341c0bb3f2e01c45ba14779371e8a8edcfde27c0b41ab59c0d834983,0
36606,csr,0.1969372071325779,0.0382437277585268,0.0018186327069997787,0.23699956759810448,174d67e6341c0bb3f2e01c45ba14779371e8a8edcfde27c0b41ab59c0d834983,0
36687,csr,0.13991164974868298,0.03485594503581524,0.0014713406562805176,0.17623893544077873,6c7749e312113d738fa1283d081d253d45c54a2442a303a89c127754392552d8,0
36687,dense,0.13991164974868298,0.03430186025798321,0.0014712512493133545,0.17568476125597954,6c7749e312113d738fa1283d081d253d45c54a2442a303a89c127754392552d8,0
36769,dense,0.2039166558533907,0.02901226095855236,0.0019655246287584305,0.23489444144070148,23b9a6ee2eed7c7bac306204214ad1ed24995b0268c66f337b0639411c75c70b,464
36769,csr,0.2039166558533907,0.037830352783203125,0.001860184594988823,0.24360719323158264,23b9a6ee2eed7c7bac306204214ad1ed24995b0268c66f337b0639411c75c70b,464
36850,csr,0.1540542058646679,0.03325614146888256,0.0014646872878074646,0.18877503462135792,1185d12dec80189b9c4327c7f32ffd8f93bef7144390c0c1039cebe036f088e5,0
36850,dense,0.1540542058646679,0.029000472277402878,0.0015035197138786316,0.1845581978559494,1185d12dec80189b9c4327c7f32ffd8f93bef7144390c0c1039cebe036f088e5,0
36931,dense,0.2193202767521143,0.029598064720630646,0.001968514174222946,0.2508868556469679,f1507a16f5ba74e5f5d9630dd93db59841a88427bf1383945a647a87aa43cec4,20
36931,csr,0.2193202767521143,0.04790775664150715,0.0016351323574781418,0.2688631657510996,f1507a16f5ba74e5f5d9630dd93db59841a88427bf1383945a647a87aa43cec4,20
37012,csr,0.15675019659101963,0.033295273780822754,0.0017517022788524628,0.19179717265069485,44bf63ad71511a9d60b17d2a4b0e451f46cae1e5328ebd66aec74ba4644046f0,0
37012,dense,0.15675019659101963,0.029512235894799232,0.0017349720001220703,0.18799740448594093,44bf63ad71511a9d60b17d2a4b0e451f46cae1e5328ebd66aec74ba4644046f0,0
37093,dense,0.21324250288307667,0.029170982539653778,0.0015476308763027191,0.24396111629903316,36fb06c578b94a980f3ebea1457c2039bbe5369154f1aa1824fb9b91773ae2c4,0
37093,csr,0.21324250288307667,0.03637651726603508,0.001486087217926979,0.2511051073670387,36fb06c578b94a980f3ebea1457c2039bbe5369154f1aa1824fb9b91773ae2c4,0
37175,csr,0.23999164812266827,0.03632034361362457,0.0015017800033092499,0.2778137717396021,949bf88365528c7442f32a7dfa5f0099693df5f3928fd8de9bb909e7346ab08f,0
37175,dense,0.23999164812266827,0.035360898822546005,0.00192936509847641,0.2772819120436907,949bf88365528c7442f32a7dfa5f0099693df5f3928fd8de9bb909e7346ab08f,0
37256,dense,0.1598067283630371,0.030628442764282227,0.0017375126481056213,0.19217268377542496,0411a506adec062d0fb9201c7cea741df6b2ea515c9e7927270909d20cfb19f8,57
37256,csr,0.1598067283630371,0.04038197174668312,0.0019990429282188416,0.20218774303793907,0411a506adec062d0fb9201c7cea741df6b2ea515c9e7927270909d20cfb19f8,57
37337,csr,0.21453660912811756,0.03600989282131195,0.0017095040529966354,0.25225600600242615,cdda1914d19131f9a95435246fdfbdf850450471b7252294fc55cf422f432fc5,429
37337,dense,0.21453660912811756,0.029327495023608208,0.0016103722155094147,0.24547447636723518,cdda1914d19131f9a95435246fdfbdf850450471b7252294fc55cf422f432fc5,429
37418,dense,0.15825680829584599,0.028789551928639412,0.0015154201537370682,0.18856178037822247,974e2d6d6e096ffdd98f44ce841372b6d940045b2f83a802a4e0828ada1f947c,0
37418,csr,0.15825680829584599,0.036695756018161774,0.0017120018601417542,0.1966645661741495,974e2d6d6e096ffdd98f44ce841372b6d940045b2f83a802a4e0828ada1f947c,0
37499,csr,0.21552854031324387,0.033558016642928123,0.0017237327992916107,0.2508102897554636,9a19d4d86897dc85794a4f5c08b963450b5d7108983f139773f84066f48167a8,0
37499,dense,0.21552854031324387,0.033646415919065475,0.0015349909663200378,0.2507099471986294,9a19d4d86897dc85794a4f5c08b963450b5d7108983f139773f84066f48167a8,0
37581,dense,0.15175583213567734,0.031810542568564415,0.0015170890837907791,0.18508346378803253,a139793ebe8155ff5cb2cdd3e0d099bc9b1c68d88a970e6acd81936998b18960,0
37581,csr,0.15175583213567734,0.03655603528022766,0.0016816817224025726,0.18999354913830757,a139793ebe8155ff5cb2cdd3e0d099bc9b1c68d88a970e6acd81936998b18960,0
37662,csr,0.21386068500578403,0.03453882411122322,0.001649731770157814,0.25004924088716507,986ea5ce21636d91621f141cae5d1b55b64cb5bc60104f9e8b6d7b299ffc3dde,0
37662,dense,0.21386068500578403,0.02531536854803562,0.0014832112938165665,0.24065926484763622,986ea5ce21636d91621f141cae5d1b55b64cb5bc60104f9e8b6d7b299ffc3dde,0
37743,dense,0.15108485519886017,0.03291086293756962,0.0016156304627656937,0.18561134859919548,36ccc6ec4b83091592eb6d9ee0746a23f27478602f79f7ba4aead7b215128cf8,0
37743,csr,0.15108485519886017,0.0379775445908308,0.0016568191349506378,0.1907192189246416,36ccc6ec4b83091592eb6d9ee0746a23f27478602f79f7ba4aead7b215128cf8,0
