origin,backend,generation_seconds,rollout_seconds,event_and_interval_seconds,total_seconds,scenario_sha256,events
31409,dense,0.2184702269732952,0.030182581394910812,0.0019862446933984756,0.2506390530616045,002e92d0e2c2a44ecc51e807ea8b5c9e962a9e11ada08b0f060f4caf61a40250,0
31409,csr,0.2184702269732952,0.03965533897280693,0.001630270853638649,0.2597558367997408,002e92d0e2c2a44ecc51e807ea8b5c9e962a9e11ada08b0f060f4caf61a40250,0
31490,csr,0.20734510198235512,0.039890410378575325,0.002025604248046875,0.24926111660897732,e974ee25549c70b09c42b1b76f3da63ee082f4612a2b002386df4e3b06d26658,4
31490,dense,0.20734510198235512,0.039651159197092056,0.0018019936978816986,0.24879825487732887,e974ee25549c70b09c42b1b76f3da63ee082f4612a2b002386df4e3b06d26658,4
31571,dense,0.15901296213269234,0.0332183837890625,0.0018093250691890717,0.1940406709909439,da39c01c28c0c13cc4e9f898053f8e7d0cbb761a21fa40d93d46b082f3af086f,154
31571,csr,0.15901296213269234,0.037716832011938095,0.0016461201012134552,0.1983759142458439,da39c01c28c0c13cc4e9f898053f8e7d0cbb761a21fa40d93d46b082f3af086f,154
31652,csr,0.21251076832413673,0.0381319485604763,0.001618269830942154,0.2522609867155552,c6714e654e219c21606675049cd90a4fb3c9c53ac4939a8ad6b774e2944065b9,0
31652,dense,0.21251076832413673,0.028025908395648003,0.0018232706934213638,0.2423599474132061,c6714e654e219c21606675049cd90a4fb3c9c53ac4939a8ad6b774e2944065b9,0
31733,dense,0.23486663214862347,0.027635453268885612,0.00185290165245533,0.2643549870699644,4de760d92cd5809dd875b0ef0fce2caf1ac702b38b7689ada03ec3021e5e96b6,0
31733,csr,0.23486663214862347,0.04836224764585495,0.002210194244980812,0.28543907403945923,4de760d92cd5809dd875b0ef0fce2caf1ac702b38b7689ada03ec3021e5e96b6,0
31815,csr,0.2189814131706953,0.03396109864115715,0.0017296317964792252,0.2546721436083317,5ae708a8a78462c24ba16824141d5cb9a33fb5b85d80b2d4ca8befeab1ff7cb1,0
31815,dense,0.2189814131706953,0.030344251543283463,0.00213712640106678,0.25146279111504555,5ae708a8a78462c24ba16824141d5cb9a33fb5b85d80b2d4ca8befeab1ff7cb1,0
31896,dense,0.21834060736000538,0.030869996175169945,0.0017957724630832672,0.2510063759982586,5ee08483a7cbec07ecf527aaee0ca4b16ac3e4f82a8ad128573b8a2d5cb29d5b,0
31896,csr,0.21834060736000538,0.0436655655503273,0.0016242600977420807,0.26363043300807476,5ee08483a7cbec07ecf527aaee0ca4b16ac3e4f82a8ad128573b8a2d5cb29d5b,0
31977,csr,0.2144990935921669,0.037977246567606926,0.0017214398831129074,0.25419778004288673,e7f9b498bcf2dbc619f4b97ae1df27457a6824691dc6dafea20a002fb9702541,0
31977,dense,0.2144990935921669,0.033094560727477074,0.0015656612813472748,0.24915931560099125,e7f9b498bcf2dbc619f4b97ae1df27457a6824691dc6dafea20a002fb9702541,0
32058,dense,0.20769903250038624,0.03404262103140354,0.0015850923955440521,0.24332674592733383,7636413991ae48a1de27189f83a2e5dfa645b41c4ef6760b5613011e16addcc0,0
32058,csr,0.20769903250038624,0.040490083396434784,0.001515999436378479,0.2497051153331995,7636413991ae48a1de27189f83a2e5dfa645b41c4ef6760b5613011e16addcc0,0
32139,csr,0.2299738973379135,0.03614398464560509,0.0015159007161855698,0.26763378269970417,3a5e4ffac315beb137f54c033bf822fe180cd5dcfff4a5bf64953412e6808bc7,3
32139,dense,0.2299738973379135,0.034928977489471436,0.0026043765246868134,0.26750725135207176,3a5e4ffac315beb137f54c033bf822fe180cd5dcfff4a5bf64953412e6808bc7,3
32221,dense,0.22171488963067532,0.032536447048187256,0.0016842000186443329,0.2559355366975069,8ace07ec46b84ec9fdda7c2235165c8066a4d20e0c0b0a03e4c4feba41d88587,0
32221,csr,0.22171488963067532,0.03885695897042751,0.001791173592209816,0.26236302219331264,8ace07ec46b84ec9fdda7c2235165c8066a4d20e0c0b0a03e4c4feba41d88587,0
32302,csr,0.21089421585202217,0.03687460906803608,0.0018433518707752228,0.24961217679083347,d16c3f99cb419454db111c1da5d6209e2f469bc17ee762ac10acf6a5f974171c,0
32302,dense,0.21089421585202217,0.03387851640582085,0.0015930496156215668,0.24636578187346458,d16c3f99cb419454db111c1da5d6209e2f469bc17ee762ac10acf6a5f974171c,0
32383,dense,0.15685034543275833,0.03342466428875923,0.0018752329051494598,0.19215024262666702,48e325cd1fabd7054fee8f410e920f1f4c2875a3630c71410b1bef5c26c12428,1
32383,csr,0.15685034543275833,0.04102419875562191,0.001882242038846016,0.19975678622722626,48e325cd1fabd7054fee8f410e920f1f4c2875a3630c71410b1bef5c26c12428,1
32464,csr,0.22573532909154892,0.035981522873044014,0.0015801116824150085,0.26329696364700794,23f742822a7e728b3e789310c4dd8573820972f5a295f2bf9a464c54763aa2c6,0
32464,dense,0.22573532909154892,0.030998695641756058,0.0019632838666439056,0.2586973085999489,23f742822a7e728b3e789310c4dd8573820972f5a295f2bf9a464c54763aa2c6,0
32545,dense,0.14267948642373085,0.031344568356871605,0.0017377808690071106,0.17576183564960957,ca2a634173888b2cd50fc521fe1572ece72267edcad5e90fe95d0b96734d5723,0
32545,csr,0.14267948642373085,0.042449915781617165,0.001743663102388382,0.1868730653077364,ca2a634173888b2cd50fc521fe1572ece72267edcad5e90fe95d0b96734d5723,0
32627,csr,0.2279658354818821,0.03689186833798885,0.0017913524061441422,0.2666490562260151,8bccc8a506c103e962be22726198a7e73875bc37aa5c8c0424cd01bb724b71c9,176
32627,dense,0.2279658354818821,0.029098911210894585,0.0017232727259397507,0.25878801941871643,8bccc8a506c103e962be22726198a7e73875bc37aa5c8c0424cd01bb724b71c9,176
32708,dense,0.164552990347147,0.028889453038573265,0.0015145987272262573,0.1949570421129465,9253f236dc17a491cc157612c5ce0128a8bb788f4a170692fab3e1eb639ca080,0
32708,csr,0.164552990347147,0.04070601612329483,0.0016388017684221268,0.20689780823886395,9253f236dc17a491cc157612c5ce0128a8bb788f4a170692fab3e1eb639ca080,0
32789,csr,0.22412350960075855,0.03529052436351776,0.0016852207481861115,0.2610992547124624,303380702368d9f9f293db24fc1707e708be513edaa26e851fd57da90b63f13a,0
32789,dense,0.22412350960075855,0.028819352388381958,0.001539919525384903,0.2544827815145254,303380702368d9f9f293db24fc1707e708be513edaa26e851fd57da90b63f13a,0
32870,dense,0.15741753205657005,0.03035452403128147,0.002035355195403099,0.18980741128325462,6c5d019d90654aa42cdf1a8623296310cd275167db08c2e6358660a9bc61e8a7,0
32870,csr,0.15741753205657005,0.03602140210568905,0.002227615565061569,0.19566654972732067,6c5d019d90654aa42cdf1a8623296310cd275167db08c2e6358660a9bc61e8a7,0
32952,csr,0.2209321167320013,0.0364081971347332,0.0017219632863998413,0.25906227715313435,7f4338f8c8bf2ace21cd9d6147135ee8613fb6e27cf408ea13012ebe6be23615,0
32952,dense,0.2209321167320013,0.0308539941906929,0.001612512394785881,0.2533986233174801,7f4338f8c8bf2ace21cd9d6147135ee8613fb6e27cf408ea13012ebe6be23615,0
33033,dense,0.22187580168247223,0.03145834058523178,0.0019462015479803085,0.2552803438156843,a6689c9a9da956a5839741cebbfc71ed82b56f0950bc8dfe253b1dd7de688505,713
33033,csr,0.22187580168247223,0.040322862565517426,0.0015526413917541504,0.2637513056397438,a6689c9a9da956a5839741cebbfc71ed82b56f0950bc8dfe253b1dd7de688505,713
33114,csr,0.1512780897319317,0.03652328625321388,0.0016004592180252075,0.18940183520317078,de8a1469233d8357702895af4266e31474f2b2f704663045d6d2835ec7b13b07,0
33114,dense,0.1512780897319317,0.03533430956304073,0.0015476010739803314,0.18816000036895275,de8a1469233d8357702895af4266e31474f2b2f704663045d6d2835ec7b13b07,0
33195,dense,0.21241616643965244,0.03045610524713993,0.0019767526537179947,0.24484902434051037,494e387fd423562f1dcb75cff85aa5eed5d3b8a73831d31672bb2ec0fcaa1063,60
33195,csr,0.21241616643965244,0.039411475881934166,0.0017842240631580353,0.25361186638474464,494e387fd423562f1dcb75cff85aa5eed5d3b8a73831d31672bb2ec0fcaa1063,60
33276,csr,0.1607034057378769,0.03386971727013588,0.0014407113194465637,0.19601383432745934,a5a89531928da27423d18eadcc8d54b6bd8ee1cdebf81eafc2411135b88fe0af,0
33276,dense,0.1607034057378769,0.02880118228495121,0.0015306901186704636,0.19103527814149857,a5a89531928da27423d18eadcc8d54b6bd8ee1cdebf81eafc2411135b88fe0af,0
33358,dense,0.23686072789132595,0.030169742181897163,0.001511700451374054,0.26854217052459717,ffd6c58e52cd9fd0ebcca388a020feeae403ced7b306268316cfbed0195bd259,0
33358,csr,0.23686072789132595,0.042330747470259666,0.0022328458726406097,0.2814243212342262,ffd6c58e52cd9fd0ebcca388a020feeae403ced7b306268316cfbed0195bd259,0
33439,csr,0.15491052344441414,0.03390826843678951,0.001497749239206314,0.19031654112040997,a3ea4bf56b41b2d2fa8299e715b1934dc3e37ca9feff36ddf19654663d50efd4,0
33439,dense,0.15491052344441414,0.02953982725739479,0.0015244483947753906,0.18597479909658432,a3ea4bf56b41b2d2fa8299e715b1934dc3e37ca9feff36ddf19654663d50efd4,0
33520,dense,0.23662007600069046,0.03046519309282303,0.001896413043141365,0.26898168213665485,52fa6e93205f7c2be4da6925637604788c87ada674f9ad60a034e95249da60ac,0
33520,csr,0.23662007600069046,0.038853224366903305,0.001560913398861885,0.27703421376645565,52fa6e93205f7c2be4da6925637604788c87ada674f9ad60a034e95249da60ac,0
33601,csr,0.15281341969966888,0.0334556233137846,0.0016992520540952682,0.18796829506754875,52390ec6231a4a6e276e383af20098b685994d8b49a991b87b1d8c5d6e362327,672
33601,dense,0.15281341969966888,0.028207095339894295,0.0015839505940675735,0.18260446563363075,52390ec6231a4a6e276e383af20098b685994d8b49a991b87b1d8c5d6e362327,672
33682,dense,0.22223345562815666,0.030003469437360764,0.0018918812274932861,0.2541288062930107,01e9198205023f841a5790b364c0f2bb734ab88a66f2bbe937dc9d1e6e188972,0
33682,csr,0.22223345562815666,0.039341626688838005,0.0015650130808353424,0.26314009539783,01e9198205023f841a5790b364c0f2bb734ab88a66f2bbe937dc9d1e6e188972,0
33764,csr,0.15034734085202217,0.03368104435503483,0.0015594996511936188,0.18558788485825062,9b03bcbb47631e5eda76c85473a31bd7829b6c96ed3152d58cf6ca0fe73f5c24,24
