origin,N,estimate,clipped_for_scoring,variance_estimate,correction_variance,interval,interval_type,n0,n1,pilot_c0,pilot_c1,pilot_v0,pilot_v1,budget_seconds,estimator_seconds,allocation_and_estimator_seconds,allocation_stream,cheap_stream,correction_stream
31815,256,0.0,0.0,0.0,0.0,"[-0.5105244715623121, 0.5105244715623121]","Hoeffding union 95%, untruncated",77,75,0.0002158737333957106,0.00024114552070386708,0.0,0.0,0.03489135019481182,0.030133478343486786,0.04603651352226734,266,276,286
31815,1024,0.0,0.0,0.0,0.0,"[-0.25627663519939375, 0.25627663519939375]","Hoeffding union 95%, untruncated",309,296,0.0002578211424406618,0.0002836227067746222,0.0,0.0,0.16386814415454865,0.09819792583584785,0.11683371476829052,1034,1044,1054
31896,256,0.0,0.0,0.0,0.0,"[-0.47074910765267614, 0.47074910765267614]","Hoeffding union 95%, untruncated",91,88,0.00022695783991366625,0.00025276062660850585,0.0,0.0,0.04317654110491276,0.039766186848282814,0.05639827251434326,266,276,286
31896,1024,0.0,0.0,0.0,0.0,"[-0.24159424877863467, 0.24159424877863467]","Hoeffding union 95%, untruncated",350,332,0.0002100944402627647,0.000235772313317284,0.0,0.0,0.15196549147367477,0.1272876374423504,0.1432463899254799,1034,1044,1054
31977,256,0.0,0.0,0.0,0.0,"[-0.5105244715623121, 0.5105244715623121]","Hoeffding union 95%, untruncated",77,75,0.00023151852656155825,0.0002564449387136847,0.0,0.0,0.037273650988936424,0.03350566327571869,0.05037106014788151,266,276,286
31977,1024,0.0,0.0,0.0,0.0,"[-0.24135011062938327, 0.24135011062938327]","Hoeffding union 95%, untruncated",350,333,0.00021962076425552368,0.00024552582181058824,0.0,0.0,0.15897681191563606,0.0986845176666975,0.11486677080392838,1034,1044,1054
32058,256,0.0,0.0,0.0,0.0,"[-0.5186795889780332, 0.5186795889780332]","Hoeffding union 95%, untruncated",76,72,0.0002161341835744679,0.00026141057605855167,0.0,0.0,0.03533477149903774,0.029448915272951126,0.046663135290145874,266,276,286
32058,1024,0.0,0.0,0.0,0.0,"[-0.2718627357910706, 0.2718627357910706]","Hoeffding union 95%, untruncated",279,261,0.00023469942971132696,0.00027308062999509275,0.0,0.0,0.13701814599335194,0.0816198792308569,0.09957502409815788,1034,1044,1054
32139,256,0.0,0.0,0.0,0.0,"[-0.5061191378846797, 0.5061191378846797]","Hoeffding union 95%, untruncated",79,76,0.0002273622085340321,0.0002673215640243143,0.0,0.0,0.03854658827185631,0.030497891828417778,0.04810084402561188,266,276,286
32139,1024,0.0,0.0,0.0,0.0,"[-0.2562174142872467, 0.2562174142872467]","Hoeffding union 95%, untruncated",316,293,0.00021382627892307937,0.0002531542268116027,0.0,0.0,0.14197819866240025,0.08718710020184517,0.10388224571943283,1034,1044,1054
32221,256,0.0,0.0,0.0,0.0,"[-0.5151755589237845, 0.5151755589237845]","Hoeffding union 95%, untruncated",77,73,0.00021461569122038782,0.00025710740010254085,0.0,0.0,0.03542000614106655,0.02937302552163601,0.04630422405898571,266,276,286
32221,1024,0.0,0.0,0.0,0.0,"[-0.279086955595386, 0.279086955595386]","Hoeffding union 95%, untruncated",264,248,0.00024984663468785584,0.0002881631371565163,0.0,0.0,0.13747494108974934,0.07303025014698505,0.09195410273969173,1034,1044,1054
32302,256,0.0,0.0,0.0,0.0,"[-0.5234071384184082, 0.5234071384184082]","Hoeffding union 95%, untruncated",74,71,0.0002296007878612727,0.00026985740987583995,0.0,0.0,0.03625377453863621,0.03075418621301651,0.04848947934806347,266,276,286
32302,1024,0.0,0.0,0.0,0.0,"[-0.2700734564104045, 0.2700734564104045]","Hoeffding union 95%, untruncated",286,263,0.00022549752611666918,0.00027107473579235375,0.0,0.0,0.13612435944378376,0.0765194445848465,0.09437927789986134,1034,1044,1054
32383,256,0.0,0.0,0.0,0.0,"[-0.5413989996716735, 0.5413989996716735]","Hoeffding union 95%, untruncated",32,112,0.00022040324984118342,0.00024999884772114456,0.0,0.015625,0.03520670905709267,0.03140236809849739,0.04792424477636814,266,276,286
32383,1024,0.003278688524590164,0.003278688524590164,1.0749798441279227e-05,0.0032786885245901644,"[-0.24771686935786982, 0.25427424640705015]","Hoeffding union 95%, untruncated",330,305,0.00020315891015343368,0.00024209165712818503,0.0,0.0,0.1411322634667158,0.09238123334944248,0.10837030410766602,1034,1044,1054
32464,256,0.0,0.0,0.0,0.0,"[-0.5162817036568326, 0.5162817036568326]","Hoeffding union 95%, untruncated",76,73,0.00022614392219111323,0.00026552670169621706,0.0,0.0,0.03689927980303764,0.028607361018657684,0.0461060106754303,266,276,286
32464,1024,0.0,0.0,0.0,0.0,"[-0.26195427886383665, 0.26195427886383665]","Hoeffding union 95%, untruncated",303,280,0.0002193870022892952,0.0002630255476105958,0.0,0.0,0.14041326195001602,0.08493197150528431,0.10232673212885857,1034,1044,1054
32545,256,0.0,0.0,0.0,0.0,"[-0.5128264450951944, 0.5128264450951944]","Hoeffding union 95%, untruncated",77,74,0.00022073774016462266,0.0002601750602480024,0.0,0.0,0.036559874191880226,0.030161961913108826,0.047313932329416275,266,276,286
32545,1024,0.0,0.0,0.0,0.0,"[-0.25780827895777203, 0.25780827895777203]","Hoeffding union 95%, untruncated",313,289,0.00020497236982919276,0.0002448731102049351,0.0,0.0,0.13514197245240211,0.0849730595946312,0.10114210657775402,1034,1044,1054
32627,256,0.24210526315789474,0.24210526315789474,0.0019520245181823546,0.18544232922732368,"[-0.32329297792176515, 0.8075035042375546]","Hoeffding union 95%, untruncated",32,95,0.00025064239162020385,0.00029334373539313674,0.0,0.14459325396825398,0.03606265224516392,0.031499261036515236,0.05083293654024601,266,276,286
32627,1024,0.1740976645435244,0.1740976645435244,0.000305931207965989,0.14409359895198082,"[-0.21998202688924864, 0.5681773559762975]","Hoeffding union 95%, untruncated",33,471,0.000244759808992967,0.00027442030841484666,0.0,0.1644345238095238,0.13758504576981068,0.07031727954745293,0.08837172575294971,1034,1044,1054
32708,256,0.0,0.0,0.0,0.0,"[-0.542597824273253, 0.542597824273253]","Hoeffding union 95%, untruncated",69,66,0.0002429259184282273,0.00028767669573426247,0.0,0.0,0.036129193380475044,0.027493324130773544,0.04640561528503895,266,276,286
32708,1024,0.0,0.0,0.0,0.0,"[-0.2758704009315475, 0.2758704009315475]","Hoeffding union 95%, untruncated",272,253,0.00023456866620108485,0.0002763764641713351,0.0,0.0,0.13389774970710278,0.07404759898781776,0.09227791428565979,1034,1044,1054
32789,256,0.0,0.0,0.0,0.0,"[-0.5270823428905046, 0.5270823428905046]","Hoeffding union 95%, untruncated",73,70,0.00023033469915390015,0.00027279186178930104,0.0,0.0,0.03612431138753891,0.028285585343837738,0.046287624165415764,266,276,286
32789,1024,0.0,0.0,0.0,0.0,"[-0.2542693865540843, 0.2542693865540843]","Hoeffding union 95%, untruncated",322,297,0.00020315469009801745,0.0002433036861475557,0.0,0.0,0.13770375214517117,0.08400355651974678,0.10006378032267094,1034,1044,1054
32870,256,0.0,0.0,0.0,0.0,"[-0.4934582357043279, 0.4934582357043279]","Hoeffding union 95%, untruncated",83,80,0.00022259840625338256,0.00024879060219973326,0.0,0.0,0.03857174888253212,0.034354209899902344,0.05075310356914997,266,276,286
32870,1024,0.0,0.0,0.0,0.0,"[-0.25983969959277964, 0.25983969959277964]","Hoeffding union 95%, untruncated",307,285,0.0002103319566231221,0.00024941240553744137,0.0,0.0,0.13588065467774868,0.08431598916649818,0.10074100270867348,1034,1044,1054
32952,256,0.0,0.0,0.0,0.0,"[-0.5061191378846797, 0.5061191378846797]","Hoeffding union 95%, untruncated",79,76,0.000224711635382846,0.00025127417757175863,0.0,0.0,0.037067610770463943,0.029450945556163788,0.04599032364785671,266,276,286
32952,1024,0.0,0.0,0.0,0.0,"[-0.25664537410477645, 0.25664537410477645]","Hoeffding union 95%, untruncated",315,292,0.00021117681171745062,0.00025003612972795963,0.0,0.0,0.1396054569631815,0.08168330043554306,0.09863430075347424,1034,1044,1054
33033,256,0.6095238095238096,0.6095238095238096,0.002288505145648003,0.2402930402930403,"[0.05895081418528603, 1.160096804862333]","Hoeffding union 95%, untruncated",32,105,0.00023526506265625358,0.00026763061759993434,0.0,0.22916666666666666,0.03579875826835632,0.02935868501663208,0.04696950688958168,266,276,286
33033,1024,0.6876061120543294,0.6876061120543294,0.00036531283455758234,0.215169259554416,"[0.30795336532453227, 1.0672588587841265]","Hoeffding union 95%, untruncated",33,589,0.0002042187552433461,0.0002304498921148479,0.0,0.23809523809523808,0.14258321560919285,0.12019178830087185,0.1354071255773306,1034,1044,1054
33114,256,0.0,0.0,0.0,0.0,"[-0.5039068484185835, 0.5039068484185835]","Hoeffding union 95%, untruncated",79,77,0.00022120063658803701,0.0002473952481523156,0.0,0.0,0.03679811395704746,0.030146779492497444,0.04644013196229935,266,276,286
33114,1024,0.0,0.0,0.0,0.0,"[-0.26535342311422183, 0.26535342311422183]","Hoeffding union 95%, untruncated",295,273,0.00022647797595709562,0.0002684665087144822,0.0,0.0,0.14035390503704548,0.08549263514578342,0.1031655203551054,1034,1044,1054
33195,256,0.058823529411764705,0.058823529411764705,0.0005481517009832471,0.05591147350029121,"[-0.49596730743406026, 0.6136143662575897]","Hoeffding union 95%, untruncated",32,102,0.00023200255236588418,0.000270840129815042,0.0,0.08630952380952381,0.035140395164489746,0.031170055270195007,0.04899371229112148,266,276,286
33195,1024,0.06204379562043796,0.06204379562043796,0.00010638823225858737,0.058300751277705884,"[-0.3220898364214441, 0.44617742766232]","Hoeffding union 95%, untruncated",33,548,0.0002073265495710075,0.00024612003471702337,0.0,0.09895833333333333,0.14188639633357525,0.11357408203184605,0.12982604652643204,1034,1044,1054
33276,256,0.0,0.0,0.0,0.0,"[-0.5346712493768017, 0.5346712493768017]","Hoeffding union 95%, untruncated",71,68,0.00021455649402923882,0.00025300486595369875,0.0,0.0,0.032654767856001854,0.03318445198237896,0.05036161281168461,266,276,286
33276,1024,0.0,0.0,0.0,0.0,"[-0.28613641094561987, 0.28613641094561987]","Hoeffding union 95%, untruncated",251,236,0.0002601540181785822,0.0002985253813676536,0.0,0.0,0.1359636653214693,0.07121829874813557,0.09080223366618156,1034,1044,1054
33358,256,0.0,0.0,0.0,0.0,"[-0.5174098981881932, 0.5174098981881932]","Hoeffding union 95%, untruncated",75,73,0.00022819757577963173,0.00025205902056768537,0.0,0.0,0.03594932332634926,0.02834012545645237,0.04495230317115784,266,276,286
33358,1024,0.0,0.0,0.0,0.0,"[-0.2490125956613019, 0.2490125956613019]","Hoeffding union 95%, untruncated",335,310,0.00020520191174000502,0.00024357109214179218,0.0,0.0,0.1445083748549223,0.08809354528784752,0.1041549239307642,1034,1044,1054
33439,256,0.0,0.0,0.0,0.0,"[-0.5466956989054224, 0.5466956989054224]","Hoeffding union 95%, untruncated",68,65,0.00025337113765999675,0.00029200591961853206,0.0,0.0,0.036394987255334854,0.02984335832297802,0.049006612971425056,266,276,286
33439,1024,0.0,0.0,0.0,0.0,"[-0.2548166876650568, 0.2548166876650568]","Hoeffding union 95%, untruncated",320,296,0.00020626629702746868,0.00024442013818770647,0.0,0.0,0.13862155936658382,0.08952176570892334,0.10567326843738556,1034,1044,1054
33520,256,0.012987012987012988,0.012987012987012988,0.000168662506324844,0.01298701298701299,"[-0.4888509809576278, 0.5148250069316538]","Hoeffding union 95%, untruncated",81,77,0.00020984819275327027,0.00025203911354765296,0.0,0.0,0.036719923838973045,0.034541308879852295,0.05116574838757515,266,276,286
33520,1024,0.0,0.0,0.0,0.0,"[-0.21500155253294218, 0.21500155253294218]","Hoeffding union 95%, untruncated",449,416,0.00021386233856901526,0.00025308874319307506,0.0,0.0,0.2015771921724081,0.11746924743056297,0.13416013680398464,1034,1044,1054
33601,256,0.6916666666666667,0.6916666666666667,0.0017921335200746964,0.21505602240896357,"[0.15975290965266098, 1.2235804236806724]","Hoeffding union 95%, untruncated",32,120,0.00020724799833260477,0.00024755828781053424,0.0,0.2418154761904762,0.03659072890877724,0.03162980265915394,0.047951655462384224,266,276,286
33601,1024,0.644,0.644,0.0004594468937875753,0.22972344689378763,"[0.25393524684236657, 1.0340647531576335]","Hoeffding union 95%, untruncated",33,500,0.00021948013454675674,0.0002578400890342891,0.0,0.23387896825396826,0.13617537170648575,0.0787478405982256,0.09572453983128071,1034,1044,1054
33682,256,0.0,0.0,0.0,0.0,"[-0.48170255749115076, 0.48170255749115076]","Hoeffding union 95%, untruncated",87,84,0.0001950336736626923,0.00022099303896538913,0.0,0.0,0.03567887283861637,0.03082764707505703,0.04543004743754864,266,276,286
33682,1024,0.0,0.0,0.0,0.0,"[-0.2565133071544366, 0.2565133071544366]","Hoeffding union 95%, untruncated",316,292,0.00020550430053845048,0.0002439733361825347,0.0,0.0,0.13637515902519226,0.08232192322611809,0.09843275882303715,1034,1044,1054
33764,256,0.009433962264150943,0.009433962264150943,8.899964400142403e-05,0.009433962264150947,"[-0.5397730355381894, 0.5586409600664913]","Hoeffding union 95%, untruncated",32,106,0.00022929266560822725,0.00026823015650734305,0.0,0.04538690476190476,0.03594717010855675,0.031929563730955124,0.04958159476518631,266,276,286
33764,1024,0.026156941649899398,0.026156941649899398,5.1356363010933766e-05,0.025524112416434083,"[-0.3604892299199364, 0.41280311321973523]","Hoeffding union 95%, untruncated",34,497,0.00021032759104855359,0.0002501365961506963,0.0,0.030753968253968252,0.1318023893982172,0.111528180539608,0.12803335301578045,1034,1044,1054
33845,256,0.0,0.0,0.0,0.0,"[-0.5198077835093938, 0.5198077835093938]","Hoeffding union 95%, untruncated",75,72,0.00022559499484486878,0.00026447445270605385,0.0,0.0,0.03620963357388973,0.032298604026436806,0.049701565876603127,266,276,286
33845,1024,0.0,0.0,0.0,0.0,"[-0.2683964624520905, 0.2683964624520905]","Hoeffding union 95%, untruncated",288,267,0.00021664824453182518,0.0002561808505561203,0.0,0.0,0.13098896108567715,0.078260762616992,0.09513999335467815,1034,1044,1054
33926,256,0.0,0.0,0.0,0.0,"[-0.5050750127345102, 0.5050750127345102]","Hoeffding union 95%, untruncated",80,76,0.00021378931705839932,0.0002523332950659096,0.0,0.0,0.03635230474174023,0.031853972002863884,0.04848991893231869,266,276,286
33926,1024,0.0,0.0,0.0,0.0,"[-0.25079238606947296, 0.25079238606947296]","Hoeffding union 95%, untruncated",325,308,0.00020653766114264727,0.00023267007782123983,0.0,0.0,0.13900137320160866,0.08929628320038319,0.10464919917285442,1034,1044,1054
34007,256,0.0,0.0,0.0,0.0,"[-0.5018379939446408, 0.5018379939446408]","Hoeffding union 95%, untruncated",81,77,0.0002205384080298245,0.00026217399863526225,0.0,0.0,0.038125842809677124,0.03191378153860569,0.049175942316651344,266,276,286
34007,1024,0.0,0.0,0.0,0.0,"[-0.2576417480886264, 0.2576417480886264]","Hoeffding union 95%, untruncated",312,290,0.00021547387586906552,0.00025415257550776005,0.0,0.0,0.1410783026367426,0.08453012816607952,0.10128706879913807,1034,1044,1054
34089,256,0.0,0.0,0.0,0.0,"[-0.5050750127345102, 0.5050750127345102]","Hoeffding union 95%, untruncated",80,76,0.00020726534421555698,0.00024674719315953553,0.0,0.0,0.035608889535069466,0.03202745132148266,0.04830550588667393,266,276,286
34089,1024,0.003257328990228013,0.003257328990228013,1.0610192150579843e-05,0.003257328990228012,"[-0.24706198880941976, 0.2535766467898758]","Hoeffding union 95%, untruncated",331,307,0.0002104316372424364,0.0002488281752448529,0.0,0.0,0.14632750675082207,0.09518345072865486,0.11158203706145287,1034,1044,1054
34170,256,0.0,0.0,0.0,0.0,"[-0.5186795889780332, 0.5186795889780332]","Hoeffding union 95%, untruncated",76,72,0.00022165887639857829,0.0002607755595818162,0.0,0.0,0.035951705649495125,0.03171632997691631,0.04890238121151924,266,276,286
34170,1024,0.0,0.0,0.0,0.0,"[-0.2715468072050013, 0.2715468072050013]","Hoeffding union 95%, untruncated",281,261,0.0002377108612563461,0.0002818205102812499,0.0,0.0,0.1406741887331009,0.07656143605709076,0.09514349699020386,1034,1044,1054
34251,256,0.0,0.0,0.0,0.0,"[-0.5151755589237845, 0.5151755589237845]","Hoeffding union 95%, untruncated",77,73,0.0002079489640891552,0.0002480022085364908,0.0,0.0,0.03420708887279034,0.029451126232743263,0.04581732861697674,266,276,286
34251,1024,0.0,0.0,0.0,0.0,"[-0.2588178541617354, 0.2588178541617354]","Hoeffding union 95%, untruncated",310,287,0.00020961789414286613,0.00024935099645517766,0.0,0.0,0.13662189058959484,0.0912819653749466,0.10772337205708027,1034,1044,1054
34332,256,0.0,0.0,0.0,0.0,"[-0.5083755269474007, 0.5083755269474007]","Hoeffding union 95%, untruncated",79,75,0.00021071790251880884,0.0002564677270129323,0.0,0.0,0.03599361330270767,0.03139805980026722,0.04829913750290871,266,276,286
34332,1024,0.0,0.0,0.0,0.0,"[-0.25579159083020503, 0.25579159083020503]","Hoeffding union 95%, untruncated",317,294,0.00020385326934047043,0.00024281258811242878,0.0,0.0,0.13620842061936855,0.08414255641400814,0.1006323117762804,1034,1044,1054
34413,256,0.0,0.0,0.0,0.0,"[-0.5008320672895799, 0.5008320672895799]","Hoeffding union 95%, untruncated",82,77,0.0002020584070123732,0.00024785668938420713,0.0,0.0,0.03607076033949852,0.03271002694964409,0.04907050356268883,266,276,286
34413,1024,0.0,0.0,0.0,0.0,"[-0.2664549399215651, 0.2664549399215651]","Hoeffding union 95%, untruncated",292,271,0.00022304998128674924,0.00026551453629508615,0.0,0.0,0.13728822581470013,0.07468417100608349,0.0921866949647665,1034,1044,1054
34495,256,0.0,0.0,0.0,0.0,"[-0.5284626003491352, 0.5284626003491352]","Hoeffding union 95%, untruncated",74,69,0.0001987782889045775,0.0002449056482873857,0.0,0.0,0.03182181157171726,0.028216585516929626,0.044375160709023476,266,276,286
34495,1024,0.0,0.0,0.0,0.0,"[-0.2579770141075511, 0.2579770141075511]","Hoeffding union 95%, untruncated",314,288,0.00020137245883233845,0.00024264026433229446,0.0,0.0,0.1333377044647932,0.08914696238934994,0.10515088215470314,1034,1044,1054
34576,256,0.0,0.0,0.0,0.0,"[-0.48747408860498054, 0.48747408860498054]","Hoeffding union 95%, untruncated",85,82,0.00019878282910212874,0.00022501495550386608,0.0,0.0,0.035677991807460785,0.031058475375175476,0.04591512866318226,266,276,286
34576,1024,0.0,0.0,0.0,0.0,"[-0.21872510661254546, 0.21872510661254546]","Hoeffding union 95%, untruncated",436,401,0.00020676694111898541,0.0002469141618348658,0.0,0.0,0.18942424468696117,0.11317114159464836,0.12946283258497715,1034,1044,1054
34657,256,0.1864406779661017,0.1864406779661017,0.0012964149706465135,0.1529769665362886,"[-0.3477536901312203, 0.7206350460634237]","Hoeffding union 95%, untruncated",32,118,0.0002043834247160703,0.00024351853062398732,0.0,0.15476190476190477,0.03542382828891277,0.03516140766441822,0.05172243341803551,266,276,286
34657,1024,0.11923076923076924,0.11923076923076924,0.00020234064142467874,0.10521713354083295,"[-0.268262986649137, 0.5067245251106755]","Hoeffding union 95%, untruncated",33,520,0.00020961955306120217,0.00024802342522889376,0.0,0.08630952380952381,0.1362771224230528,0.10885063745081425,0.12522625178098679,1034,1044,1054
34738,256,0.0,0.0,0.0,0.0,"[-0.4976747673367855, 0.4976747673367855]","Hoeffding union 95%, untruncated",83,78,0.00020210695220157504,0.0002415899361949414,0.0,0.0,0.03583085350692272,0.03371206298470497,0.049671946093440056,266,276,286
34738,1024,0.017241379310344827,0.017241379310344827,5.863015276754893e-05,0.01700274430258919,"[-0.24026639550284248, 0.2747491541235321]","Hoeffding union 95%, untruncated",313,290,0.0002031853364314884,0.0002412599278613925,0.0,0.0,0.13364782370626926,0.09286380745470524,0.10877891071140766,1034,1044,1054
34819,256,0.0,0.0,0.0,0.0,"[-0.4836425610572044, 0.4836425610572044]","Hoeffding union 95%, untruncated",87,83,0.00020017169299535453,0.00022707378957420588,0.0,0.0,0.036413004621863365,0.03243907541036606,0.04745396040380001,266,276,286
34819,1024,0.0,0.0,0.0,0.0,"[-0.26365580679134704, 0.26365580679134704]","Hoeffding union 95%, untruncated",300,276,0.0002207173383794725,0.00026465498376637697,0.0,0.0,0.13949484378099442,0.07845554500818253,0.09605211950838566,1034,1044,1054
34901,256,0.0,0.0,0.0,0.0,"[-0.49866245939187576, 0.49866245939187576]","Hoeffding union 95%, untruncated",82,78,0.00020791080896742642,0.0002472851483616978,0.0,0.0,0.03654833696782589,0.03209122456610203,0.04839699529111385,266,276,286
34901,1024,0.0,0.0,0.0,0.0,"[-0.2583789390785377, 0.2583789390785377]","Hoeffding union 95%, untruncated",311,288,0.00020711254910565913,0.00024619564646854997,0.0,0.0,0.13539002276957035,0.08609069138765335,0.10233858413994312,1034,1044,1054
34982,256,0.0,0.0,0.0,0.0,"[-0.49457648422164013, 0.49457648422164013]","Hoeffding union 95%, untruncated",84,79,0.000200568261789158,0.00024093477986752987,0.0,0.0,0.03601337969303131,0.030710503458976746,0.04663470759987831,266,276,286
34982,1024,0.0,0.0,0.0,0.0,"[-0.25983969959277964, 0.25983969959277964]","Hoeffding union 95%, untruncated",307,285,0.00020954303909093142,0.0002478827955201268,0.0,0.0,0.13532929494976997,0.08288856782019138,0.09923198446631432,1034,1044,1054
35063,256,0.023076923076923078,0.023076923076923078,0.0001747626255676345,0.022719141323792484,"[-0.49823472862005536, 0.5443885747739016]","Hoeffding union 95%, untruncated",32,130,0.00019961377256549895,0.0002391213783994317,0.0,0.015625,0.037721460685133934,0.031271059066057205,0.047076890245079994,266,276,286
35063,1024,0.027510316368638238,0.027510316368638238,3.685054939660561e-05,0.02679034941133228,"[-0.3224066887762984, 0.37742732151357494]","Hoeffding union 95%, untruncated",38,727,0.00021110664238221943,0.00025036750594154,0.0,0.015625,0.19021260738372803,0.16261462680995464,0.17911669053137302,1034,1044,1054
35144,256,0.0,0.0,0.0,0.0,"[-0.4955464860046669, 0.4955464860046669]","Hoeffding union 95%, untruncated",83,79,0.00020059908274561167,0.0002390210865996778,0.0,0.0,0.03569713979959488,0.03279013745486736,0.048562606796622276,266,276,286
35144,1024,0.0,0.0,0.0,0.0,"[-0.2650261672633901, 0.2650261672633901]","Hoeffding union 95%, untruncated",295,274,0.00021075131371617317,0.0002497795212548226,0.0,0.0,0.1309095434844494,0.08017819747328758,0.09666651301085949,1034,1044,1054
35225,256,0.37606837606837606,0.37606837606837606,0.002022766832669574,0.23666371942234016,"[-0.15928816460690487, 0.911424916743657]","Hoeffding union 95%, untruncated",32,117,0.00021110160741955042,0.0002510968188289553,0.0,0.2418154761904762,0.03622773475944996,0.032271983101964,0.04883210174739361,266,276,286
35225,1024,0.39783001808318263,0.39783001808318263,0.0004339878528897052,0.23999528264800699,"[0.01426939594210408, 0.7813906402242612]","Hoeffding union 95%, untruncated",33,553,0.00020740082254633307,0.00024613828281871974,0.0,0.24776785714285715,0.14304574951529503,0.11926710233092308,0.13551204651594162,1034,1044,1054
35307,256,0.056910569105691054,0.056910569105691054,0.0004399324281127657,0.05411168865787018,"[-0.47168714058079775, 0.5855082787921798]","Hoeffding union 95%, untruncated",32,123,0.0002021996770054102,0.0002420608652755618,0.0,0.1111111111111111,0.03632688149809837,0.032400285825133324,0.04837752692401409,266,276,286
35307,1024,0.07662082514734773,0.07662082514734773,0.00013927179980528998,0.0708893461008926,"[-0.3084506733484819, 0.4616923236431774]","Hoeffding union 95%, untruncated",34,509,0.0002179710427299142,0.00025641085812821984,0.0,0.05952380952380952,0.13805856928229332,0.11187111958861351,0.1287835482507944,1034,1044,1054
35388,256,0.0,0.0,0.0,0.0,"[-0.5083755269474007, 0.5083755269474007]","Hoeffding union 95%, untruncated",79,75,0.0002224310883320868,0.000261698238318786,0.0,0.0,0.037345802411437035,0.030311712995171547,0.04753730073571205,266,276,286
35388,1024,0.0,0.0,0.0,0.0,"[-0.233202012438762, 0.233202012438762]","Hoeffding union 95%, untruncated",383,353,0.0002080937847495079,0.0002477903326507658,0.0,0.0,0.1673508882522583,0.10189270228147507,0.11822379380464554,1034,1044,1054
35469,256,0.0,0.0,0.0,0.0,"[-0.5018379939446408, 0.5018379939446408]","Hoeffding union 95%, untruncated",81,77,0.00020928282174281776,0.0002481098345015198,0.0,0.0,0.03615959361195564,0.034376971423625946,0.05076077580451965,266,276,286
35469,1024,0.0,0.0,0.0,0.0,"[-0.2552376805882423, 0.2552376805882423]","Hoeffding union 95%, untruncated",319,295,0.00020354537991806865,0.00024338095681741834,0.0,0.0,0.13698780722916126,0.08732227049767971,0.10345346294343472,1034,1044,1054
35550,256,0.0,0.0,0.0,0.0,"[-0.48471369354479343, 0.48471369354479343]","Hoeffding union 95%, untruncated",88,82,0.00020688844961114228,0.00025658257072791457,0.0,0.0,0.0395792480558157,0.03245455585420132,0.049460623413324356,266,276,286
