origin,retention,N,unresolved_fraction,refined_fraction_certified,coarse_fine_agreement,correction_variance,maximum_enclosure_violation,mean_radius,actual_mean_error,scenario_hash,fp32_label_flips,fp32_max_state_error,cpu_gpu_max_state_error
31571,0.0,1024,1.0,1.0,0.9228515625,0.07126615194281524,-1.7692883972839923,24.411602988829404,1.3467729343564394,c6d66fcd25c95580d3e00f3605a57ac89dbf983a5afadc06f8884f6cbb51446f,,,
31571,0.15,256,1.0,1.0,0.84375,0.1323529411764706,-1.8575248279928651,24.005127065031974,1.3885221403075954,230615bb274fd561cc39a3c4c973334802ad6a1f5d5608a1f457f75547405475,0.0,1.8061525537405032e-06,2.6645352591003757e-15
31571,0.15,1024,1.0,1.0,0.849609375,0.12789818548387097,-1.7740488882324819,24.05984985615977,1.3952901551004717,da39c01c28c0c13cc4e9f898053f8e7d0cbb761a21fa40d93d46b082f3af086f,,,
31571,1.0,256,1.0,1.0,0.69140625,0.21420036764705883,-1.7256450228906388,24.06725808969477,1.4091310074580634,c4a93d0c551198ce230d46caeb08c2950119896ac611b6c031e2694c8c9d07d9,0.0,1.9181408301705005e-06,3.552713678800501e-15
31571,1.0,1024,1.0,1.0,0.7138671875,0.2044604945625611,-1.7256450228906388,24.121803003106717,1.4191101676342843,ce6ead484cc46d4496fc88b286239c2638c33202a581ae7d87411a15d8adbaa8,,,
31652,0.0,256,1.0,1.0,1.0,0.0,-3.0542159123435626,32.41847685832281,1.0188949182616205,c1483ff66491d3b0f5384f7c2b38fe16fac20afe2ff2f25df256ce6bdc3a56eb,0.0,2.4291988154345745e-06,3.552713678800501e-15
31652,0.0,1024,1.0,1.0,1.0,0.0,-2.954142661483561,32.38842080578073,1.0164832257727128,e016bd60e438558c8ea64991552a22f0eda3755b9c089272a33adad2249ba07e,,,
31652,0.15,256,1.0,1.0,1.0,0.0,-2.698048068329264,31.122527025108237,0.9433912625079983,5e824d3a0a4129d17be8fc9f2fa488dbf7ee758fdb54baf05bb50405404d905d,0.0,2.8290635363248384e-06,3.552713678800501e-15
31652,0.15,1024,1.0,1.0,1.0,0.0,-2.6618599763012654,31.13287486519238,0.9430817789951464,c6714e654e219c21606675049cd90a4fb3c9c53ac4939a8ad6b774e2944065b9,,,
31652,1.0,256,1.0,1.0,1.0,0.0,-3.1091535062381475,30.273419533496206,0.9978367396439063,0776aa09962c23884e2e8335b8314f8b23331d84f90bbe65b6a774a6a0228583,0.0,2.170340806628701e-06,3.552713678800501e-15
31652,1.0,1024,1.0,1.0,1.0,0.0,-3.09025358921067,30.271586661313,0.9980913958464934,8ba4ed3eb05fd00a8fde65c323c187930cee83f6efa703e5fe895813167678bc,,,
31733,0.0,256,1.0,1.0,1.0,0.0,-3.159751987513424,34.61965876164942,1.1212351203933455,70e8ae5903704f6062eeccd589b1481432a0d8c162db542a41ae90a03853db48,0.0,2.281949900151403e-06,3.552713678800501e-15
31733,0.0,1024,1.0,1.0,1.0,0.0,-3.0638910280292553,34.65374958670771,1.1171914538538728,7b374593a432bcf9eec4339f2c88c2f18c1e485eb483f89a7be2ae3ba9cc21c7,,,
31733,0.15,256,1.0,1.0,1.0,0.0,-2.774315850514391,33.52886873938504,1.067201058914496,c7cb6cc6a64137609622a5e5ed88992b17ac23fd584947e3e7cb3340ca86d213,0.0,2.1629510467136015e-06,3.552713678800501e-15
31733,0.15,1024,1.0,1.0,1.0,0.0,-2.774315850514391,33.6058379361457,1.0652856682492042,4de760d92cd5809dd875b0ef0fce2caf1ac702b38b7689ada03ec3021e5e96b6,,,
31733,1.0,256,1.0,1.0,1.0,0.0,-2.996136845884277,32.445367653947194,1.0899357809438035,47c701bcab4b3474fdc5e43f1349d5c51b65a9a7901fd7958a1a3a6d029e3a24,0.0,2.213963885111525e-06,3.552713678800501e-15
31733,1.0,1024,1.0,1.0,1.0,0.0,-2.9961368458842763,32.52676863064563,1.0902822658471358,f3003a1d41934753c177c453f29eef9d8c0c42bb6a1f11e63608c8bf5873e15f,,,
31815,0.0,256,1.0,1.0,1.0,0.0,-2.0509028562751297,24.48568643570647,0.9702713224529758,667ffd13ab28dd06611af078890fbc491d283eca0e8c0ad0d74d6f2b4e598125,0.0,1.757209524555492e-06,2.6645352591003757e-15
31815,0.0,1024,1.0,1.0,1.0,0.0,-1.8689894676689462,24.536379723219763,0.9717353526244554,b6ee3f9c37911632e75d3b4f508725645c5ac3b354da374a942cdad942c89a16,,,
31815,0.15,256,1.0,1.0,1.0,0.0,-1.9703087947976488,23.455217317022676,0.8899684404967253,476165741eac8a8c8df882ac8d2547c33935e5011dc06097e8fc9f8100eb6e96,0.0,1.6686683466105023e-06,2.6645352591003757e-15
31815,0.15,1024,1.0,1.0,1.0,0.0,-1.840193786064387,23.539479938396415,0.8934595743089969,5ae708a8a78462c24ba16824141d5cb9a33fb5b85d80b2d4ca8befeab1ff7cb1,,,
31815,1.0,256,1.0,1.0,1.0,0.0,-2.089531137739817,23.91071984213637,0.8914340720319214,8faa3d253ece5a308439deffd9e483d9eb0532595cf862599b50594e2c20f928,0.0,2.1943757690934262e-06,3.552713678800501e-15
31815,1.0,1024,1.0,1.0,1.0,0.0,-2.089531137739817,24.010377474099272,0.8959915024856344,20ead53343cc036a4cac2b440aa08301b3da733f81177c1bd1d57303da77c93d,,,
31896,0.0,256,1.0,1.0,1.0,0.0,-2.750541036492979,32.22651020976108,1.4933687637147304,916cf4590f3ee49b4d2fe9374c2542be7a4f5ff4b77c9d1d25b1bbc240e793fa,0.0,2.1286844269496896e-06,3.552713678800501e-15
31896,0.0,1024,1.0,1.0,1.0,0.0,-2.6188993869172803,32.44969353622265,1.4935412071063747,357764868d17c67bf73f6dd8897ea05b7cb773f49169ace2f68a30674c9470fc,,,
31896,0.15,256,1.0,1.0,1.0,0.0,-2.479476195887436,29.94293620060804,1.378866036894944,02b57a9c0d5dbb31fdfde3d348796bfe7fc02435f15c83199257ed3aebf98015,0.0,1.936765313459432e-06,3.552713678800501e-15
31896,0.15,1024,1.0,1.0,1.0,0.0,-2.4134387738939265,30.15841267501583,1.3806173194306064,5ee08483a7cbec07ecf527aaee0ca4b16ac3e4f82a8ad128573b8a2d5cb29d5b,,,
31896,1.0,256,1.0,1.0,1.0,0.0,-2.5703885570483562,28.575916567780492,1.3517102489123352,2f1c6278985ec1283bfe074dc8b8a69daab3b605373f2554044f7210c0c59168,0.0,2.097952927826441e-06,3.552713678800501e-15
31896,1.0,1024,1.0,1.0,1.0,0.0,-2.5703885570483562,28.826645948144588,1.356814573468094,cd590a636aaee53e51934da055a962c7d978eaf8b4c1a87a3fbf46a60ed9f510,,,
31977,0.0,256,1.0,1.0,1.0,0.0,-2.6245481298030837,33.56010223199615,1.149788947853365,7ad9abd5b054577599dbfce8165b6b792b3e64b97385bbe50149c8715fed1fb5,0.0,2.173162299001774e-06,3.552713678800501e-15
31977,0.0,1024,1.0,1.0,1.0,0.0,-2.3984385304358025,33.56294927458518,1.1416523640439673,70e2711f244dcbb704c6cbcb24ab08145132f2d0316a766ea801e97a70c3f008,,,
31977,0.15,256,1.0,1.0,1.0,0.0,-2.52272125714331,33.01842554061792,1.1416678062163945,c309758e21f27573769d212995ba5e8ab1297642c0907f22bcad900ba1a9fd4f,0.0,2.004988330028823e-06,3.552713678800501e-15
31977,0.15,1024,1.0,1.0,1.0,0.0,-2.52272125714331,32.98788037935835,1.1319267481976942,e7f9b498bcf2dbc619f4b97ae1df27457a6824691dc6dafea20a002fb9702541,,,
31977,1.0,256,1.0,1.0,1.0,0.0,-2.2035456553164297,31.45181738653325,1.1370886867968608,5dd616c88c4777785d6ed86d4a1e9039709a9df84f771fb42a619351f4b6439a,0.0,2.0522444037496257e-06,3.552713678800501e-15
31977,1.0,1024,1.0,1.0,1.0,0.0,-2.2035456553164297,31.408579268855345,1.1287226511895225,8cfbf8263b03d7ce10d75c78ea561668b039a3b1b36edead34c9d6e9c2ec6762,,,
32058,0.0,256,1.0,1.0,1.0,0.0,-2.829781859753039,31.800919971042656,1.3345934808435445,46f990717359c4981830bd35f3d357157b77aa25f3f67edf38cf73a4f1b45f54,,,
32058,0.0,1024,1.0,1.0,1.0,0.0,-2.6227021542245215,31.889775483324485,1.3454955701072209,e970a21b4a3f8f827b4179e895e1bd3c4235f462892646a1742d534aa086aa11,,,
32058,0.15,256,1.0,1.0,1.0,0.0,-2.4221625931495288,28.213322963218847,1.0578943876979934,135559e018f6c151ea26ca74a63c157b7749f734e9848906fbdf1e16d0c9ab5d,,,
32058,0.15,1024,1.0,1.0,1.0,0.0,-2.418866615103508,28.26901901482277,1.0644376519694554,7636413991ae48a1de27189f83a2e5dfa645b41c4ef6760b5613011e16addcc0,,,
32058,1.0,256,1.0,1.0,1.0,0.0,-2.657181182108296,27.47948996625358,1.1269872721265375,3e2eb73fe07b1578da0429bf8d1558b4f030aa205bd205cdc4a9a14aa7621133,,,
32058,1.0,1024,1.0,1.0,1.0,0.0,-2.657181182108295,27.552560236706515,1.1327137378927519,e372c6a088d74b590878e7a2fb54ccdaae8cc05292be2f60493e76fcd581c2cf,,,
32139,0.0,256,1.0,1.0,1.0,0.0,-1.8911870823000871,25.888351937808455,1.0339939405018252,981d242e4bba9352022e4feb17765731cadb996016a216b1af97789e4daf09af,,,
32139,0.0,1024,1.0,1.0,0.99609375,0.0038947947214076246,-1.8911870823000871,25.49586352292299,1.017529713201453,e4047bfe7e0e6b58c963ecf14474ec543c07a639ab4857e6c63c0187727cb546,,,
32139,0.15,256,1.0,1.0,1.0,0.0,-2.0941003192855256,25.76734063372841,1.0537083143721544,5ef16098659e170fe32db0cd1ddbdc7f61e4d071d07dcfc4e0f2a60a322be880,,,
32139,0.15,1024,1.0,1.0,0.9970703125,0.0029239598607038123,-2.0355340659116012,25.38675490267592,1.0355497023353843,3a5e4ffac315beb137f54c033bf822fe180cd5dcfff4a5bf64953412e6808bc7,,,
32139,1.0,256,1.0,1.0,1.0,0.0,-2.10563267595071,26.77222077982104,1.0724502983635193,fa435138f89f48cbb5b5163ab63fe6d56a261f596c032add92da97617d7b13bb,,,
32139,1.0,1024,1.0,1.0,0.9951171875,0.004863720369012708,-2.1056326759507096,26.40004284716585,1.055838248366913,5febf134b231bac9a8252783ea492cc284786575ea87f984311f93ff6299f5a5,,,
32221,0.0,256,1.0,1.0,1.0,0.0,-2.622463340183351,31.205268859004494,1.035783327612259,119871b48d18b83373c2b5eeda8d517d718819cba0ae538fef9f21e3695ee3fa,,,
32221,0.0,1024,1.0,1.0,1.0,0.0,-2.341664320481169,31.156396324272524,1.0323803014343216,64a5f38851ea13120f9d0e1bbf1ae15504b25a92c6789956a1b0256157af0d38,,,
32221,0.15,256,1.0,1.0,1.0,0.0,-2.3308456940217317,30.32639814620826,1.0090558808634078,b415a0839e92e3640226878b1b3b127f1882a83ff29709f1f1ec2485d05c7564,,,
32221,0.15,1024,1.0,1.0,1.0,0.0,-2.306548163498146,30.29758328298428,1.0074220162383365,8ace07ec46b84ec9fdda7c2235165c8066a4d20e0c0b0a03e4c4feba41d88587,,,
32221,1.0,256,1.0,1.0,1.0,0.0,-2.4035995471730276,28.553267000073884,1.0204520951682359,6eda1c26b0cacf25dac9978b4fadf2d12175a9d201c77ed7d951a3c8dcba3b62,,,
32221,1.0,1024,1.0,1.0,1.0,0.0,-2.4035995471730267,28.5389924080352,1.0206727397152981,ccfdf87774013e1aa5369459136e053342838a17bcae6f8b637f4eaeaad6ade1,,,
32302,0.0,256,1.0,1.0,1.0,0.0,-2.5652271135232407,32.72337904473557,1.086196138254982,2715be33e3f97319e56893206a16ab4eab5ba729e0e5b8d9708f82eda4aa9a41,,,
32302,0.0,1024,1.0,1.0,1.0,0.0,-2.5652271135232407,32.81091909314838,1.0926069318807081,c9412ab0517e0cc7072eeb33dd0f6aeb155f4dc77e4c4ef47a08a9a5f3325fd4,,,
32302,0.15,256,1.0,1.0,1.0,0.0,-2.7039376062684752,32.734249942505684,1.096512192600142,71df3c9335f7c339675986d2475851d2c57fcb2475437c09f358fca1cb6aea74,,,
32302,0.15,1024,1.0,1.0,1.0,0.0,-2.491420475670454,32.80894894564572,1.1034503863346103,d16c3f99cb419454db111c1da5d6209e2f469bc17ee762ac10acf6a5f974171c,,,
32302,1.0,256,1.0,1.0,1.0,0.0,-2.6387171988099816,31.584961313481685,1.1325684879827242,a0d0e9d4115e39a6229d34f7d99891d966a3f8b066a280fca1b6236badd35681,,,
32302,1.0,1024,1.0,1.0,1.0,0.0,-2.6387171988099816,31.616147952009737,1.1361356361644182,e1a258ecceb44110ccb7ef6f26af52d8f7a3c8e830c606e1372102f676ee959a,,,
32383,0.0,256,1.0,1.0,0.99609375,0.00390625,-2.2397747179205,26.448896870247882,0.9868661124540175,19752b6cf5ec5cc875de056218c6dc529478af0fc5a9e661c71543648a024054,,,
32383,0.0,1024,1.0,1.0,0.9990234375,0.0009765625,-2.1584926286590163,26.488443979716326,0.9877022766321383,dc488ca283aff4f7249bf8520e22929c93a69efcf8783324aee143b8d33aa3d4,,,
32383,0.15,256,1.0,1.0,0.99609375,0.00390625,-2.3103811656407287,26.395896259450012,0.9963908125959774,dfad4f34f47ecc269a7be5b3396afedcab416fac2028963af944cabda5c43f02,,,
32383,0.15,1024,1.0,1.0,0.9990234375,0.0009765625,-2.3103811656407287,26.46909399065044,0.9956234270772314,48e325cd1fabd7054fee8f410e920f1f4c2875a3630c71410b1bef5c26c12428,,,
32383,1.0,256,1.0,1.0,0.99609375,0.00390625,-2.381144917399677,26.74815839747274,1.0396250288003366,fbc48ae9af3e9a2f66405e4548411ea3ca0851c287600e0b080eae03d692416f,,,
32383,1.0,1024,1.0,1.0,0.9990234375,0.0009765625,-2.381144917399677,26.796782751425493,1.0374093149959052,f4c3aec7a8c1c76696d6fc0ebe30c026b70560570271b47dc6f369ab1230d94e,,,
32464,0.0,256,1.0,1.0,1.0,0.0,-2.5441244740455815,30.75476650367672,1.2156179270533014,bc085b38c68fa609c030e7a422b2851ca79fe05ce22179a3fd3dea6c18bd355e,,,
32464,0.0,1024,1.0,1.0,1.0,0.0,-2.4642461520020746,30.566916536185076,1.208183392442937,cde3d2fa9fa17afa7f6ccfbb17f6f868e5fa87505b94c609a36fcd23778fba09,,,
32464,0.15,256,1.0,1.0,1.0,0.0,-2.575620838195653,29.64204787806293,1.157008949015474,47cea596f0d03b489e33182844f90da1effad28b140435e19c51ef7e96fa89ab,,,
32464,0.15,1024,1.0,1.0,1.0,0.0,-2.470499259307042,29.482571740428813,1.1527499542636195,23f742822a7e728b3e789310c4dd8573820972f5a295f2bf9a464c54763aa2c6,,,
32464,1.0,256,1.0,1.0,1.0,0.0,-2.415206065762116,28.533056343441697,1.2143054588708961,25e01fe3be739ca6301042b565fa4ef396bec907bb8f3df133d902d73cd29820,,,
32464,1.0,1024,1.0,1.0,1.0,0.0,-2.415206065762116,28.40167031560746,1.2117012109667753,1c6a4cedc46062127b468d62c06b618ca90e0ed979c3ba15c368507c4a26a3fd,,,
32545,0.0,256,1.0,1.0,1.0,0.0,-2.4542905831573734,31.891074105371455,1.0677814000276675,a2001493387bd5365e0d8a18c76edf00def76e47604c0d4883278a9083807f5e,,,
32545,0.0,1024,1.0,1.0,1.0,0.0,-2.3874536724807527,31.73286201361641,1.0619031482095316,efde2d2cd0658021215714ad9937827fcb3000552dd1c979e6d7714afcd3f9e0,,,
32545,0.15,256,1.0,1.0,1.0,0.0,-2.376851641374661,31.605745122065496,1.0544588476602013,46e41ae940dc4184cd7519de5bb21613d96df023c55599bb7444f4c42a5bcbfa,,,
32545,0.15,1024,1.0,1.0,1.0,0.0,-2.3116555768517912,31.44546912968177,1.049527332777112,ca2a634173888b2cd50fc521fe1572ece72267edcad5e90fe95d0b96734d5723,,,
32545,1.0,256,1.0,1.0,1.0,0.0,-2.449156532903303,30.630702616374375,1.0903192709114182,2069351fe3022efef7e10bc2fa98c79da7e1552293080eff8089dde0804ea34a,,,
32545,1.0,1024,1.0,1.0,1.0,0.0,-2.449156532903303,30.464456885047948,1.0845587232001757,76bf17b0fc61d616b0c704042f5c57b7b301d5d6ac5feaed324ac3019dbb623d,,,
32627,0.0,256,1.0,1.0,0.85546875,0.12412683823529412,-1.8479830043967347,28.14191524867816,1.3185340124493254,1bd9cef51b8a37686cffcc30124db10ae0f1b0d0af50af131130bf329974889a,,,
32627,0.0,1024,1.0,1.0,0.83984375,0.13463770772238515,-1.8479830043967347,28.06679820816321,1.3308295547701259,de8a641efdf34a2f7f13a30a46d9c0cc8d78959ece113c13fd83f322af6838e6,,,
32627,0.15,256,1.0,1.0,0.84375,0.1323529411764706,-1.6085684714747326,27.777889234497636,1.3196899217142626,333f1a214da10f723000f8922df7616d30127add8387bdb47907856b59eea8be,,,
32627,0.15,1024,1.0,1.0,0.828125,0.1424731182795699,-1.6085684714747326,27.677965655243355,1.3324722417189758,8bccc8a506c103e962be22726198a7e73875bc37aa5c8c0424cd01bb724b71c9,,,
32627,1.0,256,1.0,1.0,0.76171875,0.18221507352941177,-1.5793328870423702,27.700408853758834,1.3780694925054344,a20295df819bfe2c376b741ebb159368ea175a43cb078b0ec93de2e6f4a296de,,,
32627,1.0,1024,1.0,1.0,0.74609375,0.1896230449657869,-1.5793328870423702,27.61728499574019,1.3931938966190232,cb0980f9186813868e3be61e58f18faf2b0544e510eb0448a102b2bcb53dd796,,,
32708,0.0,256,1.0,1.0,1.0,0.0,-1.9589200051423976,24.156119536822832,1.114061203243284,56a4b19fad70a341f9479613b9f78b8337c77862f7b8729c8cfecaddb8b5d79e,,,
32708,0.0,1024,1.0,1.0,1.0,0.0,-1.9531081942137858,24.00351447438679,1.100852230551475,fe1a719cd0079d51a16b6b2795aec059456a697166a8b107dc5e3276df251132,,,
32708,0.15,256,1.0,1.0,1.0,0.0,-1.8787606078258876,23.69570081346969,1.0816169107234817,f7a7cbf7e9571da20df9db4d1231e53190dcccc8a54702cff7082549be7998b4,,,
32708,0.15,1024,1.0,1.0,1.0,0.0,-1.8787606078258876,23.561708025440694,1.0710917232103003,9253f236dc17a491cc157612c5ce0128a8bb788f4a170692fab3e1eb639ca080,,,
32708,1.0,256,1.0,1.0,1.0,0.0,-2.0432068725346264,23.419933847654438,1.0426250948914964,3ff2610dce860d6d7db6eb2269dbcce0b9bcbe9532481012b2d9001055266cc8,,,
32708,1.0,1024,1.0,1.0,1.0,0.0,-2.0432068725346264,23.286587488012064,1.0321637622259163,140c593049fcaa535cfa361cc392c76794d37c613cefb5d1342184294ba9d47c,,,
32789,0.0,256,1.0,1.0,1.0,0.0,-2.582951791810844,30.53700686807564,0.9864355673417463,e66e1e8975490a7fd1bf15fc6310464805c4f9c8f7d2e214a28fbc3a558526a4,,,
32789,0.0,1024,1.0,1.0,1.0,0.0,-2.478971555502331,30.587781878492823,0.9912571588338606,1424301cb84283adcad0a13791ce6774eaae03e2f5f3712afce63a3b9eb88fc6,,,
32789,0.15,256,1.0,1.0,1.0,0.0,-2.6060558412944665,30.521943389564342,0.9988401675642318,ce2ded145c4449a09f7cf3bf03bae5401c71aabdada0a635f44258291b4a8fdf,,,
32789,0.15,1024,1.0,1.0,1.0,0.0,-2.4904144185415578,30.55951663295927,1.0034151909523419,303380702368d9f9f293db24fc1707e708be513edaa26e851fd57da90b63f13a,,,
32789,1.0,256,1.0,1.0,1.0,0.0,-2.7470092484371964,29.470475727209493,1.0299600740951622,2d35e7ddbc0817d42a1f4ef376e6d8fc335eb570232248e5abd9359228f1987b,,,
32789,1.0,1024,1.0,1.0,1.0,0.0,-2.7470092484371955,29.5164170946198,1.0349057287572008,0e1b37b2c64fe578c59541b51b5e77731137db9bdc80ffd85f8bb7764be31b59,,,
32870,0.0,256,1.0,1.0,1.0,0.0,-2.653425652621424,31.704674817927664,1.0772360873445672,8f4e4c64960c3e852548e9fa298e7562d78a04a11928fb22c76762bb15317c0e,,,
32870,0.0,1024,1.0,1.0,1.0,0.0,-2.4464245304604333,31.80359980536987,1.081620819129218,e055766856b5657b6854c2577001fe84eeb232c8766313b279c34c9743f3ed0d,,,
32870,0.15,256,1.0,1.0,1.0,0.0,-2.589137257292035,31.012340794873268,1.052371325746868,418d18d5c324811e9e42d955aea3c1e4fd2c5f2ddec0a6895709bf77d3cb65c2,,,
32870,0.15,1024,1.0,1.0,1.0,0.0,-2.410714457944019,31.080991384246516,1.055707195857781,6c5d019d90654aa42cdf1a8623296310cd275167db08c2e6358660a9bc61e8a7,,,
32870,1.0,256,1.0,1.0,1.0,0.0,-2.452897123984158,30.366677584143787,1.1041211898576362,a155357c3f03159f35d5cc08e6ab5c05ebea856f3e9289184770f12139d3f3ab,,,
32870,1.0,1024,1.0,1.0,1.0,0.0,-2.452897123984158,30.418460499170155,1.1053886397436163,b3eb00bc9486adf000770a27e0fbb4e2351f00a063facd05076bcff69be38e7c,,,
32952,0.0,256,1.0,1.0,1.0,0.0,-2.0588090645864066,23.549111459353167,0.889499511074725,7600101f5aad1bc53083a06daa64b401fb59f479ac5918b09aa9a1b2317c7849,,,
32952,0.0,1024,1.0,1.0,1.0,0.0,-2.0156368072485233,23.663912510864368,0.8908618561296624,39e3c4331f57ecf3a808a84bc510e4259d6ee8c61c7a6300c488c6b46c22339a,,,
32952,0.15,256,1.0,1.0,1.0,0.0,-1.902817942270259,22.776787767164496,0.8756831562400635,9aace1d215c08b924bea07e5ebdb44537db376cd599960445b4d39d3e424d0a7,,,
32952,0.15,1024,1.0,1.0,1.0,0.0,-1.7361514040583934,22.885486500291037,0.8758194529199214,7f4338f8c8bf2ace21cd9d6147135ee8613fb6e27cf408ea13012ebe6be23615,,,
32952,1.0,256,1.0,1.0,1.0,0.0,-1.669505269305665,21.579355470801477,0.7702268164623934,5ff1100134c416c08168c408e95f9a58ac9036e47d3d20c65301365e36331dfa,,,
32952,1.0,1024,1.0,1.0,1.0,0.0,-1.6672186853109001,21.712861526149734,0.7701914214969336,564efd0a439fe058e3398c1423c285a4ca6d2404b8a029501d2c9c012bfa0ca8,,,
33033,0.0,256,1.0,1.0,0.234375,0.1801470588235294,-1.5765684939695275,26.304539493254993,1.5262758925803601,97d2d533d7728281c12c5173dd7b8841a64b40a6bdaf219c77e84ad63d2f6673,,,
33033,0.0,1024,1.0,1.0,0.2392578125,0.18219143297898338,-1.5568254010048523,26.238449327130898,1.5177742384702808,34b2f4f59f79e29897af4793b73c4375afcf9bafb6d38ef9824084499cab5155,,,
33033,0.15,256,1.0,1.0,0.296875,0.20955882352941177,-1.560454148722993,25.314266534572084,1.4690935444641005,40fa08493137ed7424b1487b319fb10b728b08c0791931e83f5cf9eb9df4aff5,,,
33033,0.15,1024,1.0,1.0,0.3037109375,0.21167732007575757,-1.5471393551297181,25.230073771157667,1.454419040962066,a6689c9a9da956a5839741cebbfc71ed82b56f0950bc8dfe253b1dd7de688505,,,
33033,1.0,256,1.0,1.0,0.24609375,0.18625919117647058,-1.7144781300429237,24.835895312280442,1.5395261297594156,6ee7c7983a9469883487d249adeaad6ea06654ba7a35596d4892c3a7a31e697e,,,
33033,1.0,1024,1.0,1.0,0.244140625,0.1847163673020528,-1.7144781300429237,24.763841946540975,1.5224550228539904,29a4f9db5c8d3963792d75aa40b63833cccdf444f5cba075069e648bda420798,,,
33114,0.0,256,1.0,1.0,1.0,0.0,-2.6765945502011075,32.003873716379765,1.031713108875791,c8c2015b4663d54cc6ee5f4b42e1c36a1b0372bfeb5193b817a72bdd9c9bf1a3,,,
33114,0.0,1024,1.0,1.0,1.0,0.0,-2.506342334740295,31.97988366076072,1.0316963361267795,f1d535175d4ecd83d077e505f8bf499e2152b5684170619618fd71a0a7cfedee,,,
33114,0.15,256,1.0,1.0,1.0,0.0,-2.58055854445126,31.780202343490306,1.0536667139339686,99fb53dd91360e1de794ceb3ee9e7f5c09de039b45744290f11a81c0bddd538f,,,
33114,0.15,1024,1.0,1.0,1.0,0.0,-2.5264892589835934,31.77053917170762,1.0562244458591799,de8a1469233d8357702895af4266e31474f2b2f704663045d6d2835ec7b13b07,,,
33114,1.0,256,1.0,1.0,1.0,0.0,-2.9086581292997957,31.11123939049281,1.110038066762727,1206610ffe619e3895dc11ff7721087f705eead3ddddefc362d1ca3df055f540,,,
33114,1.0,1024,1.0,1.0,1.0,0.0,-2.908658129299795,31.116681700362978,1.1149578089531165,5a35dcc81f155d63eff87cc499528e945952bc8414aaa9a4cf7edd672f3b02ee,,,
33195,0.0,256,1.0,1.0,0.9765625,0.02297794117647059,-2.2448741995088737,29.4617786735328,1.319434907413796,fcce7bd97fa800fa7346e0fb9a67763b0108d05b1203abc9f2bf0f35e09686bf,,,
