origin,N,estimate,clipped_for_scoring,variance_estimate,correction_variance,interval,interval_type,n0,n1,pilot_c0,pilot_c1,pilot_v0,pilot_v1,budget_seconds,estimator_seconds,allocation_and_estimator_seconds,allocation_stream,cheap_stream,correction_stream
31815,256,0.0,0.0,0.0,0.0,"[-0.49248823392130114, 0.49248823392130114]","Hoeffding union 95%, untruncated",84,80,0.00021692758309654891,0.0002548770571593195,0.0,0.0,0.03880765102803707,0.035411788150668144,0.05220217444002628,266,276,286
31815,1024,0.0,0.0,0.0,0.0,"[-0.20620795642549636, 0.20620795642549636]","Hoeffding union 95%, untruncated",482,455,0.00019382662139832973,0.00021948147332295775,0.0,0.0,0.19351374357938766,0.13644056394696236,0.15096344612538815,1034,1044,1054
31896,256,0.0,0.0,0.0,0.0,"[-0.5259077859762096, 0.5259077859762096]","Hoeffding union 95%, untruncated",74,70,0.00024306672275997698,0.00028524736990220845,0.0,0.0,0.03826374001801014,0.03130369074642658,0.05007033050060272,266,276,286
31896,1024,0.0,0.0,0.0,0.0,"[-0.2480373769030132, 0.2480373769030132]","Hoeffding union 95%, untruncated",332,315,0.00021284521790221334,0.00023855757899582386,0.0,0.0,0.14613244496285915,0.10589131899178028,0.12206557393074036,1034,1044,1054
31977,256,0.0,0.0,0.0,0.0,"[-0.46140876336781395, 0.46140876336781395]","Hoeffding union 95%, untruncated",96,91,0.0002237896842416376,0.00026374636217951775,0.0,0.0,0.04564297012984753,0.04830043949186802,0.06565674766898155,266,276,286
31977,1024,0.0,0.0,0.0,0.0,"[-0.23696728967054556, 0.23696728967054556]","Hoeffding union 95%, untruncated",364,345,0.00021423166617751122,0.00024034519447013736,0.0,0.0,0.1611132249236107,0.10724830068647861,0.12310252897441387,1034,1044,1054
32058,256,0.0,0.0,0.0,0.0,"[-0.502862723268414, 0.502862723268414]","Hoeffding union 95%, untruncated",80,77,0.00020842428784817457,0.0002379880752414465,0.0,0.0,0.03523948788642883,0.029342325404286385,0.04510115645825863,266,276,286
32058,1024,0.0,0.0,0.0,0.0,"[-0.25515845712214497, 0.25515845712214497]","Hoeffding union 95%, untruncated",313,298,0.00023384756059385836,0.0002611783565953374,0.0,0.0,0.151383887976408,0.10618901439011097,0.12343834340572357,1034,1044,1054
32139,256,0.0,0.0,0.0,0.0,"[-0.5222561516519671, 0.5222561516519671]","Hoeffding union 95%, untruncated",75,71,0.00022254063514992595,0.0002622432657517493,0.0,0.0,0.035494476556777954,0.03050883300602436,0.04779048636555672,266,276,286
32139,1024,0.0,0.0,0.0,0.0,"[-0.21103115980154122, 0.21103115980154122]","Hoeffding union 95%, untruncated",459,435,0.0002131593064405024,0.0002389547589700669,0.0,0.0,0.2020099014043808,0.1351450476795435,0.15095415525138378,1034,1044,1054
32221,256,0.0,0.0,0.0,0.0,"[-0.5259077859762096, 0.5259077859762096]","Hoeffding union 95%, untruncated",74,70,0.00022677783272229135,0.0002650835376698524,0.0,0.0,0.035576578229665756,0.030493371188640594,0.047968924045562744,266,276,286
32221,1024,0.0,0.0,0.0,0.0,"[-0.2407701466864861, 0.2407701466864861]","Hoeffding union 95%, untruncated",353,334,0.00020042812684550881,0.0002258548338431865,0.0,0.0,0.1463720854371786,0.11162255145609379,0.12654862366616726,1034,1044,1054
32302,256,0.0,0.0,0.0,0.0,"[-0.4934582357043279, 0.4934582357043279]","Hoeffding union 95%, untruncated",83,80,0.0002062008425127715,0.0002352164883632213,0.0,0.0,0.03599257208406925,0.029512356966733932,0.04511495679616928,266,276,286
32302,1024,0.0,0.0,0.0,0.0,"[-0.23663044798777252, 0.23663044798777252]","Hoeffding union 95%, untruncated",365,346,0.00019824353512376547,0.00022329945932142437,0.0,0.0,0.14972403645515442,0.11434911005198956,0.12912044487893581,1034,1044,1054
32383,256,0.0,0.0,0.0,0.0,"[-0.4962279861025797, 0.4962279861025797]","Hoeffding union 95%, untruncated",33,154,0.00022650015307590365,0.0002537764376029372,0.0,0.015625,0.04675744101405144,0.03446174971759319,0.051177168264985085,266,276,286
32383,1024,0.0031545741324921135,0.0031545741324921135,9.951337957388366e-06,0.003154574132492112,"[-0.24387078491036593, 0.25017993317535014]","Hoeffding union 95%, untruncated",336,317,0.00021169480169191957,0.00024115154519677162,0.0,0.0,0.1479236762970686,0.10196690447628498,0.11803704500198364,1034,1044,1054
32464,256,0.0,0.0,0.0,0.0,"[-0.50943966761346, 0.50943966761346]","Hoeffding union 95%, untruncated",78,75,0.00021573418052867055,0.00024212576681748033,0.0,0.0,0.0350915752351284,0.030655015259981155,0.04663258604705334,266,276,286
32464,1024,0.0,0.0,0.0,0.0,"[-0.20445106825674592, 0.20445106825674592]","Hoeffding union 95%, untruncated",490,463,0.0001978931250050664,0.00022340737632475793,0.0,0.0,0.20059505477547646,0.1319326926022768,0.14671877771615982,1034,1044,1054
32545,256,0.0,0.0,0.0,0.0,"[-0.48170255749115076, 0.48170255749115076]","Hoeffding union 95%, untruncated",87,84,0.00019446824444457889,0.0002207225188612938,0.0,0.0,0.03569488786160946,0.0342392697930336,0.04883319325745106,266,276,286
32545,1024,0.0,0.0,0.0,0.0,"[-0.24125732573385145, 0.24125732573385145]","Hoeffding union 95%, untruncated",353,332,0.0002083373547066003,0.00023924524430185556,0.0,0.0,0.15323821268975735,0.1066194660961628,0.12249917723238468,1034,1044,1054
32627,256,0.24509803921568626,0.24509803921568626,0.0018319305979040811,0.18685692098621628,"[-0.3096927976301387, 0.7998888760615113]","Hoeffding union 95%, untruncated",32,102,0.00022372911917045712,0.00026279158191755414,0.0,0.14459325396825398,0.03401653841137886,0.03483045473694801,0.05216750502586365,266,276,286
32627,1024,0.16366612111292964,0.16366612111292964,0.00022439265887340567,0.13710391457165086,"[-0.21377042250447023, 0.5411026647303295]","Hoeffding union 95%, untruncated",33,611,0.0002058326790574938,0.0002312162541784346,0.0,0.1644345238095238,0.14829526841640472,0.11889365129172802,0.1341769378632307,1034,1044,1054
32708,256,0.0,0.0,0.0,0.0,"[-0.38859285409529487, 0.38859285409529487]","Hoeffding union 95%, untruncated",136,128,0.0002143653982784599,0.0002527981996536255,0.0,0.0,0.06174829229712486,0.051372697576880455,0.0680332463234663,266,276,286
32708,1024,0.0,0.0,0.0,0.0,"[-0.22540099482900178, 0.22540099482900178]","Hoeffding union 95%, untruncated",403,381,0.000195351050933823,0.00022080072085373104,0.0,0.0,0.16308480128645897,0.11925796419382095,0.13384941779077053,1034,1044,1054
32789,256,0.0,0.0,0.0,0.0,"[-0.4965341780597572, 0.4965341780597572]","Hoeffding union 95%, untruncated",82,79,0.00019488701946102083,0.00022044780780561268,0.0,0.0,0.0335139948874712,0.02757466398179531,0.042160503566265106,266,276,286
32789,1024,0.0,0.0,0.0,0.0,"[-0.24688415241333084, 0.24688415241333084]","Hoeffding union 95%, untruncated",335,318,0.0002018969098571688,0.00022732533398084342,0.0,0.0,0.1401483118534088,0.10432838089764118,0.11934996396303177,1034,1044,1054
32870,256,0.0,0.0,0.0,0.0,"[-0.4965341780597572, 0.4965341780597572]","Hoeffding union 95%, untruncated",82,79,0.00019962937221862376,0.000225398427573964,0.0,0.0,0.03439863212406635,0.02868492156267166,0.04356994293630123,266,276,286
32870,1024,0.0,0.0,0.0,0.0,"[-0.2425603617347169, 0.2425603617347169]","Hoeffding union 95%, untruncated",348,329,0.00019704853184521198,0.0002224958734586835,0.0,0.0,0.1418920736759901,0.10353170707821846,0.11825705878436565,1034,1044,1054
32952,256,0.0,0.0,0.0,0.0,"[-0.5050750127345102, 0.5050750127345102]","Hoeffding union 95%, untruncated",80,76,0.00022333042579703033,0.00026213080855086446,0.0,0.0,0.03799631632864475,0.0339824166148901,0.051308419555425644,266,276,286
32952,1024,0.0,0.0,0.0,0.0,"[-0.2714840009231736, 0.2714840009231736]","Hoeffding union 95%, untruncated",277,263,0.00024339108495041728,0.0002724154619500041,0.0,0.0,0.13939364440739155,0.08256338723003864,0.10114458575844765,1034,1044,1054
33033,256,0.6095238095238096,0.6095238095238096,0.002288505145648003,0.2402930402930403,"[0.05895081418528603, 1.160096804862333]","Hoeffding union 95%, untruncated",32,105,0.00023616431280970573,0.00027587817749008536,0.0,0.22916666666666666,0.03678777813911438,0.03451746143400669,0.052676478400826454,266,276,286
33033,1024,0.6957236842105263,0.6957236842105263,0.0003487516300478718,0.21204099106910604,"[0.3179920299704746, 1.073455338450578]","Hoeffding union 95%, untruncated",33,608,0.00021705366089008749,0.00024404388386756182,0.0,0.23809523809523808,0.15563328005373478,0.15164783969521523,0.16774834506213665,1034,1044,1054
33114,256,0.0,0.0,0.0,0.0,"[-0.5359215731557023, 0.5359215731557023]","Hoeffding union 95%, untruncated",70,68,0.0002268967218697071,0.00026475166669115424,0.0,0.0,0.03412354923784733,0.029844779521226883,0.047293541952967644,266,276,286
33114,1024,0.0,0.0,0.0,0.0,"[-0.23431212594790268, 0.23431212594790268]","Hoeffding union 95%, untruncated",372,353,0.00020502798724919558,0.0002304098743479699,0.0,0.0,0.15781044401228428,0.10319692268967628,0.11841126903891563,1034,1044,1054
33195,256,0.06086956521739131,0.06086956521739131,0.000501442642523132,0.05766590389016017,"[-0.47685663357794683, 0.5985957640127294]","Hoeffding union 95%, untruncated",32,115,0.00020982176647521555,0.0002485838485881686,0.0,0.08630952380952381,0.035384347662329674,0.03568756952881813,0.05208439566195011,266,276,286
33195,1024,0.06313993174061433,0.06313993174061433,0.0001011167192485554,0.05925439747965346,"[-0.31682465635675944, 0.4431045198379881]","Hoeffding union 95%, untruncated",33,586,0.0002068719477392733,0.00023232059902511537,0.0,0.09895833333333333,0.14327949285507202,0.12140200845897198,0.13675304874777794,1034,1044,1054
33276,256,0.0,0.0,0.0,0.0,"[-0.47889263915125424, 0.47889263915125424]","Hoeffding union 95%, untruncated",88,85,0.0001943321549333632,0.00022131673176772892,0.0,0.0,0.03604262322187424,0.03213476575911045,0.04729669168591499,266,276,286
33276,1024,0.0,0.0,0.0,0.0,"[-0.2627845098052537, 0.2627845098052537]","Hoeffding union 95%, untruncated",295,281,0.0002490989281795919,0.0002780546201393008,0.0,0.0,0.15181448310613632,0.08600687235593796,0.10443146154284477,1034,1044,1054
33358,256,0.0,0.0,0.0,0.0,"[-0.4934582357043279, 0.4934582357043279]","Hoeffding union 95%, untruncated",83,80,0.00020218882127664983,0.0002281727793160826,0.0,0.0,0.03509346768260002,0.02886471152305603,0.04393492825329304,266,276,286
33358,1024,0.0,0.0,0.0,0.0,"[-0.27196955701754805, 0.27196955701754805]","Hoeffding union 95%, untruncated",274,263,0.0002626566856633872,0.00028881439357064664,0.0,0.0,0.1482214778661728,0.08811421692371368,0.10707332007586956,1034,1044,1054
33439,256,0.0,0.0,0.0,0.0,"[-0.49043877527375485, 0.49043877527375485]","Hoeffding union 95%, untruncated",84,81,0.00023463848629035056,0.0002606770140118897,0.0,0.0,0.041125666350126266,0.032582927495241165,0.04976226016879082,266,276,286
33439,1024,0.0,0.0,0.0,0.0,"[-0.2496004675568802, 0.2496004675568802]","Hoeffding union 95%, untruncated",328,311,0.0002066577144432813,0.0002320466737728566,0.0,0.0,0.1402585506439209,0.09612168185412884,0.11147621087729931,1034,1044,1054
33520,256,0.014285714285714285,0.014285714285714285,0.00020408163265306126,0.014285714285714289,"[-0.5116220716904953, 0.5401935002619238]","Hoeffding union 95%, untruncated",74,70,0.0002177333808504045,0.00026359703042544425,0.0,0.0,0.03500035218894482,0.03133190795779228,0.04878019168972969,266,276,286
33520,1024,0.0,0.0,0.0,0.0,"[-0.24537126208141147, 0.24537126208141147]","Hoeffding union 95%, untruncated",339,322,0.00021520638256333768,0.0002407142601441592,0.0,0.0,0.15054075233638287,0.10227877646684647,0.11817201599478722,1034,1044,1054
33601,256,0.6986301369863014,0.6986301369863014,0.0029242509539000442,0.21347031963470323,"[0.09047370748165007, 1.3067865664909526]","Hoeffding union 95%, untruncated",32,73,0.00032068241853266954,0.00035954799386672676,0.0,0.2418154761904762,0.036773137748241425,0.03112703748047352,0.05467556416988373,266,276,286
33601,1024,0.6407942238267148,0.6407942238267148,0.00041623324871072867,0.23059321978574368,"[0.25734727179879, 1.0242411758546397]","Hoeffding union 95%, untruncated",33,554,0.00021280720829963684,0.0002381164813414216,0.0,0.23387896825396826,0.13915981352329254,0.12856288999319077,0.14426695927977562,1034,1044,1054
33682,256,0.0,0.0,0.0,0.0,"[-0.4934582357043279, 0.4934582357043279]","Hoeffding union 95%, untruncated",83,80,0.00020452361786738038,0.00023353099822998047,0.0,0.0,0.03575393185019493,0.031377699226140976,0.046804897487163544,266,276,286
33682,1024,0.0,0.0,0.0,0.0,"[-0.2576417480886264, 0.2576417480886264]","Hoeffding union 95%, untruncated",312,290,0.0002234579878859222,0.00026168403564952314,0.0,0.0,0.14584190025925636,0.10442406125366688,0.121675631031394,1034,1044,1054
33764,256,0.015267175572519083,0.015267175572519083,0.00011564683786582277,0.015149735760422783,"[-0.5050515642015525, 0.5355859153465907]","Hoeffding union 95%, untruncated",32,131,0.00019358651479706168,0.0002191348175983876,0.0,0.04538690476190476,0.035182856023311615,0.03171629086136818,0.046209242194890976,266,276,286
33764,1024,0.0234375,0.0234375,3.581875366784038e-05,0.02292400234741784,"[-0.34378383346594965, 0.39065883346594965]","Hoeffding union 95%, untruncated",35,640,0.00020493753254413605,0.00023060161038301885,0.0,0.030753968253968252,0.15495929308235645,0.13801286928355694,0.15329205244779587,1034,1044,1054
33845,256,0.0,0.0,0.0,0.0,"[-0.4605105874202441, 0.4605105874202441]","Hoeffding union 95%, untruncated",95,92,0.0001937503693625331,0.0002197914000134915,0.0,0.0,0.038837771862745285,0.035155246034264565,0.049704745411872864,266,276,286
33845,1024,0.0,0.0,0.0,0.0,"[-0.2612708659035102, 0.2612708659035102]","Hoeffding union 95%, untruncated",299,284,0.0002241043548565358,0.00025163969257846475,0.0,0.0,0.13887324184179306,0.08880319260060787,0.105516467243433,1034,1044,1054
33926,256,0.0,0.0,0.0,0.0,"[-0.4501667456040168, 0.4501667456040168]","Hoeffding union 95%, untruncated",100,96,0.00019544604583643377,0.0002215577696915716,0.0,0.0,0.04093114659190178,0.03268427960574627,0.047367582097649574,266,276,286
33926,1024,0.0,0.0,0.0,0.0,"[-0.253903607660217, 0.253903607660217]","Hoeffding union 95%, untruncated",316,301,0.0002233021950814873,0.0002492514904588461,0.0,0.0,0.1456527393311262,0.08834520913660526,0.10480065271258354,1034,1044,1054
34007,256,0.0,0.0,0.0,0.0,"[-0.47613133989551526, 0.47613133989551526]","Hoeffding union 95%, untruncated",89,86,0.00019485419034026563,0.00022124176030047238,0.0,0.0,0.03655661642551422,0.03412042744457722,0.048760782927274704,266,276,286
34007,1024,0.0,0.0,0.0,0.0,"[-0.2797623123385331, 0.2797623123385331]","Hoeffding union 95%, untruncated",258,249,0.00029071062454022467,0.00031462288461625576,0.0,0.0,0.1537737362086773,0.07701221667230129,0.0977140050381422,1034,1044,1054
34089,256,0.0,0.0,0.0,0.0,"[-0.4771295601683604, 0.4771295601683604]","Hoeffding union 95%, untruncated",90,85,0.0002110899076797068,0.00024996924912557006,0.0,0.0,0.04037193022668362,0.03731878101825714,0.053829578682780266,266,276,286
34089,1024,0.003076923076923077,0.003076923076923077,9.46745562130177e-06,0.003076923076923075,"[-0.2409447433341796, 0.24709858948802577]","Hoeffding union 95%, untruncated",344,325,0.0001970794692169875,0.0002229041128885001,0.0,0.0,0.14040745049715042,0.1085096001625061,0.12333542481064796,1034,1044,1054
34170,256,0.0,0.0,0.0,0.0,"[-0.5117416411463422, 0.5117416411463422]","Hoeffding union 95%, untruncated",78,74,0.00024898472474887967,0.00028880033642053604,0.0,0.0,0.04110271483659744,0.0337747260928154,0.05275427922606468,266,276,286
34170,1024,0.0,0.0,0.0,0.0,"[-0.24242713301690605, 0.24242713301690605]","Hoeffding union 95%, untruncated",347,330,0.00021286978153511882,0.00023870528093539178,0.0,0.0,0.15282106958329678,0.09783630259335041,0.11358274333178997,1034,1044,1054
34251,256,0.0,0.0,0.0,0.0,"[-0.4734172732931692, 0.4734172732931692]","Hoeffding union 95%, untruncated",90,87,0.00019903870997950435,0.00022459623869508505,0.0,0.0,0.03761379234492779,0.03152539022266865,0.04636950604617596,266,276,286
34251,1024,0.0,0.0,0.0,0.0,"[-0.24292322380771073, 0.24292322380771073]","Hoeffding union 95%, untruncated",347,328,0.00020478424266912043,0.00023046749993227422,0.0,0.0,0.14688492752611637,0.0964106135070324,0.11163327284157276,1034,1044,1054
34332,256,0.0,0.0,0.0,0.0,"[-0.502862723268414, 0.502862723268414]","Hoeffding union 95%, untruncated",80,77,0.0002045414294116199,0.00023054349003359675,0.0,0.0,0.034483520314097404,0.03150263987481594,0.046740809455513954,266,276,286
34332,1024,0.0,0.0,0.0,0.0,"[-0.25132070373897586, 0.25132070373897586]","Hoeffding union 95%, untruncated",323,307,0.00021784822456538677,0.00024347944417968392,0.0,0.0,0.14538712613284588,0.09118890762329102,0.10724245011806488,1034,1044,1054
34413,256,0.0,0.0,0.0,0.0,"[-0.441187693848757, 0.441187693848757]","Hoeffding union 95%, untruncated",104,100,0.0002216366701759398,0.0002478748210705817,0.0,0.0,0.047873783856630325,0.038508011028170586,0.05483841150999069,266,276,286
34413,1024,0.0,0.0,0.0,0.0,"[-0.23519311186784303, 0.23519311186784303]","Hoeffding union 95%, untruncated",370,350,0.00020899862283840775,0.0002349801652599126,0.0,0.0,0.1598055362701416,0.11522277630865574,0.13075158558785915,1034,1044,1054
34495,256,0.0,0.0,0.0,0.0,"[-0.502862723268414, 0.502862723268414]","Hoeffding union 95%, untruncated",80,77,0.00020360093913041055,0.00022966129472479224,0.0,0.0,0.03420812077820301,0.034772202372550964,0.049946896731853485,266,276,286
34495,1024,0.0,0.0,0.0,0.0,"[-0.24099428221529362, 0.24099428221529362]","Hoeffding union 95%, untruncated",351,334,0.0002165519690606743,0.00024191633565351367,0.0,0.0,0.15699630975723267,0.11197289265692234,0.12791835516691208,1034,1044,1054
34576,256,0.0,0.0,0.0,0.0,"[-0.46729363124417655, 0.46729363124417655]","Hoeffding union 95%, untruncated",93,89,0.00018674001330509782,0.00021275054314173758,0.0,0.0,0.036654045805335045,0.03444441966712475,0.0490639042109251,266,276,286
34576,1024,0.0,0.0,0.0,0.0,"[-0.24955762217279015, 0.24955762217279015]","Hoeffding union 95%, untruncated",335,308,0.00019413011614233255,0.00023245971533469856,0.0,0.0,0.13686963729560375,0.08595616929233074,0.10133211687207222,1034,1044,1054
34657,256,0.1864406779661017,0.1864406779661017,0.0012964149706465135,0.1529769665362886,"[-0.3477536901312203, 0.7206350460634237]","Hoeffding union 95%, untruncated",32,118,0.00022011063992977142,0.0002461050171405077,0.0,0.15476190476190477,0.03634589537978172,0.028302978724241257,0.044576121494174004,266,276,286
34657,1024,0.125,0.125,0.00018760720411663807,0.10956260720411663,"[-0.2513562567960284, 0.5013562567960284]","Hoeffding union 95%, untruncated",34,584,0.00019124397658742964,0.0002327542460989207,0.0,0.08630952380952381,0.14267032779753208,0.11488657630980015,0.13035322539508343,1034,1044,1054
34738,256,0.0,0.0,0.0,0.0,"[-0.48273830943461293, 0.48273830943461293]","Hoeffding union 95%, untruncated",88,83,0.0001947010459844023,0.0002340212813578546,0.0,0.0,0.03658904694020748,0.031464140862226486,0.04693155735731125,266,276,286
34738,1024,0.016835016835016835,0.016835016835016835,5.591756433507273e-05,0.016607516607516602,"[-0.23705276988602422, 0.2707228035560579]","Hoeffding union 95%, untruncated",325,297,0.0001955715415533632,0.00023809054982848465,0.0,0.0,0.13451605290174484,0.0756171103566885,0.09134081937372684,1034,1044,1054
34819,256,0.0,0.0,0.0,0.0,"[-0.46392112779861316, 0.46392112779861316]","Hoeffding union 95%, untruncated",95,90,0.00019098728080280125,0.00022887185332365334,0.0,0.0,0.03897947259247303,0.03287979029119015,0.04801873490214348,266,276,286
34819,1024,0.0,0.0,0.0,0.0,"[-0.25047254883265285, 0.25047254883265285]","Hoeffding union 95%, untruncated",332,306,0.000192398700164631,0.00022985335090197623,0.0,0.0,0.13444397039711475,0.08871974050998688,0.10394786857068539,1034,1044,1054
34901,256,0.0,0.0,0.0,0.0,"[-0.44560936230350434, 0.44560936230350434]","Hoeffding union 95%, untruncated",102,98,0.00019533434533514082,0.0002216084103565663,0.0,0.0,0.04184909537434578,0.03552335873246193,0.05018631927669048,266,276,286
34901,1024,0.0,0.0,0.0,0.0,"[-0.25987431884557577, 0.25987431884557577]","Hoeffding union 95%, untruncated",309,284,0.00020561189739964902,0.00024809548631310463,0.0,0.0,0.13423693925142288,0.07553909532725811,0.092100465670228,1034,1044,1054
34982,256,0.0,0.0,0.0,0.0,"[-0.47889263915125424, 0.47889263915125424]","Hoeffding union 95%, untruncated",88,85,0.0002267977688461542,0.00025083543732762337,0.0,0.0,0.041451919823884964,0.02992136776447296,0.04644842632114887,266,276,286
34982,1024,0.0,0.0,0.0,0.0,"[-0.24376961063175412, 0.24376961063175412]","Hoeffding union 95%, untruncated",344,326,0.0001947794808074832,0.0002203031035605818,0.0,0.0,0.13906367495656013,0.08325208351016045,0.0978324431926012,1034,1044,1054
35063,256,0.022556390977443608,0.022556390977443608,0.00016702727426906299,0.022214627477785378,"[-0.4958102257618772, 0.5409230077167644]","Hoeffding union 95%, untruncated",32,133,0.00019723220611922443,0.00022297364193946123,0.0,0.015625,0.03624667413532734,0.02835569530725479,0.04310154356062412,266,276,286
35063,1024,0.024096385542168676,0.024096385542168676,4.731539184300169e-05,0.02356306513781484,"[-0.35526415253586885, 0.40345692362020624]","Hoeffding union 95%, untruncated",36,498,0.00021979250595904887,0.00025766229373402894,0.0,0.015625,0.13639602437615395,0.0809305477887392,0.09792476519942284,1034,1044,1054
35144,256,0.0,0.0,0.0,0.0,"[-0.48273830943461293, 0.48273830943461293]","Hoeffding union 95%, untruncated",88,83,0.00018810678739100695,0.00022809879737906158,0.0,0.0,0.035531120374798775,0.03005976788699627,0.04514271579682827,266,276,286
35144,1024,0.0,0.0,0.0,0.0,"[-0.24244660191423445, 0.24244660191423445]","Hoeffding union 95%, untruncated",349,329,0.00019123120000585914,0.00021671154536306858,0.0,0.0,0.1382494866847992,0.08303210139274597,0.09737079031765461,1034,1044,1054
35225,256,0.3684210526315789,0.3684210526315789,0.0017627801561319568,0.23444976076555024,"[-0.1499455641077419, 0.8867876693708998]","Hoeffding union 95%, untruncated",32,133,0.00018832017667591572,0.00022806783090345562,0.0,0.2418154761904762,0.03660118766129017,0.0310639850795269,0.04615805298089981,266,276,286
35225,1024,0.3965183752417795,0.3965183752417795,0.00046374332042131553,0.23975529665782014,"[0.008648502422010707, 0.7843882480615483]","Hoeffding union 95%, untruncated",33,517,0.00020911317551508546,0.00025088866823352873,0.0,0.24776785714285715,0.13673210330307484,0.10237232781946659,0.11897179111838341,1034,1044,1054
35307,256,0.056451612903225805,0.056451612903225805,0.00043304738458414767,0.05369787568843431,"[-0.47106758095950213, 0.5839708067659537]","Hoeffding union 95%, untruncated",32,124,0.00021309504518285394,0.0002524105948396027,0.0,0.1111111111111111,0.03829051926732063,0.03011108934879303,0.046766357496380806,266,276,286
35307,1024,0.0784313725490196,0.0784313725490196,0.0001290712363376723,0.07240896358543417,"[-0.30041085865277356, 0.4572736037508128]","Hoeffding union 95%, untruncated",34,561,0.000194777938304469,0.00023393493029288948,0.0,0.05952380952380952,0.13810781575739384,0.11268159933388233,0.1281479448080063,1034,1044,1054
35388,256,0.0,0.0,0.0,0.0,"[-0.47171200310398465, 0.47171200310398465]","Hoeffding union 95%, untruncated",92,87,0.0001881450298242271,0.00022604025434702635,0.0,0.0,0.037174900993704796,0.0315824206918478,0.046539306640625,266,276,286
35388,1024,0.0,0.0,0.0,0.0,"[-0.2508723790910874, 0.2508723790910874]","Hoeffding union 95%, untruncated",331,305,0.00019150899606756866,0.00022991752484813333,0.0,0.0,0.13369701616466045,0.08074353449046612,0.09593962132930756,1034,1044,1054
35469,256,0.0,0.0,0.0,0.0,"[-0.488549776433595, 0.488549776433595]","Hoeffding union 95%, untruncated",86,81,0.00019126592087559402,0.0002303349319845438,0.0,0.0,0.035438068211078644,0.030179619789123535,0.045422106981277466,266,276,286
35469,1024,0.0,0.0,0.0,0.0,"[-0.26790710062244194, 0.26790710062244194]","Hoeffding union 95%, untruncated",289,268,0.000224744260776788,0.00026634783716872334,0.0,0.0,0.13644547387957573,0.0733136534690857,0.09091312624514103,1034,1044,1054
35550,256,0.0,0.0,0.0,0.0,"[-0.4865379231234732, 0.4865379231234732]","Hoeffding union 95%, untruncated",86,82,0.00019282774883322418,0.00023312363191507757,0.0,0.0,0.03589119017124176,0.031387828290462494,0.046809908002614975,266,276,286
