origin,retention,hidden_count,rmse,near_threshold_rmse,coverage_50,coverage_80,coverage_95
40667,1.0,0,,,,,
40748,0.0,3900,1.3828867573562769,2.3769291559467325,0.45692307692307693,0.7264102564102564,0.8741025641025642
40748,0.15,3312,1.0759171346447698,2.3579436806673004,0.6102053140096618,0.8348429951690821,0.9172705314009661
40748,1.0,0,,,,,
40829,0.0,3900,1.5874242565173833,1.4219519874240318,0.37846153846153846,0.6307692307692307,0.8141025641025641
40829,0.15,3312,1.2285998413604347,1.0803954045788924,0.49335748792270534,0.7469806763285024,0.8867753623188406
40829,1.0,0,,,,,
40910,0.0,3900,1.3949102262291286,4.1679651090663095,0.3953846153846154,0.6638461538461539,0.8607692307692307
40910,0.15,3312,1.318892042505681,4.329738122257443,0.41394927536231885,0.6714975845410628,0.8710748792270532
40910,1.0,0,,,,,
40992,0.0,3900,1.2815579966827328,1.2102709241117757,0.44153846153846155,0.7315384615384616,0.908974358974359
40992,0.15,3312,1.035686587332905,0.9956209515433546,0.5359299516908212,0.8348429951690821,0.9483695652173914
40992,1.0,0,,,,,
41073,0.0,3900,1.138937337226674,1.1112632098327007,0.5825641025641025,0.8335897435897436,0.921025641025641
41073,0.15,3312,0.9817431817241687,1.1146595557129537,0.6307367149758454,0.8759057971014492,0.9459541062801933
41073,1.0,0,,,,,
41154,0.0,3900,1.368771985882809,3.3788788077077734,0.3576923076923077,0.6448717948717949,0.8705128205128205
41154,0.15,3312,1.3115898705623443,3.8508369001167857,0.32155797101449274,0.6422101449275363,0.8831521739130435
41154,1.0,0,,,,,
41235,0.0,3900,1.2993497141678954,4.892137497232315,0.42717948717948717,0.71,0.8861538461538462
41235,0.15,3312,1.3021576679825448,4.863730981783347,0.39945652173913043,0.6890096618357487,0.8725845410628019
41235,1.0,0,,,,,
41316,0.0,3900,1.3321067694659414,1.7855119797194354,0.4707692307692308,0.7441025641025641,0.892051282051282
41316,0.15,3312,1.0589720062069021,1.5374188241656381,0.6099033816425121,0.8390700483091788,0.9172705314009661
41316,1.0,0,,,,,
41398,0.0,3900,1.4232550201219105,1.161753611446164,0.39564102564102566,0.6794871794871795,0.8594871794871795
41398,0.15,3312,1.2027324570521347,0.8787516718115681,0.4758454106280193,0.7569444444444444,0.8979468599033816
41398,1.0,0,,,,,
41479,0.0,3900,1.3963085388215217,4.278689624985558,0.3720512820512821,0.6415384615384615,0.8597435897435898
41479,0.15,3312,1.2437091659050694,3.857287228369104,0.4230072463768116,0.7032004830917874,0.8789251207729468
41479,1.0,0,,,,,
41560,0.0,3900,1.2832688322481665,1.24230185005705,0.4712820512820513,0.7625641025641026,0.9015384615384615
41560,0.15,3312,0.9704615194835023,0.795885585680124,0.633756038647343,0.8731884057971014,0.9468599033816425
41560,1.0,0,,,,,
41641,0.0,3900,1.2071212104736107,1.2768071149637805,0.4946153846153846,0.7920512820512821,0.9205128205128205
41641,0.15,3312,1.1615502699605278,1.4443010403635062,0.5389492753623188,0.8052536231884058,0.9154589371980676
41641,1.0,0,,,,,
41723,0.0,3900,1.7097268157032721,5.078099139211315,0.3182051282051282,0.5582051282051282,0.768974358974359
41723,0.15,3312,1.4829655305173477,4.708523038538734,0.3372584541062802,0.6195652173913043,0.8173309178743962
41723,1.0,0,,,,,
