origin,retention,hidden_count,rmse,near_threshold_rmse,coverage_50,coverage_80,coverage_95
33276,0.0,3900,1.1552387113706801,0.7483732029987341,0.44,0.7707692307692308,0.9253846153846154
33276,0.15,3312,0.9072337173904836,,0.6696859903381642,0.8722826086956522,0.9444444444444444
33276,1.0,0,,,,,
33358,0.0,3900,1.4721238849040919,2.232613266558792,0.3638461538461538,0.6269230769230769,0.8207692307692308
33358,0.15,3312,1.203497877131761,2.122046467750434,0.4559178743961353,0.731280193236715,0.8982487922705314
33358,1.0,0,,,,,
33439,0.0,3900,1.309368015460511,2.7814302509167548,0.4046153846153846,0.6925641025641026,0.8833333333333333
33439,0.15,3312,1.2520848010543937,2.9924166472122025,0.4190821256038647,0.7041062801932367,0.8825483091787439
33439,1.0,0,,,,,
33520,0.0,3900,1.294827480204265,1.2436770611759103,0.4846153846153846,0.7541025641025642,0.8892307692307693
33520,0.15,3312,1.1712200362017802,1.1081134422893604,0.5519323671497585,0.8007246376811594,0.9133454106280193
33520,1.0,0,,,,,
33601,0.0,3900,1.1315449179599033,0.9417856608537359,0.5641025641025641,0.841025641025641,0.9461538461538461
33601,0.15,3312,1.0884247490796903,0.8870180280859689,0.586352657004831,0.8556763285024155,0.9468599033816425
33601,1.0,0,,,,,
33682,0.0,3900,1.3826899394233112,4.621089490719076,0.3282051282051282,0.6507692307692308,0.8846153846153846
33682,0.15,3312,1.2728930464289596,5.023630588563191,0.3946256038647343,0.7092391304347826,0.9054951690821256
33682,1.0,0,,,,,
33764,0.0,3900,1.396374830991465,1.0545954426663242,0.38846153846153847,0.6625641025641026,0.8669230769230769
33764,0.15,3312,1.238861131931569,1.05986077459466,0.4553140096618358,0.721316425120773,0.8885869565217391
33764,1.0,0,,,,,
33845,0.0,3900,1.099455264161408,1.309809442464069,0.6028205128205129,0.8369230769230769,0.9492307692307692
33845,0.15,3312,0.9409871298162384,2.6973190762274295,0.726147342995169,0.9067028985507246,0.9483695652173914
33845,1.0,0,,,,,
33926,0.0,3900,1.7001000495248026,1.5150574623195185,0.38358974358974357,0.62,0.7915384615384615
33926,0.15,3312,1.3840288236065523,2.0826585061202145,0.42693236714975846,0.7025966183574879,0.8571859903381642
33926,1.0,0,,,,,
34007,0.0,3900,1.3670210686884554,3.4682496026971186,0.36615384615384616,0.6551282051282051,0.8656410256410256
34007,0.15,3312,1.2561166507572552,3.9700223012945854,0.38858695652173914,0.6811594202898551,0.9000603864734299
34007,1.0,0,,,,,
34089,0.0,3900,1.2973975377868732,2.065495587923251,0.4246153846153846,0.7051282051282052,0.8802564102564102
34089,0.15,3312,1.249672878072412,2.078768652944663,0.45561594202898553,0.7198067632850241,0.8819444444444444
34089,1.0,0,,,,,
34170,0.0,3900,1.124604685033646,1.8899671009940544,0.6061538461538462,0.8251282051282052,0.9228205128205128
34170,0.15,3312,1.0595465311656806,1.9660312792485781,0.5788043478260869,0.8369565217391305,0.9251207729468599
34170,1.0,0,,,,,
34251,0.0,3900,1.7576206880457967,,0.331025641025641,0.5582051282051282,0.76
34251,0.15,3312,1.4047708677155601,,0.3677536231884058,0.6455314009661836,0.8683574879227053
34251,1.0,0,,,,,
34332,0.0,3900,1.2816239273011296,2.383308444592557,0.3905128205128205,0.69,0.8802564102564102
34332,0.15,3312,1.25199411034835,3.0478685414582167,0.36926328502415456,0.6923309178743962,0.9039855072463768
34332,1.0,0,,,,,
34413,0.0,3900,1.331412697424303,1.525826777382509,0.4505128205128205,0.7187179487179487,0.8707692307692307
34413,0.15,3312,1.1680097700151713,1.7618375981060912,0.535024154589372,0.7693236714975845,0.894927536231884
34413,1.0,0,,,,,
34495,0.0,3900,1.4193751442419915,1.0465600969660516,0.3943589743589744,0.6674358974358975,0.8538461538461538
34495,0.15,3312,1.3443082843235887,0.7246040663966008,0.41092995169082125,0.6796497584541062,0.8523550724637681
34495,1.0,0,,,,,
34576,0.0,3900,1.4032719039985422,5.129938860368263,0.3764102564102564,0.6633333333333333,0.8528205128205129
34576,0.15,3312,1.2657693813163253,4.6406051438286555,0.42391304347826086,0.6905193236714976,0.8798309178743962
34576,1.0,0,,,,,
34657,0.0,3900,1.2074489066236658,1.0493652524825114,0.5443589743589744,0.7856410256410257,0.8925641025641026
34657,0.15,3312,1.1063359819007308,0.9283169430773879,0.5676328502415459,0.8155193236714976,0.9142512077294686
34657,1.0,0,,,,,
34738,0.0,3900,1.658164330957543,1.8568705586119316,0.35512820512820514,0.6038461538461538,0.7976923076923077
34738,0.15,3312,1.0150461986191675,1.195352146068631,0.5673309178743962,0.8366545893719807,0.9477657004830918
34738,1.0,0,,,,,
34819,0.0,3900,1.6900511506355185,4.266908133523485,0.30948717948717946,0.5541025641025641,0.7751282051282051
34819,0.15,3312,1.3567726499960042,4.348774742427844,0.34299516908212563,0.6560990338164251,0.8716787439613527
34819,1.0,0,,,,,
34901,0.0,3900,1.3778189274126715,2.6069959867795633,0.3861538461538462,0.6628205128205128,0.8661538461538462
34901,0.15,3312,1.2815956399763668,3.7523613446912565,0.4257246376811594,0.7047101449275363,0.8846618357487923
34901,1.0,0,,,,,
34982,0.0,3900,0.9091271683972029,1.9998461861066457,0.7092307692307692,0.9130769230769231,0.9623076923076923
34982,0.15,3312,0.9365348622089994,2.5232993716685055,0.6995772946859904,0.898852657004831,0.9510869565217391
34982,1.0,0,,,,,
35063,0.0,3900,1.3815323345837227,1.2860845929517282,0.40282051282051284,0.7061538461538461,0.8738461538461538
35063,0.15,3312,1.163473841607404,1.1059820008923964,0.517512077294686,0.7795893719806763,0.9166666666666666
35063,1.0,0,,,,,
35144,0.0,3900,1.3622593908672302,3.408443763811079,0.37615384615384617,0.668974358974359,0.8710256410256411
35144,0.15,3312,1.2517333888130193,3.0443524139739884,0.43780193236714976,0.6971618357487923,0.8825483091787439
35144,1.0,0,,,,,
35225,0.0,3900,1.5686908017641958,1.4726664877839377,0.3717948717948718,0.6215384615384615,0.8223076923076923
35225,0.15,3312,1.2546562763287592,1.082976981299262,0.49184782608695654,0.7551328502415459,0.9057971014492754
35225,1.0,0,,,,,
35307,0.0,3900,1.113810363138524,1.2105944797476687,0.5697435897435897,0.861025641025641,0.9364102564102564
35307,0.15,3312,1.06443004465403,0.9201278947630672,0.5972222222222222,0.8599033816425121,0.9405193236714976
35307,1.0,0,,,,,
35388,0.0,3900,1.5001663582319158,4.163980020228541,0.3243589743589744,0.6217948717948718,0.8423076923076923
35388,0.15,3312,1.346783842884509,,0.32608695652173914,0.6370772946859904,0.8611111111111112
35388,1.0,0,,,,,
35469,0.0,3900,1.368454776821282,1.79517533568178,0.36666666666666664,0.6712820512820513,0.8797435897435898
35469,0.15,3312,1.2551873597077448,2.759774684656399,0.3991545893719807,0.697463768115942,0.8943236714975845
35469,1.0,0,,,,,
35550,0.0,3900,1.2489436801963898,0.97685557653401,0.4128205128205128,0.7066666666666667,0.8938461538461538
35550,0.15,3312,0.9272831290634724,1.5006392038737448,0.6165458937198067,0.8632246376811594,0.9559178743961353
35550,1.0,0,,,,,
35632,0.0,3900,1.5593852768330394,1.3609249402422003,0.37666666666666665,0.6266666666666667,0.8197435897435897
35632,0.15,3312,1.3412080325874434,1.1888575601263678,0.4716183574879227,0.7267512077294686,0.8656400966183575
35632,1.0,0,,,,,
35713,0.0,3900,1.3641963152353198,3.1386135954448213,0.3782051282051282,0.6666666666666666,0.8702564102564102
35713,0.15,3312,1.2513705624071465,3.57601176678396,0.40247584541062803,0.6884057971014492,0.8952294685990339
35713,1.0,0,,,,,
35794,0.0,3900,1.2218677753349916,1.4649006981084771,0.5169230769230769,0.771025641025641,0.9
35794,0.15,3312,1.0518766122569871,1.0693683972082018,0.5570652173913043,0.8285024154589372,0.9396135265700483
35794,1.0,0,,,,,
35875,0.0,3900,0.9644520793534826,1.1449884560381047,0.6092307692307692,0.884102564102564,0.961025641025641
35875,0.15,3312,0.9168393760482447,1.0667419029855048,0.643719806763285,0.8873792270531401,0.9622584541062802
35875,1.0,0,,,,,
35956,0.0,3900,1.434941012996659,3.74474918687815,0.41102564102564104,0.671025641025641,0.851025641025641
35956,0.15,3312,1.296524951252729,4.70058051097962,0.4323671497584541,0.6920289855072463,0.8698671497584541
35956,1.0,0,,,,,
36038,0.0,3900,1.4531073288789038,2.82841788657267,0.36333333333333334,0.638974358974359,0.8415384615384616
36038,0.15,3312,1.2273084833761352,2.1287256757661432,0.44021739130434784,0.7134661835748792,0.8928140096618358
36038,1.0,0,,,,,
36119,0.0,3900,1.1726845834153525,1.1855556414673265,0.5728205128205128,0.8153846153846154,0.9258974358974359
36119,0.15,3312,1.1379020718680983,1.8699995401979637,0.5600845410628019,0.8179347826086957,0.919987922705314
36119,1.0,0,,,,,
36200,0.0,3900,1.134208520432141,1.578217979541368,0.5156410256410257,0.8025641025641026,0.9223076923076923
36200,0.15,3312,1.1508300265710127,1.6360181863068286,0.48128019323671495,0.7780797101449275,0.9064009661835749
36200,1.0,0,,,,,
36281,0.0,3900,1.5813563022734005,4.34598468643968,0.3628205128205128,0.6148717948717949,0.8043589743589744
36281,0.15,3312,1.3844037388097563,4.877560809286458,0.3686594202898551,0.6597222222222222,0.8614130434782609
36281,1.0,0,,,,,
36362,0.0,3900,1.527053599556421,1.6075578778304616,0.30333333333333334,0.5697435897435897,0.8125641025641026
36362,0.15,3312,1.3100164173409232,3.262731303175359,0.365036231884058,0.6648550724637681,0.8846618357487923
36362,1.0,0,,,,,
36444,0.0,3900,1.8102995061493599,1.043296691500468,0.3130769230769231,0.553076923076923,0.7353846153846154
36444,0.15,3312,1.2347940251816834,0.6570154003018369,0.491243961352657,0.730072463768116,0.883756038647343
36444,1.0,0,,,,,
36525,0.0,3900,1.7589300348286125,1.3561057928484068,0.31461538461538463,0.5682051282051283,0.7548717948717949
36525,0.15,3312,1.3555166021489404,1.3249586057462497,0.40700483091787437,0.6835748792270532,0.8478260869565217
36525,1.0,0,,,,,
36606,0.0,3900,1.3611153221064434,1.992068341877086,0.40923076923076923,0.6735897435897436,0.8638461538461538
36606,0.15,3312,1.2893226124441193,1.5409996039711507,0.421195652173913,0.6935386473429952,0.8623188405797102
36606,1.0,0,,,,,
36687,0.0,3900,1.2255947116785268,1.5860166191806784,0.4876923076923077,0.7453846153846154,0.8976923076923077
36687,0.15,3312,1.0214551148336775,1.3069150087727048,0.49818840579710144,0.8176328502415459,0.9450483091787439
36687,1.0,0,,,,,
36769,0.0,3900,0.9183328851378859,0.7674631818867311,0.6448717948717949,0.892051282051282,0.9597435897435898
36769,0.15,3312,0.9119987473583345,0.7805512246705383,0.6207729468599034,0.873792270531401,0.9568236714975845
36769,1.0,0,,,,,
36850,0.0,3900,1.3537717499930615,3.599510799643082,0.37948717948717947,0.6792307692307692,0.8764102564102564
36850,0.15,3312,1.32566521973468,3.7393899724294,0.35688405797101447,0.6567028985507246,0.8743961352657005
36850,1.0,0,,,,,
36931,0.0,3900,1.521472980980034,1.0239642357839298,0.36538461538461536,0.6371794871794871,0.8161538461538461
36931,0.15,3312,1.2940311245622,1.4670688530061704,0.4323671497584541,0.6995772946859904,0.8789251207729468
36931,1.0,0,,,,,
37012,0.0,3900,1.309296806174356,1.5754414215994732,0.43205128205128207,0.7071794871794872,0.8833333333333333
37012,0.15,3312,1.037592551701817,2.218397128009196,0.5609903381642513,0.8070652173913043,0.9257246376811594
37012,1.0,0,,,,,
37093,0.0,3900,1.6967700472500815,2.546767501181775,0.29717948717948717,0.5371794871794872,0.7676923076923077
37093,0.15,3312,1.3955764052858666,1.7451082529449797,0.38254830917874394,0.648852657004831,0.8345410628019324
37093,1.0,0,,,,,
37175,0.0,3900,1.3290149158482978,3.2487439012462684,0.4228205128205128,0.6879487179487179,0.8774358974358974
37175,0.15,3312,1.2949319408915434,3.373651465188399,0.41938405797101447,0.6881038647342995,0.8671497584541062
37175,1.0,0,,,,,
37256,0.0,3900,1.1385125445169446,1.0074767164554954,0.49256410256410255,0.7807692307692308,0.9335897435897436
37256,0.15,3312,1.0273564664866295,0.9184922641757571,0.561292270531401,0.8345410628019324,0.9438405797101449
37256,1.0,0,,,,,
37337,0.0,3900,1.4374666762060484,1.5781446794148313,0.4017948717948718,0.6661538461538462,0.8630769230769231
37337,0.15,3312,1.0587577035476219,0.9353683001574435,0.6083937198067633,0.8559782608695652,0.9420289855072463
37337,1.0,0,,,,,
37418,0.0,3900,1.9216458592817016,2.619679139579038,0.298974358974359,0.5110256410256411,0.7094871794871795
37418,0.15,3312,1.4059321513889498,4.201352548580256,0.34842995169082125,0.6189613526570048,0.8384661835748792
37418,1.0,0,,,,,
37499,0.0,3900,1.4666015167116477,3.527243263929995,0.2976923076923077,0.6166666666666667,0.8448717948717949
37499,0.15,3312,1.2830266459801039,3.3178694708397267,0.39402173913043476,0.6847826086956522,0.8743961352657005
37499,1.0,0,,,,,
37581,0.0,3900,1.2876894060010813,1.5907030417464025,0.49205128205128207,0.7694871794871795,0.9023076923076923
37581,0.15,3312,1.0336432776768152,1.2678793742492316,0.6545893719806763,0.8698671497584541,0.9399154589371981
37581,1.0,0,,,,,
37662,0.0,3900,1.5626677302405867,1.6039635713410931,0.3466666666666667,0.6030769230769231,0.8166666666666667
37662,0.15,3312,1.299943116412955,1.0379326475227602,0.45803140096618356,0.7140700483091788,0.8852657004830918
37662,1.0,0,,,,,
37743,0.0,3900,1.2987001471493624,3.3277249828431046,0.4169230769230769,0.6943589743589743,0.8835897435897436
37743,0.15,3312,1.2745564464798917,3.3146734432567024,0.4242149758454106,0.6944444444444444,0.8780193236714976
37743,1.0,0,,,,,
37824,0.0,3900,1.228277161833029,1.413169950829484,0.551025641025641,0.7848717948717949,0.9158974358974359
37824,0.15,3312,0.9779237831660754,0.9671750537039274,0.6331521739130435,0.8568840579710145,0.938707729468599
37824,1.0,0,,,,,
37906,0.0,3900,1.1642569790415018,1.1110265606485117,0.6066666666666667,0.8425641025641025,0.941025641025641
37906,0.15,3312,1.077023471984439,1.0970534696157275,0.6521739130434783,0.8771135265700483,0.9417270531400966
37906,1.0,0,,,,,
37987,0.0,3900,1.678063700684127,,0.26,0.5171794871794871,0.7676923076923077
37987,0.15,3312,1.3422731874839873,,0.32367149758454106,0.6271135265700483,0.8626207729468599
37987,1.0,0,,,,,
38068,0.0,3900,1.3761582260116374,2.9281690287720417,0.34794871794871796,0.6353846153846154,0.8710256410256411
38068,0.15,3312,1.2781570388621217,2.7425208333855906,0.34601449275362317,0.6615338164251208,0.894927536231884
38068,1.0,0,,,,,
38149,0.0,3900,1.1623392247011082,1.768062618254822,0.57,0.8405128205128205,0.9182051282051282
38149,0.15,3312,1.03787011581646,2.1463819973789704,0.6663647342995169,0.8756038647342995,0.9233091787439613
38149,1.0,0,,,,,
38230,0.0,3900,1.5821601834651289,2.0315500407105884,0.3871794871794872,0.6302564102564102,0.8256410256410256
38230,0.15,3312,1.1932657678221628,2.5206581366760057,0.501207729468599,0.7768719806763285,0.8952294685990339
38230,1.0,0,,,,,
38312,0.0,3900,1.3253252898645826,1.823909251192247,0.36641025641025643,0.6702564102564103,0.884102564102564
38312,0.15,3312,1.1829683727251181,2.0585399429322946,0.3903985507246377,0.7101449275362319,0.9160628019323671
38312,1.0,0,,,,,
38393,0.0,3900,1.369192217641826,2.636952334484994,0.32487179487179485,0.6405128205128205,0.8771794871794871
38393,0.15,3312,1.2710858577177995,3.182661356671102,0.36533816425120774,0.657608695652174,0.8888888888888888
38393,1.0,0,,,,,
38474,0.0,3900,1.4270161504285386,1.6060498078882224,0.43435897435897436,0.7143589743589743,0.8541025641025641
38474,0.15,3312,1.2487166862651033,1.711092411007883,0.5150966183574879,0.7714371980676329,0.8873792270531401
38474,1.0,0,,,,,
38555,0.0,3900,1.4588443228590469,1.9440386887264038,0.33384615384615385,0.6238461538461538,0.8384615384615385
38555,0.15,3312,1.3360840096114797,3.026389077290472,0.3417874396135266,0.6476449275362319,0.8783212560386473
38555,1.0,0,,,,,
38636,0.0,3900,1.4311903045791408,2.0671299769268843,0.31025641025641026,0.5905128205128205,0.8535897435897436
38636,0.15,3312,1.319696989694043,,0.33846618357487923,0.6557971014492754,0.8822463768115942
38636,1.0,0,,,,,
38718,0.0,3900,1.1314258629691833,2.2478028896521414,0.5974358974358974,0.8407692307692308,0.9328205128205128
38718,0.15,3312,1.0037466687737888,2.1314686064462145,0.6760265700483091,0.8668478260869565,0.9317632850241546
38718,1.0,0,,,,,
38799,0.0,3900,1.2437908912393196,1.207776596456546,0.4864102564102564,0.7741025641025641,0.9130769230769231
38799,0.15,3312,1.0516254808632872,0.8802298802907249,0.5896739130434783,0.847524154589372,0.9453502415458938
38799,1.0,0,,,,,
38880,0.0,3900,1.3368423298920653,1.364798388567239,0.36512820512820515,0.6702564102564103,0.8784615384615385
38880,0.15,3312,1.181141483291451,0.9421646794905651,0.4196859903381642,0.711352657004831,0.9054951690821256
38880,1.0,0,,,,,
38961,0.0,3900,1.4059857010714825,1.4864917247416427,0.4297435897435897,0.7138461538461538,0.8766666666666667
38961,0.15,3312,1.1435975695425118,1.0107378269207077,0.5464975845410628,0.8079710144927537,0.9217995169082126
38961,1.0,0,,,,,
39042,0.0,3900,1.2974103763648617,2.402019235196742,0.45615384615384613,0.7353846153846154,0.91
39042,0.15,3312,1.0066055204273128,1.9277325713219147,0.6201690821256038,0.8701690821256038,0.9429347826086957
39042,1.0,0,,,,,
39124,0.0,3900,1.785007955904896,1.8799554891079278,0.2694871794871795,0.5153846153846153,0.735897435897436
39124,0.15,3312,1.4666075804401222,,0.3115942028985507,0.591183574879227,0.8115942028985508
39124,1.0,0,,,,,
39205,0.0,3900,1.2615698683449637,3.003215721469069,0.45384615384615384,0.7092307692307692,0.8910256410256411
39205,0.15,3312,1.241149968809088,2.9270671163990283,0.4384057971014493,0.7116545893719807,0.8873792270531401
39205,1.0,0,,,,,
39286,0.0,3900,1.2222812970637975,1.0216061838732777,0.5284615384615384,0.7907692307692308,0.9130769230769231
39286,0.15,3312,1.0917919129358857,0.9759908629954135,0.5618961352657005,0.8242753623188406,0.9317632850241546
39286,1.0,0,,,,,
39367,0.0,3900,1.444485492235726,1.2811488733138767,0.4658974358974359,0.7282051282051282,0.8707692307692307
39367,0.15,3312,1.1966337366804276,0.9550462614141279,0.5594806763285024,0.8155193236714976,0.9127415458937198
39367,1.0,0,,,,,
39449,0.0,3900,1.3823474018193949,4.00684061137752,0.32256410256410256,0.6251282051282051,0.8584615384615385
39449,0.15,3312,1.3613748216625505,3.645254315101434,0.33544685990338163,0.6141304347826086,0.8520531400966184
39449,1.0,0,,,,,
39530,0.0,3900,1.3785878417771702,1.6117245060298209,0.45282051282051283,0.721025641025641,0.8743589743589744
39530,0.15,3312,1.1572862497586731,1.1286544218831944,0.5093599033816425,0.783816425120773,0.9130434782608695
39530,1.0,0,,,,,
39611,0.0,3900,1.1617099110654172,1.6884730876810465,0.5025641025641026,0.8041025641025641,0.9292307692307692
39611,0.15,3312,1.0371088347673036,2.329156715593789,0.5926932367149759,0.841183574879227,0.9390096618357487
39611,1.0,0,,,,,
39692,0.0,3900,1.4613564138768245,2.1595653392796086,0.3730769230769231,0.6587179487179488,0.8435897435897436
39692,0.15,3312,1.4442514621142686,2.9679568090257447,0.38315217391304346,0.6509661835748792,0.8348429951690821
39692,1.0,0,,,,,
39773,0.0,3900,1.3256321279761178,3.9281726459222357,0.4256410256410256,0.6887179487179487,0.8782051282051282
39773,0.15,3312,1.2536131613749135,3.767591823370656,0.4414251207729469,0.7101449275362319,0.8759057971014492
39773,1.0,0,,,,,
39855,0.0,3900,1.2476406746195596,1.4706528882830805,0.5920512820512821,0.8166666666666667,0.9112820512820513
39855,0.15,3312,1.116501030420581,1.3840313767664483,0.6551932367149759,0.8577898550724637,0.9214975845410628
39855,1.0,0,,,,,
39936,0.0,3900,1.4744173954565578,1.1631936976933854,0.42435897435897435,0.7074358974358974,0.8612820512820513
39936,0.15,3312,1.2585457771958182,1.0012645033257028,0.5250603864734299,0.782608695652174,0.8864734299516909
39936,1.0,0,,,,,
40017,0.0,3900,1.8102892760079266,6.32837287582029,0.2741025641025641,0.512051282051282,0.7266666666666667
40017,0.15,3312,1.4209485527870405,4.720658894707641,0.3134057971014493,0.5969202898550725,0.8251811594202898
40017,1.0,0,,,,,
40098,0.0,3900,1.4114496213628327,1.4740972344491985,0.3435897435897436,0.6289743589743589,0.8497435897435898
40098,0.15,3312,1.3192009556491358,2.568260278463165,0.33907004830917875,0.6407004830917874,0.8759057971014492
40098,1.0,0,,,,,
40179,0.0,3900,1.2576895011396272,1.8267639950457994,0.5451282051282051,0.7915384615384615,0.9076923076923077
40179,0.15,3312,1.2053248671863515,2.1292808902040905,0.5703502415458938,0.8049516908212561,0.9118357487922706
40179,1.0,0,,,,,
40261,0.0,3900,1.8589049286322419,2.0623142739187434,0.27897435897435896,0.5297435897435897,0.7253846153846154
40261,0.15,3312,1.443415980464458,3.3170809046192855,0.37318840579710144,0.6373792270531401,0.8339371980676329
40261,1.0,0,,,,,
40342,0.0,3900,1.3843793367933266,3.777477428953057,0.381025641025641,0.6556410256410257,0.8533333333333334
40342,0.15,3312,1.3277798283157993,4.61175391391889,0.38768115942028986,0.6660628019323671,0.8526570048309179
40342,1.0,0,,,,,
40423,0.0,3900,1.7303124863258064,1.8503138781417199,0.3048717948717949,0.55,0.7587179487179487
40423,0.15,3312,1.485927766553218,1.7388661662316207,0.34359903381642515,0.597524154589372,0.8028381642512077
40423,1.0,0,,,,,
40504,0.0,3900,1.3431167316496828,1.6470008441489463,0.4930769230769231,0.7587179487179487,0.8982051282051282
40504,0.15,3312,1.2437790144597236,1.9452760865749488,0.5978260869565217,0.8227657004830918,0.9064009661835749
40504,1.0,0,,,,,
40586,0.0,3900,1.5230516355037698,4.811847077623131,0.3505128205128205,0.6138461538461538,0.8287179487179487
40586,0.15,3312,1.4163746213349306,,0.3149154589371981,0.6210748792270532,0.8402777777777778
40586,1.0,0,,,,,
40667,0.0,3900,1.423637853585321,4.171140585056086,0.39282051282051283,0.67,0.8551282051282051
40667,0.15,3312,1.3604256839101272,3.6548850311175065,0.3620169082125604,0.6717995169082126,0.8683574879227053
